kid_hisp_male_blw_p50_n
512.98523
543.33228
56.109978
820.41443
3282.2849
349.21817
5244.7544
295.59106
342.44925
1038.4357
1299.7344
6965.335
82.581718
772.70703
1782.7904
142.53398
106.37642
1245.6956
59.165459
168.22083
1022.3936
4327.2515
910.27075
1343.7637
8378.0781
273.40729
2887.0623
2464.8879
3212.7581
413.46152
181.89177
180.19058
2042.8867
1678.1852
216.47461
1008.839
158.41568
227.86148
62.958275
""
761.65295
111.28788
42.608181
""
56.006443
105.95142
5064.3745
422.18198
976.79102
235.03889
685.81567
690.98853
356.23883
45.221889
35.94125
827.90668
74.724525
64.501526
120.19719
514.03186
125.31697
1520.6544
53.951126
207.29549
99.070282
98.924553
""
""
101.42103
137.55667
119.4301
151.79236
224.49477
394.77066
196.07008
60.070351
377.93558
168.02861
134.4641
2891.7131
248.64438
314.73114
101.87847
239.31282
4049.2178
520.97198
180.97963
1335.942
1052.265
1645.3798
612.70233
358.81433
296.81915
725.93378
202.90675
318.47559
468.38596
5727.8779
26160.145
9718.9277
6089.6431
127313.64
20788.441
12096.142
2626.4961
31523.592
4170.0151
4125.397
584.26654
2189.0225
914.94727
439.53772
1515.1799
136.43723
1164.7627
2280.5342
1160.1238
89.835396
162.33281
149.11975
1796.1217
838.12347
241.70065
1230.9226
313.75064
1220.8181
659.81763
832.84949
151.82643
99.338715
25770.576
219.0271
1070.0415
106.44727
5439.9805
162.80063
760.35181
1244.7489
265.92508
141.22058
1021.477
395.34024
258.46811
311.56732
330.06186
108.43938
526.21082
188.75104
106.92368
122.77097
221.98204
1857.55
309.07016
83.211761
1645.5054
719.50934
68.412376
384.36246
117.21197
79.976768
""
""
565.13837
3612.8865
147.30106
40199.941
72.927162
100.10542
68.455627
1066.0923
11916.267
1824.7485
381.4509
2325.3269
164.68738
203.15331
2258.4126
9536.8662
394.01996
80.885132
68.873116
114.52391
1005.0048
88.589485
116.22683
1705.1282
49.599682
70.73735
1032.4594
""
88.300095
433.68857
1770.7196
94.347191
79.393921
190.46944
1022.0349
481.35483
3396.9177
369.39142
3021.0789
3289.3428
499.63425
623.38879
616.63605
1808.2277
3772.1787
241.08549
266.26147
1596.7561
285.97427
434.9512
37.376907
59.36264
5184.8672
526.52789
2625.7522
7353.2178
97.222504
120.75363
52.933575
77.217628
144.58389
98.809235
2473.8215
270.0632
126.6115
249.90361
1349.3771
1422.0099
1880.574
418.65152
""
156.0752
""
101.61835
""
136.78127
""
144.38092
221.06429
1069.0063
224.19872
646.67859
76.54673
271.72318
393.96951
2699.4287
277.93427
476.32608
9483.4521
424.04395
260.83774
""
642.93909
128.62354
609.67664
2516.658
189.53111
2141.3101
146.82704
7431.6709
11003.403
3712.1479
6225.9688
307151.47
4544.0913
90019.867
