kfr_imm_white_male_n
96.0
41.0
""
146.0
103.0
""
141.0
""
""
63.0
67.0
339.0
""
25.0
49.0
""
""
94.0
""
""
92.0
219.0
80.0
29.0
436.0
""
38.0
133.0
408.0
""
20.0
32.0
331.0
297.0
""
127.0
""
25.0
""
""
58.0
""
""
""
""
""
279.0
27.0
125.0
42.0
113.0
57.0
20.0
""
""
128.0
""
""
""
26.0
""
144.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
23.0
""
178.0
""
37.0
""
28.0
325.0
20.0
22.0
124.0
162.0
52.0
20.0
""
""
99.0
""
""
""
63.0
1023.0
171.0
326.0
1835.0
674.0
281.0
288.0
696.0
253.0
464.0
""
101.0
88.0
43.0
170.0
""
197.0
191.0
168.0
""
""
""
46.0
""
""
64.0
""
98.0
72.0
""
""
""
1042.0
23.0
47.0
""
49.0
""
122.0
128.0
""
34.0
96.0
73.0
""
""
26.0
""
108.0
20.0
""
""
""
145.0
23.0
""
362.0
91.0
""
91.0
""
""
""
""
148.0
850.0
""
2314.0
43.0
21.0
21.0
76.0
2861.0
155.0
32.0
131.0
34.0
20.0
129.0
337.0
42.0
21.0
24.0
45.0
288.0
""
""
375.0
""
""
114.0
""
""
120.0
286.0
""
""
""
38.0
37.0
186.0
21.0
200.0
76.0
21.0
47.0
75.0
137.0
258.0
44.0
34.0
67.0
51.0
56.0
""
""
241.0
98.0
120.0
1162.0
26.0
25.0
23.0
28.0
25.0
26.0
359.0
39.0
87.0
78.0
610.0
175.0
207.0
100.0
""
35.0
""
""
""
44.0
""
""
40.0
41.0
44.0
88.0
27.0
""
71.0
463.0
64.0
121.0
902.0
120.0
58.0
""
98.0
92.0
45.0
411.0
44.0
246.0
49.0
282.0
326.0
325.0
537.0
8774.0
665.0
4511.0
2005.0
175.0
90.0
40.0
""
119.0
41.0
105.0
259.0
178.0
70.0
101.0
1496.0
""
""
2668.0
540.0
53.0
448.0
2185.0
47.0
""
""
""
23.0
20.0
26.0
""
""
32.0
27.0
58.0
870.0
""
38.0
73.0
""
24.0
""
""
62.0
""
53.0
66.0
34.0
58.0
147.0
72.0
""
102.0
72.0
56.0
38.0
182.0
35.0
""
""
33.0
104.0
35.0
20.0
114.0
""
127.0
166.0
518.0
25.0
4728.0
180.0
53.0
""
601.0
""
""
51.0
83.0
23.0
""
20.0
""
""
22.0
20.0
""
24.0
""
38.0
46.0
""
24.0
""
""
""
""
87.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
40.0
26.0
""
53.0
51.0
""
""
""
45.0
28.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
22.0
21.0
214.0
""
""
""
55.0
""
""
""
""
""
38.0
""
""
""
""
""
""
""
38.0
""
88.0
""
""
265.0
""
""
""
""
""
""
425.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
135.0
943.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
104.0
62.0
153.0
25.0
""
""
""
31.0
55.0
439.0
33.0
39.0
""
""
63.0
""
107.0
26.0
51.0
""
26.0
60.0
27.0
70.0
""
238.0
21.0
""
29.0
227.0
40.0
""
""
""
28.0
""
27.0
64.0
34.0
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
381.0
""
501.0
""
""
""
60.0
""
""
""
""
""
21.0
120.0
124.0
37.0
79.0
1311.0
98.0
33.0
""
29.0
""
""
""
""
""
""
""
""
64.0
""
""
69.0
""
""
""
""
""
62.0
""
232.0
569.0
972.0
34.0
86.0
67.0
43.0
127.0
24.0
""
22.0
21.0
31.0
306.0
22.0
38.0
29.0
""
""
173.0
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
67.0
""
""
""
""
""
""
""
""
51.0
""
""
34.0
26.0
""
""
""
49.0
44.0
""
""
""
""
245.0
""
29.0
""
40.0
""
""
""
199.0
""
1237.0
""
345.0
43.0
""
29.0
94.0
""
21.0
31.0
45.0
""
180.0
""
""
46.0
""
""
""
""
271.0
719.0
86.0
116.0
""
""
""
""
""
24.0
38.0
""
""
74.0
47.0
79.0
""
55.0
368.0
186.0
424.0
112.0
1176.0
1203.0
25.0
""
""
192.0
264.0
2110.0
617.0
""
""
1289.0
61.0
259.0
7088.0
22.0
31.0
42.0
""
273.0
33.0
75.0
930.0
""
376.0
22.0
65.0
126.0
""
""
45.0
""
""
""
131.0
31.0
1881.0
