kir_imm_white_male_n
414.0
75.0
187.0
652.0
456.0
412.0
232.0
468.0
""
244.0
106.0
520.0
47.0
165.0
""
23.0
""
""
25.0
""
28.0
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
32.0
""
""
31.0
""
""
""
""
""
""
128.0
""
420.0
101.0
28.0
34.0
43.0
25.0
21.0
57.0
35.0
20.0
""
160.0
318.0
""
24.0
22.0
22.0
22.0
""
""
50.0
2966.0
""
20.0
24.0
400.0
23.0
1408.0
460.0
82.0
125.0
237.0
38.0
260.0
""
24.0
28.0
82.0
2115.0
48.0
583.0
345.0
40.0
84.0
66.0
""
""
""
29.0
900.0
44.0
""
51.0
84.0
""
""
36.0
777.0
""
""
21.0
""
""
""
""
""
""
""
""
23.0
52.0
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
174.0
""
""
""
""
""
67.0
""
81.0
""
38.0
""
""
""
""
76.0
""
25.0
""
22.0
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
242.0
""
""
""
""
48.0
""
68.0
53.0
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
269.0
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
20.0
""
22.0
""
""
""
""
85.0
""
""
31.0
44.0
""
""
""
""
787.0
""
""
37.0
23.0
27.0
""
270.0
""
""
38.0
86.0
""
205.0
""
""
""
""
""
""
""
""
""
""
""
128.0
""
25.0
""
91.0
101.0
""
55.0
""
73.0
""
""
21.0
""
138.0
""
""
""
""
""
""
""
""
""
36.0
""
""
20.0
""
""
""
""
""
67.0
178.0
57.0
""
""
""
""
32.0
""
20.0
""
34.0
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
70.0
""
118.0
""
""
""
""
""
""
""
23.0
""
23.0
""
""
""
""
""
""
21.0
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
208.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
175.0
""
""
""
""
""
""
46.0
214.0
""
24.0
24.0
""
""
40.0
32.0
""
""
""
""
51.0
""
31.0
""
""
106.0
""
39.0
""
146.0
""
363.0
""
""
""
29.0
""
""
""
220.0
""
37.0
32.0
398.0
""
42.0
""
138.0
21.0
""
345.0
46.0
38.0
""
""
49.0
195.0
""
""
""
20.0
33.0
99.0
85.0
275.0
""
106.0
""
""
31.0
""
""
""
28.0
""
""
52.0
123.0
""
44.0
142.0
86.0
25.0
""
33.0
""
58.0
383.0
""
143.0
24.0
""
436.0
""
""
32.0
""
""
""
""
""
""
""
""
44.0
""
54.0
""
113.0
71.0
92.0
58.0
431.0
49.0
""
31.0
""
29.0
""
""
31.0
73.0
""
90.0
""
""
""
""
""
""
""
51.0
""
""
25.0
""
121.0
""
""
52.0
""
""
""
""
""
75.0
""
""
""
""
""
""
26.0
95.0
""
49.0
29.0
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
180.0
""
""
""
""
""
""
""
""
""
""
""
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
89.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
98.0
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
151.0
""
""
32.0
43.0
""
""
""
""
""
""
20.0
""
""
""
64.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
157.0
432.0
""
""
""
27.0
68.0
30.0
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
295.0
""
""
26.0
""
""
""
75.0
""
""
""
""
""
""
545.0
""
""
""
190.0
""
""
""
""
""
""
""
""
24.0
199.0
""
""
""
""
""
""
""
171.0
""
""
""
""
78.0
""
""
""
""
""
""
26.0
34.0
""
38.0
""
""
""
""
""
""
1032.0
""
""
""
31.0
""
""
71.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
55.0
""
""
51.0
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
114.0
""
""
""
""
""
""
""
99.0
""
""
""
""
""
36.0
""
""
""
28.0
""
""
46.0
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
503.0
49.0
""
""
""
""
27.0
262.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
66.0
""
""
100.0
""
""
""
""
""
""
""
""
""
22.0
64.0
""
""
184.0
""
""
""
""
""
""
""
""
""
""
""
457.0
""
""
""
""
""
""
257.0
""
40.0
""
73.0
22.0
""
""
85.0
""
40.0
""
""
""
28.0
""
27.0
28.0
21.0
""
35.0
""
""
""
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
132.0
""
""
""
""
""
""
""
860.0
28.0
""
""
""
""
""
""
""
""
""
""
""
23.0
122.0
""
""
""
40.0
""
""
""
""
""
103.0
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
25.0
204.0
""
""
""
22.0
""
""
""
""
""
""
""
54.0
73.0
""
""
""
""
""
""
""
""
67.0
71.0
""
""
""
73.0
""
""
""
""
25.0
""
""
""
""
80.0
""
""
""
""
""
""
""
97.0
84.0
""
""
""
""
""
30.0
24.0
""
""
""
257.0
""
""
""
""
""
59.0
""
25.0
245.0
""
36.0
""
""
27.0
""
31.0
22.0
38.0
""
927.0
138.0
""
""
38.0
""
""
""
""
""
410.0
""
54.0
""
346.0
210.0
""
102.0
""
""
131.0
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
25.0
""
131.0
28.0
""
""
""
28.0
""
30.0
""
""
""
""
""
""
""
32.0
""
50.0
""
23.0
""
""
""
24.0
38.0
""
""
""
282.0
""
""
""
43.0
55.0
""
""
""
25.0
""
54.0
""
39.0
""
27.0
25.0
""
""
38.0
""
""
""
""
26.0
""
43.0
147.0
""
""
37.0
23.0
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
