kir_imm_white_male_n
""
30.0
""
""
""
""
""
52.0
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
43.0
""
""
33.0
""
""
""
""
""
""
""
""
35.0
""
97.0
""
""
""
33.0
""
""
""
122.0
""
""
20.0
60.0
""
57.0
""
""
""
""
""
""
""
34.0
""
""
""
21.0
""
""
""
""
""
""
132.0
""
""
""
""
56.0
""
""
""
24.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
43.0
""
""
""
""
1200.0
38.0
""
287.0
45.0
""
52.0
25.0
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
88.0
""
""
""
""
""
30.0
""
""
""
""
""
38.0
""
""
""
622.0
""
""
64.0
""
""
541.0
""
77.0
222.0
""
44.0
36.0
""
186.0
57.0
""
""
4536.0
30.0
189.0
""
29.0
103.0
""
""
171.0
70.0
33.0
1439.0
145.0
""
625.0
665.0
27.0
606.0
1289.0
319.0
230.0
89.0
420.0
171.0
938.0
106.0
61.0
""
""
196.0
226.0
258.0
23.0
""
""
137.0
""
465.0
101.0
20.0
113.0
""
333.0
""
""
""
116.0
23.0
""
""
""
""
""
""
""
""
167.0
""
101.0
""
""
409.0
""
""
""
""
""
""
""
""
242.0
""
""
""
""
92.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
705.0
702.0
104.0
92.0
491.0
110.0
74.0
47.0
27.0
155.0
33.0
72.0
65.0
""
67.0
""
252.0
893.0
""
62.0
27.0
68.0
104.0
""
""
""
300.0
132.0
44.0
""
""
""
""
""
""
""
""
74.0
20.0
411.0
""
37.0
""
""
""
57.0
185.0
60.0
""
""
""
105.0
74.0
43.0
1033.0
47.0
22.0
149.0
""
390.0
91.0
562.0
134.0
467.0
150.0
""
72.0
74.0
87.0
175.0
250.0
""
""
""
""
209.0
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
31.0
""
21.0
""
""
52.0
""
""
51.0
23.0
""
51.0
""
254.0
""
""
77.0
""
26.0
""
""
""
""
""
148.0
""
""
""
""
""
""
""
""
""
""
""
63.0
""
50.0
""
234.0
""
""
""
""
""
""
255.0
""
34.0
""
""
""
""
""
40.0
43.0
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
245.0
""
29.0
121.0
""
28.0
""
""
25.0
""
""
""
46.0
""
""
""
42.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
71.0
""
""
""
""
""
3471.0
""
""
26.0
""
""
704.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
160.0
""
23.0
""
518.0
""
""
""
""
""
""
132.0
29.0
""
""
65.0
""
""
""
""
""
""
""
""
""
""
21.0
49.0
""
""
""
""
""
""
""
""
48.0
89.0
""
40.0
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
243.0
""
88.0
""
""
106.0
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
33.0
""
22.0
""
""
""
""
""
""
69.0
""
""
""
""
23.0
""
""
""
""
""
""
20.0
""
""
""
194.0
35.0
""
28.0
163.0
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
80.0
""
""
""
""
""
""
""
39.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
147.0
22.0
""
""
""
49.0
""
""
30.0
""
""
""
""
""
25.0
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
185.0
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
130.0
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
94.0
""
""
""
""
""
""
""
""
220.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
59.0
57.0
28.0
""
""
""
""
""
""
73.0
""
""
""
""
""
""
""
""
142.0
""
27.0
""
""
""
22.0
""
""
""
71.0
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
60.0
""
""
""
""
""
""
44.0
105.0
103.0
""
21.0
45.0
""
""
20.0
67.0
""
""
23.0
""
41.0
78.0
""
245.0
323.0
32.0
""
58.0
23.0
52.0
""
99.0
""
106.0
147.0
""
761.0
174.0
""
31.0
""
""
28.0
""
""
93.0
77.0
38.0
862.0
""
409.0
51.0
336.0
78.0
1067.0
""
465.0
189.0
292.0
421.0
""
""
29.0
""
""
""
""
""
""
""
61.0
""
29.0
""
""
""
""
""
""
""
""
""
30.0
""
101.0
""
""
21.0
""
""
""
""
120.0
""
""
""
20.0
33.0
70.0
""
180.0
""
""
39.0
""
32.0
59.0
""
""
760.0
""
26.0
""
""
""
35.0
""
45.0
""
""
31.0
20.0
1060.0
""
""
""
""
""
""
75.0
""
""
42.0
58.0
""
23.0
""
26.0
22.0
""
141.0
1013.0
""
""
109.0
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
134.0
""
""
""
""
""
""
""
389.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
31.0
""
""
""
""
""
137.0
""
""
""
""
""
""
64.0
31.0
23.0
""
30.0
""
""
""
""
""
""
""
""
76.0
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
81.0
23.0
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
22.0
""
""
22.0
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
128.0
""
49.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
24.0
""
38.0
""
""
""
""
""
""
77.0
""
""
""
341.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
35.0
22.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
131.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
100.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
575.0
""
""
""
""
""
""
""
""
""
""
""
""
147.0
""
33.0
""
""
25.0
29.0
35.0
211.0
67.0
140.0
64.0
""
79.0
1012.0
221.0
160.0
22.0
58.0
570.0
92.0
