kfr_native_pooled_female_p75
0.60462743
0.58675456
0.60645688
0.60267997
0.59343684
0.65760505
0.64716315
0.56737292
0.56346959
0.56581748
0.59503132
0.65220928
0.54291588
0.62271249
0.51660097
0.58832371
0.61041445
0.57700342
0.48530152
0.62987399
0.61646909
0.60379428
0.56067961
0.56567734
0.58101058
0.5761534
0.59945452
0.61414444
0.6137231
0.64928263
0.55243659
0.52535009
0.58066273
0.56086606
0.59016991
0.58191478
0.58266866
0.62467247
0.59255666
0.55961114
0.58018255
0.59506166
0.53338802
0.49758834
0.57471871
0.63172239
0.60721141
0.59030366
0.57383806
0.5614326
0.57504702
0.56899607
0.62071162
0.66976696
0.62400877
0.54647022
0.54679513
0.5588333
0.59791332
0.51141334
0.5758751
0.60700029
0.57815504
0.56956428
0.59787291
0.55577576
0.6038366
0.24209163
0.63894451
0.52521479
0.36153528
""
0.65294325
0.51477671
0.5248338
""
0.53746462
0.52439547
0.51542526
0.42459944
0.3892644
0.22315364
0.46503621
0.50229925
0.40451562
0.42397955
0.30795702
0.51562864
0.52364206
0.49827388
""
0.48823616
0.48864987
0.50917482
""
0.42117596
0.50500304
0.57107347
0.5722847
0.56912571
0.60475516
0.64140844
0.55379134
0.57578701
0.54228175
0.55697191
0.57362497
0.53906012
0.56940359
0.57823414
0.56916165
0.59737772
0.5623377
0.57708508
0.61210102
0.60965759
0.63655108
0.59504056
0.51912034
0.63899779
0.58403963
0.65006727
0.62787771
0.59827131
0.59346467
0.62340117
0.58705962
0.56613612
0.58198696
0.61960202
0.61951119
0.58153754
0.55011964
0.59643072
0.62502068
0.54597509
0.59479439
0.65293223
0.58888793
0.59406048
0.60123098
0.62429637
0.59326309
0.5925501
0.65646374
0.56251913
0.58527553
0.6266132
0.57902676
0.69569534
0.57131672
0.61951053
0.63344616
0.59729785
0.61699659
0.60680979
0.57410866
0.58304906
0.57670355
0.54581255
0.52720171
0.58847785
0.59260768
0.61019444
0.60378337
0.64839149
0.57502598
0.57808328
0.57826024
0.5367974
0.56797326
0.60732156
0.550475
0.57110769
0.52482969
0.65126324
0.57676208
0.61831421
0.48101646
0.63066906
0.59822845
0.66358167
0.59606731
0.59477848
0.71179849
0.59834695
0.58378279
""
0.57440323
0.59547776
0.55800432
0.66517615
