staytract_pooled_female_mean
0.2485435
0.27850473
0.35096484
0.21592671
0.188844
0.24914742
0.20606399
0.30576891
0.28130314
0.24162678
0.22605154
0.18954569
0.28780019
0.27737984
0.21618938
0.27688247
0.34501362
0.20717432
0.27604049
0.33632621
0.27247062
0.23362951
0.22444814
0.21469465
0.17264806
0.26829338
0.26249424
0.20932764
0.174685
0.26452318
0.30610424
0.21303359
0.1803661
0.1702731
0.29664636
0.25725803
0.35910264
0.29997778
0.31132099
0.31183049
0.24382959
0.31747466
0.37830862
0.4006595
0.25825691
0.24171495
0.19002518
0.29793048
0.24956453
0.28269216
0.26007745
0.27983519
0.24262415
0.27745983
0.29479507
0.22457604
0.26585153
0.32869309
0.26778781
0.22695981
0.26020724
0.20098317
0.26284456
0.28749946
0.34073988
0.28553829
0.38163537
0.35114053
0.30223963
0.32877979
0.28225446
0.3019315
0.23519748
0.25269303
0.30896497
0.37461653
0.3172951
0.34882414
0.35500088
0.18658124
0.2266351
0.26329297
0.32047707
0.27909386
0.18647002
0.26551908
0.28437313
0.22149493
0.22548364
0.29317492
0.2678929
0.30581787
0.27298263
0.22738992
0.30167538
0.30282459
0.26629344
0.27024356
0.15540926
0.18725966
0.15234166
0.1998893
0.17222674
0.13915831
0.17045118
0.17629352
0.17296359
0.17821205
0.26479214
0.17762165
0.20350584
0.25829011
0.21849759
0.34374553
0.20667142
0.22043264
0.21158072
0.30457774
0.32326707
0.29412735
0.25551441
0.31502271
0.24013717
0.23379768
0.28722873
0.19835992
0.212138
0.33443683
0.28741416
0.29815009
0.15727492
0.25952241
0.19717291
0.30084023
0.23749556
0.30194479
0.26312515
0.2035201
0.25568992
0.24235314
0.22146375
0.19383131
0.26719624
0.24332786
0.22316234
0.27196774
0.23725028
0.3054401
0.27733502
0.27986205
0.32226148
0.20762503
0.23836774
0.31474736
0.18586291
0.21807677
0.30336046
0.2127932
0.30336568
0.27123851
0.26500025
0.3323015
0.16344152
0.1785613
0.25939626
0.16289933
0.18493538
0.18180756
0.22162221
0.17993905
0.13853389
0.146476
0.20412362
0.17500965
0.20720543
0.19704516
0.17167492
0.16615742
0.17779355
0.20737849
0.17407404
0.17587264
0.16971481
0.23998101
0.22759955
0.16463251
0.32301408
0.25356472
0.20691091
0.33040652
0.29022136
0.24735887
0.18250218
0.25802499
0.29406393
0.24996747
0.20244394
0.21514465
0.15899989
0.22314216
0.17490056
0.2135182
0.20789422
0.18632187
0.2040505
0.16712603
0.15196317
0.23925206
0.21148945
0.18981071
0.2443921
0.20111674
0.24866049
0.23061551
0.16769245
0.19646424
0.18242911
0.14703463
0.23960501
0.25482681
0.23898309
0.24235035
0.29593191
0.28672606
0.16194327
0.20139441
0.24459587
0.23825268
0.18902865
0.19634898
0.2039759
0.21242473
0.31047142
0.24831447
0.28510037
0.27105692
0.34522706
0.25041464
0.3297503
0.33224469
0.27368903
0.26600587
0.26791734
0.22246864
0.27095354
0.20262164
0.22216363
0.18248914
0.21971811
0.18824162
0.170598
0.20268191
0.24575086
0.25823322
0.23721977
0.26868165
0.22253649
0.1855752
0.24507432
0.21603523
0.24000126
0.18589713
0.18403038
0.1891177
0.19374713
0.22264425
0.18572921
0.18704711
0.18927908
0.1899821
0.22223766
0.23370218
0.27862191
0.22385374
0.29468259
0.24345385
0.19286166
0.1902025
0.21918435
0.21044557
0.20722379
0.23500949
0.25268921
0.18575794
0.17092635
0.21665393
0.1870871
0.17413269
0.22016959
0.19205879
0.24657899
0.19381602
0.16988716
0.19896658
0.1977846
0.16677682
0.15848511
0.1688627
0.16885197
0.15618783
0.11896716
0.20589164
0.18862888
0.1610067
0.16277286
0.17299657
0.17257017
0.19233018
0.16411117
0.19080549
0.18959135
0.15812641
0.19931765
0.16758557
0.1559113
0.15697366
0.21331434
0.1682317
0.1826622
0.18869114
0.20268193
0.16308704
0.1775465
