coll_asian_male_mean
""
""
""
0.68771142
0.50694722
""
0.49079013
""
""
0.098216981
0.39843053
0.4628993
""
0.22216043
0.20295459
""
""
""
""
""
""
0.58799064
""
""
0.65231735
""
""
0.52958888
0.40142158
""
""
""
0.58425283
0.65376812
""
0.22931825
""
""
""
""
0.64444762
""
""
""
""
""
0.42836431
0.40662506
0.40737587
""
""
0.21388848
""
""
""
0.37341815
""
""
""
""
""
0.42682084
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54812533
""
""
""
""
0.4760069
""
""
""
0.39708611
""
""
""
""
0.73039401
""
""
""
""
0.49127927
0.61061156
0.43836549
0.60056877
0.54035515
0.58300936
0.50392324
0.5277828
0.55121791
0.47057214
""
""
0.78667593
""
0.56681937
""
0.40960258
0.50871104
0.70743626
""
""
""
""
""
""
""
""
0.72102284
0.57722723
""
""
""
0.56172144
""
""
""
""
""
""
""
""
""
0.62970692
""
""
""
""
""
0.35582933
""
""
""
""
0.76058775
""
""
0.40954584
0.34034738
""
0.53324133
""
""
""
""
""
0.60710317
""
0.62249309
""
""
""
""
0.61953717
0.59255701
""
0.4516921
""
""
0.53458047
0.44050369
""
""
""
""
0.57082224
""
""
0.63389665
""
""
0.75359952
""
""
""
0.4477191
""
""
""
""
""
0.58904451
""
0.66059512
""
""
""
""
0.54851836
0.64199424
""
""
""
""
""
""
""
0.67195797
""
0.50873363
0.70692396
""
""
""
""
""
""
0.63484335
""
""
""
0.77255088
""
0.44742405
0.53670812
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68555379
""
0.54401755
0.58889151
0.29668984
""
""
""
""
""
0.51909655
""
0.7456786
""
0.53514105
0.56321388
0.47703356
0.64012563
0.60504085
0.74473566
0.7283932
0.58934301
0.69428074
0.43568388
""
""
""
""
""
0.43472832
0.48732027
""
""
0.49526906
""
""
0.59407091
0.68743557
""
0.42956483
0.5963431
""
""
""
""
""
""
""
""
""
""
""
0.44769815
0.38369086
""
""
0.34560591
""
""
""
""
""
""
""
""
""
0.32684264
0.19121607
0.20602529
""
0.34731281
0.44112924
0.27639031
""
0.48770905
""
""
""
""
0.80699927
""
""
0.53160572
""
0.77397728
0.64600992
0.39034796
""
0.66811723
0.48574632
""
""
0.64101815
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40919402
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50294018
""
0.52266955
""
""
0.54297328
""
""
""
""
""
""
0.46007383
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65550846
0.45684862
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62105173
""
""
""
""
""
""
0.50661606
""
""
""
""
0.64254117
""
""
""
""
""
""
0.27385041
""
""
""
0.52385753
""
""
""
0.63302624
""
""
""
""
""
""
""
""
""
""
0.25623444
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54562879
""
0.44220543
""
""
""
""
""
""
""
""
""
""
0.59597749
0.57438445
""
0.75550109
0.64588237
0.53742087
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4552891
0.51761097
0.54215062
""
""
""
""
""
""
""
""
""
""
0.51428896
""
""
""
""
""
0.33176714
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38971427
0.23218599
0.2690495
""
""
""
""
""
0.54256737
""
0.48137835
""
0.44400269
""
""
""
""
""
""
0.49704808
""
""
0.45988226
""
""
""
""
""
""
""
""
0.3989265
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37791878
0.43052948
0.37819982
0.36333102
0.38882902
0.56144172
""
""
""
0.34493032
0.4930667
0.54138106
0.32935634
""
""
0.44220838
0.69286966
0.48476279
0.56631982
""
""
""
""
0.32047492
""
""
0.45345607
""
0.44283226
""
""
0.49192384
""
""
""
""
""
""
""
""
0.45903149
