proginc_hisp_male_mean_se
""
""
""
0.0022280475
-0.0011962432
""
0.013000634
""
""
""
""
8.8086701e-05
""
""
0.00077850034
""
""
""
""
""
-0.0084325382
0.01993235
""
""
0.012702626
""
-0.0045284391
-0.001037947
0.0067113508
""
""
""
0.017291995
-0.0020921368
""
0.02802
""
""
""
""
0.0018652704
""
""
""
""
""
0.0098474808
""
0.0036811209
""
0.032575704
-0.0012113237
""
""
""
0.0054359683
""
""
""
""
""
0.014621878
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.011007844
""
""
""
""
0.0031938255
""
""
-0.0015380402
-0.0032809875
""
""
""
""
""
""
""
""
0.00078778883
0.0054096677
0.0065674051
0.0093182744
0.0015604249
0.004064437
0.0040001832
0.0099913357
0.0037112245
0.0020448014
0.018055718
""
0.02329284
-0.0018326467
""
-2.109241e-06
""
-0.0038778502
0.029567961
-0.0020295503
""
""
""
""
""
""
-0.0021886998
""
-0.0017214428
0.032380592
""
""
""
0.0064009055
""
0.00092776894
""
0.0090325065
""
-0.0020786107
0.018876493
""
""
0.00045177274
""
""
""
""
""
0.031426776
""
""
""
""
0.035228748
""
""
0.017913947
-0.00067560311
""
""
""
""
""
""
-0.0035154368
0.0075875609
""
0.0020555025
""
""
""
0.018062763
0.0050964863
0.013799156
""
0.0164335
""
""
0.018166939
0.0091312304
""
""
""
""
0.020104297
""
""
0.029063107
""
""
-0.0078315679
""
""
0.0018119105
0.010273583
""
""
""
0.023605388
-0.0006460583
0.011594521
0.046860304
0.020650409
0.034104791
0.0054191398
0.0013910306
0.017784525
0.025035851
0.013966923
""
""
0.007449639
""
""
""
""
0.0080104191
""
-7.4734504e-05
0.0083537335
""
""
""
""
""
""
0.020556187
""
""
""
0.00047133892
0.027090227
0.0020398428
""
""
""
""
""
""
""
""
""
""
""
""
0.018023353
""
""
""
0.013624604
""
0.069121316
0.012197889
-0.0099380231
""
""
""
""
""
-0.00094306376
""
0.010498113
""
0.010835838
0.01679801
0.0044040652
0.01229419
0.001754324
0.0057519479
0.0021864683
0.0058698957
-0.00098163344
0.0025453898
""
""
""
""
""
""
""
""
""
0.0033159002
""
""
0.003609672
0.0018036405
""
0.015754437
0.005095771
""
""
""
""
""
""
""
""
""
0.0048735612
""
""
0.014778582
""
""
""
""
""
""
""
""
""
-0.0031006725
""
""
-0.0048644813
-0.0019225167
0.020378949
""
-0.003946411
0.029147755
""
""
0.042202283
""
""
""
0.034129594
0.038768917
""
""
0.015421192
""
0.015405529
0.0062181912
0.0070753507
-0.00025552258
0.0020864937
0.016761199
""
""
0.0097961407
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0077634556
0.035663348
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.041202806
""
""
""
""
""
""
""
-0.0014005698
""
""
""
-0.0074322312
""
""
""
""
0.0021105371
0.032451391
""
""
""
0.0024179076
""
""
0.0022888302
0.0035062896
""
0.0022365695
""
""
0.0091149323
""
""
""
