pos_hours_other_male_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.87462717
""
""
""
""
""
""
""
0.75012863
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84600705
""
""
""
""
0.97371352
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.88724089
""
""
0.86675704
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85077643
""
""
0.97728878
""
""
0.89109182
""
""
0.83587629
""
0.82583058
""
""
0.85735804
""
""
""
0.86552101
""
0.91180414
""
""
0.6476025
""
""
0.88475126
""
""
0.82991815
0.95239836
""
0.83952856
0.8276518
""
0.90279078
0.83739305
0.85642314
0.82025957
""
0.90780973
0.92878604
0.92074096
0.63994974
""
""
""
0.85154676
0.93412656
0.89029294
""
""
""
0.80476487
""
0.90012372
0.86949509
""
0.92835641
""
0.87735796
""
""
""
0.93385988
""
""
""
""
""
""
""
""
""
0.86827248
""
""
""
""
0.85262704
""
""
""
""
""
""
""
""
0.91370708
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.9046793
0.92158866
""
""
0.83914536
0.69018859
""
""
""
0.96146315
""
0.88523209
""
""
""
""
0.74896359
0.83164883
""
""
""
""
""
""
""
""
0.78875953
""
""
""
""
""
""
""
""
""
""
""
""
0.83819437
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86884379
""
""
0.90592098
""
0.95623088
""
0.92259544
""
0.80812001
0.66737223
""
""
""
""
""
0.59102696
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.9354983
""
""
""
""
""
""
""
""
""
""
0.80863208
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86722863
""
""
""
""
""
""
0.87838912
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.87759107
0.89778173
0.95041281
0.82385117
0.79882818
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8672629
""
""
""
""
""
0.88961899
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85255551
""
""
""
0.97010052
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
