married_natam_female_mean_se
0.06563545
0.10025842
""
0.055793021
0.069323406
""
0.035371531
""
""
0.10144169
0.064655326
0.031683195
""
0.10418513
0.071466058
""
0.03472558
0.060673442
""
0.052005481
0.042232107
0.0094058076
0.042105909
0.066467732
0.033931531
0.070436209
0.061190329
0.050998516
0.033150885
""
""
0.096520193
0.038461279
0.051725075
0.046717498
0.048070002
0.097707018
""
""
""
0.041214548
""
""
""
""
""
0.032330975
0.02435893
0.056108408
0.059442248
0.045942415
0.061061949
0.094953813
""
""
0.04995475
""
0.072813667
""
""
""
0.042795993
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042977579
""
""
""
0.11340051
0.038146079
""
""
0.073447853
0.026387379
0.042348616
0.091396339
""
""
0.072940215
""
""
0.09304177
0.072330743
0.030590095
0.05193672
0.051723089
0.028573211
0.036344077
0.055229269
0.049470223
0.037565187
0.057154138
0.035560396
0.11537285
0.07633014
0.078622669
0.07961186
0.054233503
""
0.045904655
0.057147287
0.068522893
""
""
""
0.098136224
""
""
0.10425277
""
0.070968904
0.080920473
""
""
""
0.028477661
""
""
""
0.1186498
""
0.065970451
0.056537099
""
""
0.063138142
0.066393152
""
""
""
""
0.067669526
0.025755614
""
""
0.10626362
0.048802216
0.10257707
""
0.034884732
0.03476917
0.063748166
0.073936865
""
""
""
""
0.077628039
0.026940618
""
0.021637533
0.043633834
0.059736148
0.026651729
0.056200203
0.01844551
0.051598255
0.046782959
0.041563075
0.078205399
0.098480627
0.050534073
0.030309776
0.050778653
0.050538622
0.11691958
0.091454685
0.046855442
""
""
0.042142276
""
""
0.084480762
""
""
0.10206031
0.055111885
""
""
""
0.094218984
""
0.049473055
""
0.049285159
0.064152658
0.10985845
0.091533311
0.096120976
0.063137881
0.041890122
""
0.10369798
0.088839494
""
0.081493631
""
""
0.058259517
0.064997368
0.069167681
0.038443848
""
0.10542746
""
""
0.077120297
""
0.038572676
0.079630002
""
""
0.04857491
0.075161979
0.063291803
0.10051978
""
""
""
""
""
0.10156052
""
""
""
""
0.090636946
0.087279283
""
""
""
0.034419984
""
""
0.023673942
0.080818847
0.049563132
""
0.063594356
0.044353984
""
0.055484541
""
0.090551548
""
0.064180985
0.063910529
0.057231165
0.062919684
0.017611992
0.083742887
0.029825622
0.026656203
0.071921878
0.051767167
""
""
0.054621149
0.055701751
0.06865754
0.050668761
0.063800216
""
0.10667392
0.034641508
""
""
0.028935701
0.044522047
""
0.086080767
0.03069037
""
0.049349882
0.064723417
""
0.054487828
0.035068702
0.047358569
""
""
0.10342974
""
0.050640967
0.014117622
0.078146346
0.034002919
0.059679095
""
""
""
0.050529029
""
""
""
0.10721891
""
0.077998847
0.031505655
0.026796032
0.030735236
0.044557106
0.050624229
0.056998443
""
0.05030217
""
""
""
""
0.078734785
""
""
0.074720629
""
0.069726624
0.052595064
0.024349932
""
0.021749148
0.06920021
0.089665651
""
0.031438824
""
""
""
0.077674039
0.10335532
""
0.10639578
0.10464388
""
""
""
""
0.11341993
""
""
0.084629774
""
""
""
""
0.11474704
""
0.02406309
""
""
""
""
""
""
""
""
""
0.030172678
""
""
""
0.033488445
""
0.027890934
0.051889278
""
""
""
""
""
""
0.045698024
""
0.098181337
""
0.078905575
0.0549597
0.089507051
0.039523885
""
0.031477544
0.025852757
""
0.027477099
0.040994611
0.059172679
0.058131855
0.021025557
""
""
0.041179765
0.039300051
""
0.10628825
""
0.08196272
""
""
""
""
0.074495502
0.081877798
0.056141909
""
0.043228716
0.037921079
""
0.052778263
""
0.094787799
""
""
""
""
""
""
""
0.058324479
""
""
""
0.019774906
0.04209283
0.082995445
""
0.033018824
0.053287052
0.075074881
""
0.025766216
0.088019773
""
""
""
""
0.032123253
0.037414856
0.046070345
""
""
0.032379691
""
""
""
""
""
""
0.033768766
""
""
0.058874927
""
""
""
""
""
""
""
""
""
""
""
""
0.11386922
""
""
0.044629917
0.018806191
""
""
""
""
0.1209329
""
""
""
""
""
""
""
0.060770344
""
0.069092244
0.032003153
0.029937994
""
0.066211522
""
""
0.024275292
""
0.025820781
0.085259087
""
""
""
0.070480518
""
0.040995646
0.080216542
0.022647513
0.10515868
0.066054046
0.015446291
0.011815656
0.020638291
0.034473538
0.0081855375
0.026185026
0.094307698
0.039573923
0.040678572
0.034679331
""
""
""
0.077371068
""
""
0.073753998
0.074105687
""
0.062333748
0.082445793
""
""
""
""
0.11785041
""
""
""
""
""
""
""
""
""
0.039408389
""
0.033951867
""
""
""
0.060913309
""
""
""
""
""
""
0.092490114
0.060579326
""
0.061584268
0.021114457
0.046368252
0.097218163
""
0.10935055
""
""
""
""
""
""
""
""
0.075482406
""
""
0.062925451
""
""
""
""
""
0.070162669
0.119972
0.05576976
0.024446907
0.017911568
0.059265409
0.057575654
0.065941297
0.068461157
0.024253052
0.068079457
""
0.022645812
0.039476905
0.025482556
0.0097209513
0.022440337
0.031834066
0.080787048
0.025547337
0.069496885
0.014463335
0.084611461
""
0.02766089
0.028264372
0.03806334
0.062993526
0.036524493
0.064095758
0.043867741
0.016568387
0.039049141
""
0.021528419
0.030713288
0.030057624
0.036534261
""
""
""
0.036085494
0.031689823
""
""
0.056756731
0.026645195
""
""
0.066313505
0.060461782
0.085861892
""
""
0.031185616
0.045916367
0.080270216
""
0.080683276
""
0.051878721
""
""
""
0.025883123
""
""
""
0.010490688
0.060200732
0.0082236938
0.030529696
0.012989176
0.060827598
""
0.0094890827
0.013637867
0.035293389
0.0078052487
""
0.094045132
0.1142889
0.039082531
0.10210238
""
0.047002729
0.098396704
""
""
""
