staycz_natam_male_p50
""
0.59465748
""
""
""
""
""
0.45195287
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70825446
""
0.60723662
""
""
""
""
""
""
""
""
0.73137176
0.75520349
""
""
0.87157196
""
0.85676396
""
""
0.78280795
""
""
0.57242477
0.7973153
""
0.74397218
0.75545579
""
""
""
""
""
""
0.74861568
""
""
""
""
""
0.99073899
""
""
0.7182377
0.66864979
0.77571893
0.81363904
""
""
0.52081335
0.70659453
""
""
0.73547316
0.81961226
0.58420902
0.54601431
0.70940018
0.64621431
0.75571096
0.69926667
0.63752818
0.74856234
""
0.6768288
0.6171838
""
0.74559307
0.56109375
""
""
0.83783787
0.5453496
0.68749046
0.61179185
0.71539241
0.62948668
""
0.58405644
0.76836562
0.68613935
0.52120525
0.8080712
0.89385176
""
0.56621861
0.57470173
""
""
""
0.71196103
""
""
""
""
""
""
""
""
""
""
""
""
0.7634539
""
""
""
""
""
""
""
""
0.63482875
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41986668
""
""
0.61757785
""
""
""
""
""
0.60332298
""
""
""
""
""
0.65598589
""
""
""
0.65738213
""
0.6225006
0.75861746
""
""
0.75047618
0.62275201
0.60642612
0.75992525
""
0.69503796
0.59532374
0.74471027
0.6761114
0.81232905
0.614461
0.49999461
0.72144777
0.64736068
0.48630169
""
0.63893527
0.73345488
""
""
0.58558214
0.69210041
0.73285919
0.78188896
0.67224866
""
0.73889822
0.74975652
""
0.69390446
0.66245699
0.74753535
0.66774684
0.6303975
0.71859068
0.61429417
0.59151536
0.67053157
0.65592825
""
0.48366964
0.62367427
0.74702281
0.71228909
0.73517662
0.64711589
""
0.66280365
""
0.72419024
0.71801895
0.73048526
0.77534801
""
0.70768392
""
""
""
0.69946998
0.70873833
""
""
""
""
""
""
""
""
0.7475723
""
0.84876865
""
""
0.61048788
""
""
""
""
""
""
""
""
0.73024637
""
""
""
0.53857267
0.54337519
""
""
""
0.66085464
""
""
0.52836078
""
""
""
""
""
""
""
""
0.63125646
""
""
""
""
""
""
""
""
""
""
0.6776585
""
0.52888656
0.7237159
""
""
0.71745735
0.72910911
""
0.62186301
0.83827418
0.50290287
""
0.72203159
0.54948795
""
0.71316707
""
0.57861573
0.67391044
""
""
0.053903267
0.62743026
0.67228276
""
""
""
0.63048989
0.71731514
""
""
""
""
""
""
""
""
""
0.48102504
0.62674034
0.61217266
""
""
""
""
""
0.51449084
0.60719073
0.60922945
""
""
""
0.667772
0.68278426
""
0.66947544
""
""
0.61275506
""
0.67069125
0.54470348
0.53111398
0.46916163
0.70810908
0.60637152
""
""
0.59856361
0.69973344
0.56071812
0.44296214
""
""
""
""
0.6316812
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73027653
""
""
0.49541312
""
""
0.89070714
""
0.68217736
""
""
""
""
""
""
""
""
""
""
0.61056602
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61477405
""
""
""
""
""
""
0.63281226
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65040737
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73843467
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41835567
""
""
0.65778744
""
0.7300508
""
0.9451198
0.75638407
""
""
0.70439327
0.57267916
""
""
""
0.64332771
""
""
""
""
""
""
""
""
""
""
0.85892284
""
""
0.62998039
""
""
""
""
""
""
0.59737509
""
""
""
""
""
""
0.85647595
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65658534
""
""
""
""
""
0.506944
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73127365
""
""
""
0.39663589
""
""
""
""
""
""
0.546157
""
""
""
0.73148519
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85586834
0.52566683
""
0.72297055
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.69307524
""
0.75218672
""
""
0.74385047
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36183923
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59438968
""
""
0.59109855
0.76798844
""
""
0.40100399
""
""
""
""
""
""
""
""
""
""
""
0.69010419
""
""
""
""
""
""
0.43091801
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71588725
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65905178
0.64925557
""
""
""
0.54635167
""
""
""
0.83070743
""
""
""
""
""
""
""
""
""
""
0.65210366
""
""
""
""
""
""
""
""
0.68424487
0.62805498
""
""
0.75541991
""
""
""
""
""
""
0.38121358
""
""
""
""
0.61533201
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.90783823
""
""
0.57978159
""
""
""
0.56537682
""
0.69780153
""
""
""
""
""
""
""
""
""
""
0.69880402
