two_par_asian_pooled_mean
0.98860371
0.80493444
""
""
""
""
""
0.87807918
""
""
""
""
""
""
""
0.91310549
0.5878576
""
""
""
""
""
0.78920573
0.77827972
""
0.81270677
""
0.82601869
""
""
""
""
""
""
0.83791751
0.76946992
0.82876754
""
0.77122611
""
0.88360381
0.95011353
""
""
0.8859359
""
""
1.0011442
0.70815778
""
0.79451311
0.89393908
""
""
""
""
""
0.71869165
0.87296581
""
0.87192428
""
0.89086735
""
""
""
""
0.53571457
0.46164647
0.81893915
""
""
""
""
0.84044111
""
""
0.87647021
0.7749896
0.88255352
0.7517671
""
""
0.81793666
""
""
""
""
""
0.79338551
""
""
""
""
""
""
""
0.86638749
0.78659648
0.81778598
""
""
""
0.80438566
0.67103475
0.8956731
0.83792454
0.71338201
0.89828962
0.77039868
0.87996417
""
""
""
0.72455341
""
""
""
""
""
""
""
""
""
""
""
0.92009974
0.82859153
0.74147475
""
""
""
""
0.88654798
""
""
0.78544837
""
""
""
""
""
0.93428326
""
""
0.86041939
""
""
""
""
""
""
""
0.87594885
""
""
0.80679023
0.79453391
""
""
""
""
""
""
""
""
""
""
0.77282542
""
0.77953744
""
""
0.90855676
0.88053828
""
0.81151038
""
""
""
0.89964384
""
0.69036055
0.8169083
""
0.86013401
0.82222551
""
0.73962951
0.8399452
0.86286718
0.77770436
0.8430087
0.94897372
0.87311804
0.82510018
0.87880492
0.79318935
0.84978515
""
0.79634124
0.86638784
0.8539142
0.92459017
0.79973513
0.7550751
0.79182309
""
0.86575902
0.86779159
""
""
0.83063895
0.82011694
0.81903505
0.81453723
0.87952757
""
0.81599569
0.82088333
0.77995771
0.83032691
0.83608627
0.81945562
0.80714422
0.82893634
0.80813259
0.80906922
0.81381756
0.78547549
0.82170707
""
0.82555646
0.84470296
0.8352713
0.84584647
0.88961613
0.88163143
""
0.81470722
0.72817928
0.85505784
0.8559646
0.90052056
0.76264036
""
0.82933962
""
""
""
0.81116462
0.78601617
""
""
""
""
""
""
""
""
0.69246316
""
0.88273871
""
""
0.81055623
0.78503489
0.86484951
""
""
""
""
""
""
0.84532648
""
""
""
0.89834535
0.85115325
""
""
""
0.75811863
""
""
""
1.0085738
0.69992834
""
""
""
""
""
""
0.80722958
""
""
""
""
""
""
""
""
""
""
0.88649392
""
0.83591837
0.83232033
0.85334802
0.80272967
0.85064745
0.82165074
0.87393928
0.66987818
0.82396793
0.86412799
0.73943466
0.62405938
0.90033597
""
0.74550915
""
0.84327954
0.81395376
""
0.82555401
0.8919884
0.88378596
0.70268559
0.73409653
0.9434278
""
0.81571579
0.82831156
0.8259576
""
0.8835572
""
""
""
""
0.71559161
0.43263564
0.79656774
0.8612411
0.79279643
""
0.88873333
0.73544443
""
""
0.82795697
0.79304355
0.80626673
""
""
""
0.81860793
0.79977065
0.79215932
0.78195232
0.72162938
0.6992327
0.84452581
0.87887001
0.81339335
0.79603487
0.82258856
0.80165392
0.76878291
0.84411526
0.79613549
0.82288283
0.7804895
0.87848842
0.82199275
0.85944283
0.78956491
""
""
""
0.82511616
""
0.75611758
""
""
""
""
""
0.88697022
""
0.72178036
0.69883078
""
""
0.82464296
""
""
""
0.72740453
0.6370762
""
""
""
0.87973213
""
0.82809192
0.77805698
""
0.80614954
0.88686985
""
0.85249907
0.81283826
""
0.71821445
""
0.84063166
""
0.88605487
0.95331007
""
0.83920044
""
0.71820807
""
""
""
0.77034336
""
""
0.82480454
0.82421839
""
""
0.66331118
""
""
""
""
0.87332314
0.80312932
0.88871437
""
0.83637977
""
""
0.86632925
0.80361092
""
""
0.79952669
0.63326234
0.60307658
""
""
""
0.90030581
""
0.89382321
0.80310726
""
0.67929405
""
""
""
""
""
""
""
""
0.91697288
0.83265579
0.88379365
""
""
0.85507393
""
""
""
""
""
""
""
""
""
""
""
""
""
0.81663162
0.76608872
0.70692724
""
0.80385816
""
""
""
""
""
""
""
""
""
""
0.87052596
0.80513519
""
""
""
0.8176738
""
""
0.93187857
""
""
""
""
""
""
0.67707133
0.67764068
0.88315684
""
""
0.69596189
""
""
""
0.71407646
0.60057169
0.77266884
0.87247097
""
""
""
""
""
""
0.83910418
""
""
""
""
0.84546065
0.83848757
0.82059848
0.82700402
0.80282003
""
0.84589624
""
""
0.82249236
""
""
""
0.88607472
""
""
""
0.85570252
""
""
""
""
""
0.90247738
""
""
""
""
""
""
""
0.81241298
0.7826972
""
""
""
0.87374914
""
0.79417622
""
""
0.94292778
""
""
""
0.7531653
""
""
0.77964097
""
""
0.90578765
""
0.90067935
""
""
""
0.83880693
0.926673
""
""
""
0.83223933
0.84257114
""
""
0.78940231
""
""
0.89180106
""
""
0.98350978
""
""
""
0.78920913
""
""
0.94973153
""
""
""
""
0.63921136
""
0.8991099
""
0.98874658
""
""
""
0.86297208
0.93338889
0.81192952
0.81381869
0.87940127
0.89298683
""
0.95091331
0.8947019
0.90715331
0.85009664
0.86808652
0.89321893
0.83964181
0.91816169
0.86615735
0.88012803
""
""
""
""
""
""
