grad_black_female_n
38.0
23.0
""
64.0
""
""
20.0
62.0
27.0
""
23.0
""
""
78.0
21.0
21.0
""
""
21.0
""
""
88.0
151.0
27.0
""
""
29.0
""
47.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
454.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
37.0
""
""
""
621.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
533.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
164.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
313.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
94.0
104.0
204.0
253.0
""
79.0
782.0
72.0
176.0
""
187.0
190.0
145.0
40.0
48.0
143.0
27.0
69.0
""
272.0
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
963.0
28.0
""
""
""
""
""
""
""
""
""
66.0
245.0
""
""
""
""
""
""
""
""
2162.0
""
""
""
255.0
""
388.0
467.0
34.0
33.0
131.0
""
55.0
""
""
""
""
1191.0
""
105.0
85.0
""
""
""
""
""
""
""
259.0
""
""
""
""
""
""
""
287.0
""
""
65.0
""
""
26.0
""
""
34.0
38.0
29.0
24.0
28.0
""
40.0
""
""
""
21.0
22.0
24.0
""
""
""
44.0
43.0
59.0
327.0
""
""
50.0
""
31.0
186.0
104.0
182.0
30.0
83.0
""
""
39.0
21.0
331.0
82.0
69.0
""
""
67.0
37.0
""
43.0
""
54.0
""
35.0
71.0
""
""
""
""
23.0
506.0
""
""
""
78.0
73.0
26.0
79.0
40.0
""
43.0
""
""
20.0
111.0
""
22.0
37.0
83.0
38.0
53.0
""
50.0
40.0
""
""
""
""
""
""
51.0
47.0
285.0
22.0
""
""
113.0
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
61.0
""
""
53.0
""
""
""
""
""
965.0
""
""
""
20.0
""
""
508.0
""
""
""
26.0
""
500.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
216.0
""
112.0
""
""
""
""
""
""
281.0
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
92.0
198.0
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
313.0
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
296.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
105.0
""
""
""
""
""
""
""
""
""
""
""
391.0
""
34.0
""
41.0
""
""
62.0
""
21.0
""
""
""
68.0
""
""
""
""
""
""
108.0
215.0
""
36.0
""
""
""
""
""
""
""
""
""
""
48.0
""
""
30.0
""
""
""
""
""
27.0
148.0
""
21.0
""
""
1266.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
38.0
""
""
""
82.0
""
""
97.0
""
74.0
21.0
26.0
62.0
101.0
23.0
308.0
26.0
48.0
48.0
52.0
34.0
69.0
46.0
81.0
26.0
36.0
163.0
61.0
214.0
59.0
23.0
72.0
28.0
37.0
45.0
38.0
42.0
87.0
""
67.0
40.0
28.0
""
145.0
""
402.0
28.0
145.0
130.0
44.0
79.0
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
368.0
""
""
""
""
34.0
""
""
26.0
""
""
""
""
""
157.0
""
34.0
""
""
29.0
""
""
""
""
""
""
""
""
82.0
""
24.0
""
""
""
""
""
""
""
117.0
""
""
32.0
""
""
86.0
""
""
""
""
""
""
""
""
""
""
21.0
53.0
""
""
""
1106.0
""
""
""
29.0
33.0
""
""
""
""
""
""
""
""
""
31.0
""
23.0
""
27.0
""
""
""
""
""
""
""
""
""
""
156.0
260.0
""
""
""
69.0
47.0
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
78.0
""
""
""
""
""
""
53.0
""
""
""
""
""
""
1153.0
""
""
""
81.0
""
""
""
""
""
""
""
""
28.0
78.0
""
""
""
""
""
""
""
244.0
""
""
""
""
91.0
""
""
""
""
""
""
24.0
55.0
""
""
""
""
""
""
""
""
1405.0
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
215.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
97.0
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
25.0
""
""
""
34.0
""
""
""
31.0
""
""
29.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
491.0
30.0
""
""
""
""
""
181.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
51.0
""
""
""
""
""
28.0
""
""
25.0
""
""
24.0
""
147.0
""
""
""
""
""
""
""
290.0
""
""
""
""
""
""
""
""
""
""
22.0
38.0
21.0
170.0
22.0
""
26.0
26.0
""
""
""
""
""
32.0
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
46.0
""
""
40.0
197.0
""
""
""
""
""
""
""
""
""
""
20.0
37.0
35.0
""
""
""
""
""
""
""
""
36.0
87.0
""
""
24.0
218.0
""
""
63.0
""
""
""
""
""
""
183.0
""
21.0
""
54.0
""
""
""
220.0
365.0
""
81.0
""
201.0
""
286.0
46.0
""
""
104.0
280.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
211.0
""
""
""
""
""
""
""
""
""
142.0
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
714.0
""
""
""
""
""
""
""
""
""
""
51.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
