lpov_nbh_natam_pooled_n
26.0
185.0
""
""
204.0
""
185.0
""
46.0
170.0
""
""
39.0
72.0
""
""
""
114.0
""
20.0
""
""
""
""
""
""
""
""
32.0
""
""
94.0
""
""
""
""
""
30.0
103.0
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
609.0
""
""
""
""
""
115.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
20.0
""
""
104.0
23.0
""
""
""
""
""
34.0
""
31.0
""
61.0
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
42.0
72.0
""
38.0
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
89.0
""
54.0
""
""
94.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
58.0
""
""
""
""
""
""
""
""
34.0
""
""
27.0
""
27.0
""
""
""
""
""
""
26.0
""
""
""
94.0
25.0
""
28.0
161.0
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
88.0
""
""
""
""
""
""
""
34.0
""
""
36.0
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
93.0
39.0
""
""
""
45.0
""
""
20.0
98.0
""
""
""
""
""
""
""
""
""
""
183.0
""
""
24.0
""
""
""
""
""
104.0
73.0
""
""
79.0
""
""
""
""
""
""
93.0
39.0
""
""
""
196.0
""
""
""
""
35.0
25.0
23.0
22.0
""
""
""
""
""
""
""
""
26.0
""
""
79.0
""
""
182.0
""
""
""
52.0
""
39.0
""
""
""
""
""
""
""
""
25.0
""
151.0
""
""
""
22.0
""
""
""
""
""
""
""
20.0
""
""
33.0
""
""
47.0
""
""
""
20.0
""
474.0
21.0
191.0
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
117.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
123.0
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
24.0
""
35.0
28.0
""
46.0
101.0
83.0
""
""
""
""
""
""
90.0
""
""
""
""
""
24.0
""
""
238.0
""
69.0
201.0
""
""
41.0
""
""
25.0
90.0
41.0
33.0
""
97.0
""
""
101.0
33.0
""
""
""
24.0
""
""
76.0
104.0
28.0
""
567.0
""
""
65.0
""
""
""
""
""
""
32.0
72.0
72.0
""
""
42.0
""
""
""
97.0
""
""
""
""
66.0
49.0
""
159.0
200.0
""
""
20.0
22.0
98.0
""
49.0
""
56.0
51.0
""
185.0
252.0
""
20.0
""
""
22.0
23.0
""
216.0
93.0
""
74.0
""
69.0
""
42.0
""
113.0
""
71.0
90.0
96.0
123.0
""
21.0
65.0
""
23.0
23.0
98.0
25.0
46.0
34.0
54.0
""
51.0
30.0
42.0
78.0
521.0
20.0
39.0
""
78.0
""
51.0
105.0
195.0
""
""
85.0
26.0
""
22.0
""
149.0
23.0
21.0
""
167.0
56.0
84.0
""
238.0
""
""
48.0
51.0
46.0
52.0
41.0
178.0
199.0
39.0
120.0
""
""
46.0
53.0
""
60.0
35.0
""
106.0
28.0
307.0
26.0
""
""
""
""
""
70.0
""
""
66.0
79.0
26.0
23.0
63.0
40.0
42.0
64.0
97.0
566.0
""
25.0
238.0
160.0
424.0
""
""
""
""
170.0
39.0
174.0
23.0
21.0
73.0
50.0
""
""
44.0
174.0
""
""
""
""
""
55.0
""
1051.0
""
37.0
21.0
134.0
""
""
""
""
29.0
""
""
""
""
""
""
""
104.0
""
""
""
113.0
""
""
""
""
""
""
30.0
40.0
""
67.0
""
40.0
""
366.0
""
31.0
""
""
""
20.0
394.0
102.0
28.0
""
41.0
""
""
""
""
""
""
""
""
91.0
""
""
""
33.0
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
24.0
80.0
35.0
""
""
""
""
62.0
""
""
""
32.0
28.0
""
""
""
""
99.0
""
""
""
""
""
""
""
""
""
401.0
70.0
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
21.0
""
""
""
""
44.0
34.0
""
""
""
""
""
""
""
56.0
""
""
40.0
""
119.0
""
26.0
""
""
""
""
""
""
""
""
""
25.0
""
""
173.0
""
""
""
""
""
""
21.0
""
298.0
173.0
55.0
28.0
""
""
""
32.0
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
144.0
""
""
""
""
""
""
26.0
27.0
""
53.0
20.0
33.0
""
""
""
""
""
""
93.0
""
""
""
200.0
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
21.0
""
""
75.0
""
331.0
120.0
""
""
""
315.0
""
""
""
""
""
""
""
81.0
86.0
""
343.0
""
""
236.0
""
""
355.0
97.0
""
21.0
""
""
""
""
213.0
""
""
""
""
48.0
""
""
""
30.0
""
187.0
127.0
20.0
""
52.0
""
""
""
""
""
34.0
""
""
469.0
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
73.0
37.0
""
""
""
26.0
259.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
184.0
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
75.0
""
54.0
""
36.0
""
""
""
""
""
147.0
""
""
""
""
""
""
129.0
736.0
49.0
191.0
""
""
35.0
25.0
""
82.0
33.0
29.0
""
""
456.0
20.0
134.0
""
""
""
""
25.0
75.0
31.0
47.0
""
""
34.0
60.0
66.0
67.0
""
55.0
94.0
33.0
47.0
""
39.0
78.0
51.0
39.0
39.0
58.0
""
22.0
""
54.0
""
1769.0
""
39.0
563.0
""
28.0
""
116.0
40.0
""
""
""
""
43.0
""
""
""
1960.0
""
240.0
""
262.0
""
855.0
4454.0
23.0
179.0
""
99.0
45.0
""
""
136.0
36.0
""
232.0
26.0
175.0
25.0
47.0
26.0
""
22.0
""
""
""
23.0
388.0
""
109.0
""
54.0
""
""
""
57.0
272.0
""
""
29.0
134.0
""
104.0
144.0
181.0
32.0
247.0
""
65.0
""
39.0
""
""
328.0
23.0
32.0
37.0
67.0
29.0
24.0
""
""
""
""
192.0
""
""
""
23.0
""
""
25.0
81.0
""
""
44.0
""
""
""
""
""
""
""
53.0
37.0
58.0
25.0
28.0
""
""
28.0
""
37.0
""
""
""
""
25.0
130.0
37.0
464.0
""
""
48.0
""
""
57.0
""
82.0
23.0
54.0
""
26.0
""
""
179.0
131.0
85.0
""
""
""
316.0
""
""
192.0
49.0
""
26.0
""
21.0
""
""
""
""
216.0
""
""
34.0
32.0
43.0
""
72.0
24.0
""
""
""
""
""
29.0
""
63.0
83.0
3093.0
35.0
30.0
""
95.0
305.0
""
""
""
159.0
""
""
56.0
""
154.0
68.0
""
""
38.0
""
""
""
""
""
""
210.0
""
""
""
""
258.0
146.0
""
""
""
23.0
""
""
""
""
184.0
""
""
""
""
""
""
""
""
51.0
36.0
""
89.0
62.0
""
""
""
""
75.0
""
""
44.0
496.0
""
""
88.0
""
27.0
""
27.0
""
""
""
119.0
""
66.0
""
""
""
""
""
""
""
""
81.0
""
""
37.0
37.0
""
""
""
""
181.0
""
""
26.0
20.0
30.0
""
237.0
""
""
""
35.0
""
125.0
""
""
""
""
""
""
""
""
""
""
""
24.0
""
45.0
""
57.0
104.0
""
33.0
""
26.0
""
""
21.0
""
90.0
""
""
""
""
""
""
""
""
""
25.0
""
""
25.0
20.0
""
32.0
""
""
78.0
91.0
25.0
""
""
""
""
28.0
""
""
""
39.0
""
713.0
""
134.0
""
62.0
94.0
367.0
463.0
578.0
405.0
1306.0
226.0
""
1157.0
88.0
556.0
51.0
301.0
675.0
166.0
693.0
""
""
167.0
164.0
250.0
""
""
""
""
151.0
213.0
48.0
40.0
109.0
449.0
55.0
47.0
205.0
494.0
172.0
131.0
41.0
183.0
379.0
313.0
20.0
84.0
705.0
154.0
1124.0
74.0
188.0
210.0
2651.0
554.0
664.0
533.0
200.0
330.0
458.0
553.0
873.0
133.0
""
1070.0
433.0
618.0
243.0
""
22.0
3754.0
766.0
510.0
30.0
""
53.0
""
75.0
259.0
46.0
79.0
132.0
22.0
37.0
124.0
137.0
""
""
""
""
182.0
116.0
85.0
164.0
23.0
306.0
109.0
105.0
29.0
315.0
""
555.0
135.0
""
31.0
174.0
24.0
""
79.0
287.0
""
97.0
""
110.0
""
21.0
""
38.0
""
""
61.0
20.0
""
""
""
""
42.0
""
""
""
""
""
35.0
34.0
47.0
""
35.0
""
""
""
""
""
""
""
""
""
""
49.0
""
20.0
45.0
21.0
""
""
""
""
""
63.0
""
38.0
""
""
201.0
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
60.0
""
39.0
22.0
159.0
92.0
""
37.0
""
39.0
""
""
""
86.0
""
87.0
""
""
""
""
22.0
""
57.0
87.0
""
""
31.0
""
82.0
""
""
87.0
""
21.0
""
""
""
80.0
""
""
131.0
""
""
27.0
20.0
78.0
""
41.0
40.0
""
""
140.0
""
20.0
45.0
""
28.0
144.0
39.0
67.0
""
""
126.0
""
58.0
66.0
92.0
""
52.0
28.0
""
137.0
""
""
47.0
""
""
""
""
""
""
""
""
162.0
""
""
32.0
""
""
""
""
38.0
""
67.0
""
""
20.0
68.0
20.0
""
300.0
101.0
215.0
772.0
""
""
225.0
""
""
""
""
217.0
51.0
""
""
91.0
37.0
53.0
26.0
""
""
""
28.0
23.0
""
""
""
""
""
""
""
""
""
""
""
""
156.0
""
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
""
""
""
77.0
""
""
""
""
22.0
""
""
""
""
""
""
""
22.0
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
21.0
191.0
""
""
35.0
51.0
""
""
""
""
""
""
20.0
""
""
""
31.0
34.0
""
""
22.0
""
""
""
""
""
""
""
25.0
""
""
123.0
367.0
""
""
""
56.0
117.0
30.0
""
""
""
20.0
""
""
""
""
""
43.0
""
""
""
""
""
20.0
""
""
""
""
""
261.0
""
""
39.0
""
""
35.0
43.0
""
""
""
""
""
""
961.0
""
""
""
284.0
""
""
""
""
""
""
61.0
""
68.0
228.0
""
""
32.0
""
""
""
""
100.0
""
""
""
""
108.0
""
""
""
""
""
28.0
181.0
47.0
""
44.0
20.0
""
""
""
""
23.0
865.0
32.0
""
""
40.0
""
35.0
48.0
""
""
31.0
""
""
21.0
""
42.0
29.0
""
""
""
""
""
89.0
""
""
83.0
""
""
44.0
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
26.0
""
""
""
""
""
89.0
""
""
64.0
""
""
""
""
""
""
""
""
""
66.0
""
""
""
20.0
155.0
""
""
""
""
20.0
""
""
111.0
""
""
50.0
23.0
""
63.0
""
""
78.0
77.0
""
""
74.0
""
""
""
""
""
""
""
28.0
""
""
""
""
""
33.0
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
702.0
73.0
""
""
""
""
48.0
205.0
""
""
24.0
""
""
21.0
28.0
24.0
""
""
""
""
""
""
""
114.0
""
""
105.0
""
""
37.0
""
""
""
""
""
""
41.0
73.0
26.0
""
156.0
30.0
""
""
24.0
78.0
""
""
""
""
""
""
766.0
223.0
""
37.0
""
39.0
96.0
246.0
""
143.0
""
154.0
""
""
""
30.0
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
30.0
""
92.0
""
""
""
""
""
""
""
214.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
79.0
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
115.0
""
""
""
""
""
""
""
""
""
""
""
35.0
54.0
""
""
""
""
""
""
""
""
36.0
26.0
""
""
""
81.0
""
""
""
""
""
""
""
""
""
63.0
""
""
""
21.0
""
""
""
73.0
94.0
""
""
""
51.0
""
37.0
""
""
""
26.0
194.0
""
""
""
""
38.0
113.0
78.0
192.0
299.0
""
159.0
37.0
49.0
25.0
""
52.0
170.0
48.0
52.0
1152.0
312.0
24.0
21.0
85.0
""
130.0
151.0
28.0
""
827.0
""
158.0
""
689.0
470.0
114.0
295.0
""
42.0
392.0
""
646.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
99.0
33.0
111.0
528.0
""
52.0
32.0
28.0
25.0
""
""
123.0
28.0
24.0
91.0
23.0
66.0
""
38.0
62.0
""
""
""
""
""
65.0
29.0
""
65.0
""
51.0
""
27.0
""
29.0
72.0
31.0
""
224.0
596.0
54.0
57.0
35.0
293.0
30.0
""
""
32.0
28.0
""
67.0
""
42.0
""
28.0
50.0
207.0
231.0
34.0
""
""
""
45.0
""
""
34.0
90.0
28.0
""
84.0
71.0
20.0
""
51.0
""
""
""
267.0
""
""
""
75.0
""
61.0
""
""
""
23.0
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
