hours_wk_hisp_male_p75_se
""
""
""
5.1399083
4.3983679
""
3.98612
""
""
""
""
2.5648506
""
""
5.1024327
""
""
""
""
""
5.8091931
3.5373223
""
""
2.4110496
""
6.4221768
4.8126693
2.2753689
""
""
""
2.1335785
3.1392086
""
3.6209452
""
""
""
""
6.8879323
""
""
""
""
""
1.1817596
""
4.7289896
""
6.0499935
5.3611784
""
""
""
4.6283178
""
""
""
""
""
4.6220231
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.3156354
""
""
""
""
4.1260796
""
""
3.9318366
3.8080027
""
""
""
""
""
""
""
""
5.1439309
1.0695119
2.5546806
2.9111409
0.48512694
1.2216679
2.2118475
2.3287244
1.1204693
3.0707371
2.2838454
""
4.5413065
4.8443804
""
2.5210156
""
3.7441363
3.0061555
3.9925318
""
""
""
""
""
""
6.7097554
""
4.2812738
4.2517152
""
""
""
1.1607013
""
4.0864606
""
4.8788157
""
5.1384554
4.0877829
""
""
2.8408129
""
""
""
""
""
3.1636009
""
""
""
""
3.0821793
""
""
2.7151759
4.9041438
""
""
""
""
""
""
4.3315949
1.7713296
""
0.86206418
""
""
""
3.6634934
0.95351869
2.8139479
""
2.2494628
""
""
1.9347841
1.6927997
""
""
""
""
2.7225466
""
""
2.2726283
""
""
3.0586507
""
""
3.6222079
2.9695885
""
""
""
2.4734976
5.4190927
1.9948729
3.8757343
2.6635506
3.4640841
5.518106
6.3604965
5.5185866
3.7038867
2.395294
""
""
3.166647
""
""
""
""
1.3958846
""
2.6383646
1.6292893
""
""
""
""
""
""
3.0413957
""
""
""
2.4456565
5.114975
4.7472343
""
""
""
""
""
""
""
""
""
""
""
""
4.0562654
""
""
""
3.2555461
""
5.3205781
1.6020534
5.9648557
""
""
""
""
""
2.145674
""
2.6648822
""
2.5943351
2.2312384
2.5943105
1.6370492
0.4570109
1.4490161
0.51388168
0.97015804
2.5306711
3.6585755
""
""
""
""
""
""
""
""
""
2.2182729
""
""
1.1143349
2.9388354
""
2.9900012
1.0761762
""
""
""
""
""
""
""
""
""
5.765069
""
""
1.5082343
""
""
""
""
""
""
""
""
""
5.0201187
""
""
5.4274268
3.4775119
3.9705241
""
4.0203896
4.3018923
""
""
3.4262719
""
""
""
4.5598917
5.1198864
""
""
2.9242599
""
2.8773456
2.2640758
1.3857538
7.5564766
0.44143504
2.0396733
""
""
1.9460346
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.768218
5.5732894
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.4382071
""
""
""
""
""
""
""
3.3012404
""
""
""
5.5019546
""
""
""
""
4.8574147
3.5556977
""
""
""
9.0718117
""
""
8.391552
4.8529544
""
4.6161075
""
""
1.6322184
""
""
""
""
""
""
1.5830563
""
""
1.623749
4.4533229
""
""
""
""
""
""
""
""
""
6.2100658
""
""
""
""
1.6744744
0.77084106
""
""
8.3901787
""
""
""
""
""
""
""
""
""
""
""
3.3204362
2.7785928
1.6868147
3.8693814
""
""
""
6.9911184
""
1.1981755
4.9112778
""
""
""
""
""
4.4276085
""
5.011569
""
""
5.2030916
""
5.9076633
""
2.1141231
""
""
""
0.61205429
2.9207342
""
3.1889534
""
1.9787999
""
2.7926176
2.2481768
3.5635064
6.7588019
2.5912175
5.8626881
""
""
""
6.1520915
3.9562852
""
""
6.0374198
8.421876
8.4822178
6.4834485
2.0869386
5.3185596
10.76455
0.97346777
""
0.74486154
4.7954578
7.1292491
""
2.137645
3.2557485
5.5603442
6.2682629
6.4080434
7.5221038
1.1957648
0.75962377
1.224377
2.8576062
1.7542298
0.53780419
2.1610739
5.7773762
""
2.3389368
9.2899809
""
5.9175105
3.5521066
4.6096716
5.1802616
8.9386463
6.6615028
2.7272496
""
""
3.0703022
""
""
""
6.2828727
9.0106115
2.9946175
8.1244879
1.7123258
0.9081651
0.69668496
4.3132229
4.122097
5.1227441
6.6149545
5.7099366
8.1347847
""
5.2313418
""
""
1.6900214
""
5.4201875
""
""
""
2.5249803
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.2550201
""
""
""
""
""
""
""
""
""
""
""
""
""
1.5805478
""
4.0017505
3.7407553
1.61497
""
""
4.4478917
0.80850369
""
0.65076286
3.0456619
0.93635786
4.5817046
""
1.6501604
2.6355803
""
3.1789522
5.9307995
5.8494449
9.8540592
2.9487436
6.3646359
""
""
""
""
""
""
1.9812481
1.2874695
3.296526
3.868768
""
""
""
""
""
3.16433
3.943682
""
""
4.135591
""
4.8135123
""
""
1.3769011
1.3369265
0.84123206
2.2198656
0.68725353
0.62946838
""
""
""
2.0748024
1.8368114
0.53206426
1.3127644
""
""
0.81924254
1.5183094
1.664524
0.2387851
""
""
5.2345734
6.5056953
1.8283936
""
5.0292811
1.6165595
6.1071787
2.278537
""
2.903908
2.1360624
""
""
5.3413301
""
""
""
4.9681039
""
0.99571723
