kir_hisp_pooled_mean_se
""
""
""
0.056847259
0.050231617
""
""
""
0.06220825
""
""
""
""
""
""
""
""
""
""
""
0.065703049
0.045810204
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038442135
0.037095003
0.033780426
0.037963144
""
0.046413478
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029982759
""
""
0.051543538
0.057834417
""
""
""
""
""
""
0.040210761
0.039647434
""
""
""
0.064669564
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050197773
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044870596
0.042050194
0.024321754
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021750338
""
""
""
""
""
""
0.053809196
0.046847731
0.051153179
0.031756457
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.069647744
""
""
""
0.044356778
""
""
""
""
""
0.033501543
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04179975
""
0.041860364
0.054292012
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.052793015
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059942897
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.026922157
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050890345
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036482681
""
""
0.044079624
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050175391
""
""
""
""
""
""
""
""
""
""
""
""
0.043889232
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04825962
""
""
""
""
""
""
""
""
""
0.048141658
0.051004425
""
""
""
""
""
0.076988928
""
0.054709051
""
""
""
0.052982561
""
""
""
""
""
""
""
""
""
""
""
""
0.049596768
""
""
""
