kfr_24_natam_pooled_p75_se
""
0.054021332
""
""
""
""
""
0.07169538
""
""
""
""
""
""
""
0.077367932
0.095761254
""
""
""
""
0.0994379
0.11936748
""
0.072609678
0.08157599
0.054581121
""
""
""
0.1289735
""
""
""
0.090569146
0.045052629
0.044026799
""
0.079291113
0.024768639
0.10200541
0.069340274
""
""
0.025250193
""
""
0.082281113
0.038775772
""
0.064068995
0.055603582
""
""
""
""
""
""
0.062930867
""
""
""
0.067525834
""
0.068562105
""
""
0.066458419
0.070594102
0.012479154
0.032473769
""
""
0.062840216
0.022466755
""
0.088225283
0.031768963
0.037883013
0.041869555
0.042668674
0.041788209
0.083673365
0.040790591
0.032516245
0.027097397
0.034400709
""
0.057571314
0.045047846
""
0.076267049
0.082913294
0.11152861
""
0.038177893
0.012868296
0.063173905
0.012165515
0.030622877
0.03560064
""
0.045956787
0.0078839324
0.040637653
0.012255891
0.014318121
0.026568227
""
0.040450398
0.050293896
""
""
0.1273797
0.02864611
0.12145577
""
""
0.11010016
""
""
""
""
""
""
""
""
0.047463156
""
""
""
""
""
0.088457108
""
""
0.10232174
""
""
""
""
""
""
""
""
0.11029916
0.10973777
""
""
""
""
""
0.13407357
0.091491267
""
""
0.11538918
0.11704365
""
""
""
""
""
""
""
""
""
0.10863508
0.067556724
""
0.042271413
""
""
0.065172151
0.1381274
""
0.036576334
0.12228385
""
""
""
""
0.0398647
0.085708477
""
""
0.023316134
0.16059864
0.071013287
0.03987889
0.1016241
0.09856566
0.025785968
0.048959456
0.044440471
0.024492009
0.093694568
0.025799962
0.067946672
0.050623979
0.022378525
0.055851635
0.062958568
0.073146932
0.011668318
0.052483063
0.059657376
0.086873874
0.042324711
0.044818785
0.098358423
""
0.040568832
0.053104088
0.067071743
0.017305868
0.035984825
""
0.017291317
0.018758407
0.085857324
0.01935968
0.014115335
0.040790971
0.028413031
0.047093697
0.038989976
0.039056323
0.019597672
0.053732291
0.030632067
""
0.064198397
0.029150518
0.030657394
0.027819788
0.062553249
0.05001786
""
0.032655958
0.075670265
0.027103053
0.045314573
0.055877309
0.027869023
""
0.025607003
