comcoll_asian_female_p50
""
""
""
0.88603145
""
""
0.52853161
""
""
0.71284473
""
0.53274453
""
""
0.39456925
""
""
""
""
""
0.69551325
0.72114229
""
""
0.7759434
""
""
0.62298459
0.70721185
""
""
""
0.66357285
0.64498508
""
0.52508372
""
""
""
""
0.79613626
""
""
""
""
""
0.6833083
0.62252116
0.68307239
""
0.61664891
0.31349471
""
""
""
0.55367517
""
""
""
""
""
0.76453269
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6227417
""
""
""
""
0.58214104
""
""
""
0.80297208
""
""
""
""
0.77170014
""
""
""
""
0.59544879
0.64202964
0.49572417
0.68974376
0.70294487
0.59388345
0.67646754
0.74423653
0.6091556
0.55930042
""
""
0.77905518
""
0.72755885
""
0.67400837
0.58618337
0.59504694
""
""
""
""
""
""
""
""
""
0.5821017
""
""
""
0.6938535
""
""
""
0.68794024
""
""
0.60786146
""
""
0.67658317
0.53020144
""
""
""
""
""
""
""
""
""
0.7190367
""
""
0.56802553
0.66760826
""
0.45969644
""
""
""
""
0.78808951
0.70213312
""
0.73284572
""
""
""
""
0.64114934
0.67412835
""
0.56902051
""
""
0.69281572
0.53627735
""
""
""
""
0.46897832
""
""
0.73647475
""
""
0.85777992
""
""
""
0.65474689
""
""
""
""
""
0.62518102
""
0.44493937
""
""
""
""
0.49926114
0.65343344
""
""
0.82116467
""
""
""
""
0.59357637
0.61787695
""
0.72473735
""
""
""
""
""
""
0.64400065
""
""
""
0.76468521
0.63104922
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68871295
""
""
""
0.60728765
""
0.80179423
0.68387491
0.51330465
""
""
""
""
""
0.67792588
""
0.69661248
""
0.68030918
0.65858471
0.60840309
0.73805237
0.77809012
0.75448716
0.80919665
0.73302883
0.7274074
0.68664235
""
""
""
""
""
0.44487631
0.65135056
""
""
0.56646585
""
""
0.7216059
0.64008975
""
0.60619998
0.66593307
""
""
""
""
""
""
""
""
""
""
""
""
0.57712615
""
""
0.47959393
""
""
""
""
0.44471252
""
""
""
""
0.5618301
0.46838152
0.56534189
""
0.47606784
0.64060724
0.54489547
""
0.53206456
""
""
""
""
0.69322854
""
""
0.55572575
""
0.55149984
0.3585245
0.55041713
""
0.76089776
0.50475329
""
""
0.69048697
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53991359
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42523679
""
""
0.56516629
""
""
""
""
""
""
0.50269949
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61409038
0.55950296
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51746392
""
""
""
""
""
""
0.5729841
""
""
""
""
0.73475695
""
0.74960786
""
""
""
""
0.63601786
""
0.64229083
""
0.62733853
""
""
""
0.79016477
""
""
""
""
""
""
""
""
""
""
0.60912067
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80229712
""
0.70522553
""
""
""
""
""
""
""
""
""
""
0.69569671
0.6500783
""
0.69462556
0.7427178
0.63540792
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55766183
0.62917608
0.7284137
""
""
""
""
0.67380339
""
""
""
""
""
0.65838921
""
""
""
""
""
0.53854901
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5906654
0.47851145
0.47976491
""
""
""
""
""
0.60851985
""
0.67188442
""
0.51606494
""
""
""
""
""
""
0.46378121
""
""
0.33137327
""
""
""
""
""
""
""
0.36677778
0.6080752
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61027688
0.60568839
0.62622434
0.72280568
0.62137675
0.74399602
""
""
""
0.52626038
0.6344983
0.72048289
0.52434534
""
""
0.64806682
0.49749109
0.63351494
0.7446745
""
""
""
""
0.49422434
""
0.65315259
0.60347503
""
0.5982064
""
""
0.3260687
""
""
""
""
""
""
""
""
0.6663959
