kir_native_other_male_p50
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54886478
""
0.53578711
""
""
""
""
""
""
""
0.54767019
""
""
""
0.56200671
""
0.4881421
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51864904
""
""
""
""
0.58888805
""
""
0.56254578
0.5718205
""
""
""
""
0.36239281
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50850022
0.38940975
""
""
""
""
0.50320697
0.60156548
0.47988528
0.54708791
0.5213846
""
0.58457601
""
""
""
""
0.46334058
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5590471
""
""
""
""
""
0.33927006
""
""
""
""
""
0.48215815
""
""
""
0.51016074
""
""
0.50688523
""
""
0.52003843
""
0.48433813
0.51702511
""
0.43699178
""
""
0.49565524
0.407473
""
""
0.51312727
0.40076986
0.58684641
""
0.55492043
0.47818166
""
""
0.54244
0.45778576
0.53322166
0.51768857
0.59818274
""
0.50522465
0.49501741
""
0.52662307
0.51530766
0.56086373
0.52682781
0.58707154
0.52622348
0.54515743
0.57589257
0.49927101
0.44426757
""
0.49490845
0.52923971
0.54972231
0.49628901
0.56784534
0.54530555
""
0.42754424
""
0.53619182
0.42789716
0.4918927
0.55530745
""
0.53737783
""
""
""
0.43996087
""
""
""
""
""
""
""
""
""
0.53483421
""
0.66736186
""
""
0.51045907
""
""
""
""
""
""
""
""
0.45067418
""
""
""
""
0.43498552
""
""
""
0.49792644
""
""
""
""
""
""
""
""
""
""
""
0.53167111
""
""
""
""
""
""
""
""
""
""
0.49517944
""
0.50036204
0.46858951
0.40226197
0.52388769
0.47047707
0.50246269
""
0.56918424
0.68252301
0.52738905
0.51467353
0.51788336
0.38496423
""
0.4859691
""
0.52243608
0.49183246
""
""
""
0.43252438
""
""
""
""
0.49812189
0.60077125
""
""
""
""
""
""
""
""
""
""
""
0.43494564
""
""
""
""
""
0.52242166
0.53076255
0.48895532
""
""
""
0.48553893
""
""
0.42998669
""
""
0.4328472
""
0.51988143
""
0.5297296
0.47068349
0.45578304
0.50463164
""
""
0.54044324
0.35833389
0.62136674
0.45917204
""
""
""
""
0.47300071
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53124195
""
""
0.54502577
""
""
0.54952127
""
0.53262901
""
""
0.44356799
""
""
""
""
""
""
""
0.45352727
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47827056
""
""
""
""
""
""
0.52256519
""
""
""
""
""
""
""
""
0.48152295
""
""
""
""
""
""
""
""
""
""
""
""
0.45572633
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49659485
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50049478
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50790471
0.56397355
0.50944692
0.54303318
