lpov_nbh_other_pooled_mean
0.56408632
0.47501287
0.33614278
""
0.33705899
""
""
0.30876315
0.16573666
0.23871113
0.36824879
""
0.31914896
""
""
0.32389495
0.26954654
""
""
0.221918
""
0.23678523
0.33509007
0.32674408
0.15684292
0.4903045
0.16812165
0.37993616
""
""
0.080696411
""
""
0.20760986
0.20889315
0.20847905
0.46079946
""
0.32426405
0.1698866
0.36817452
0.379904
""
0.57078153
0.50971413
""
""
0.21950337
0.33186075
""
0.42533967
0.34814206
""
""
0.22603923
""
0.40724358
0.3284483
0.60311842
""
0.31556946
0.35929397
0.44855204
0.18118095
""
""
""
""
""
0.62186962
0.37256727
""
""
0.32517093
0.53955472
""
""
0.65768427
0.52297926
0.36804911
0.50014025
0.27114591
""
0.59528756
0.62775874
0.39942902
0.14790806
""
0.28300905
0.52826387
""
""
0.42040768
""
""
0.44075671
0.27181301
0.52324611
0.40773052
0.4213286
0.19758369
""
0.21190107
0.49549142
0.45215639
0.35942245
0.43843284
0.38573021
0.30772078
0.37582427
0.37120506
""
0.25390211
0.303772
0.29474273
0.23138694
""
""
0.36499861
""
""
0.23229159
0.41440421
""
""
0.17615044
0.36203435
0.18419363
0.54684997
""
""
""
""
0.40838856
0.14889519
""
0.2922402
""
0.36278173
0.15983137
0.3214528
0.10078157
0.22937632
""
""
0.33284274
0.24821736
""
""
""
""
0.29670611
0.25565898
0.34590623
0.20919064
""
0.37957686
0.20679371
""
""
""
0.15003707
0.19088206
""
0.18427834
""
0.12940007
0.0167985
0.24282753
""
0.34306449
0.21406202
0.21223184
0.43817657
""
""
0.31409174
0.29708308
0.2779443
""
0.26455024
""
0.22133902
0.29628247
""
0.191797
0.5743764
""
0.48026061
0.41031843
0.48595828
0.39719656
0.61580789
0.30363742
0.56438959
0.38118386
0.24953106
0.26585144
0.37361112
0.46392
0.41350871
0.42658645
0.40501904
0.37152776
0.53816789
0.32766616
0.65023291
0.28968531
0.29943481
0.33892393
0.39589196
""
0.4734011
0.54777384
0.60283035
0.60704237
0.6472584
0.48546413
0.50334615
0.48569071
0.59216434
0.50049084
0.55278075
0.54071695
0.45353392
0.55562097
0.63214374
0.51925486
0.6070056
0.50552464
0.37017977
""
0.28598824
0.55655104
0.51802987
0.41907284
0.51095933
0.33068249
0.34386399
0.3135694
0.41556454
0.63803542
0.46560627
0.39776951
0.47272313
0.18755956
0.56363863
""
""
""
0.5301156
0.62471694
0.51165098
""
""
""
""
""
""
0.19205384
0.40982723
""
0.71399033
""
0.45156765
0.52571994
0.44685251
0.51027155
""
""
""
""
""
""
0.6120013
""
""
""
0.32901555
0.50322783
0.21990938
""
0.22720447
0.4623445
""
0.414749
0.2748225
0.46205914
0.42154756
0.19552583
""
0.4644962
""
""
""
0.39962867
""
0.22256806
""
""
""
""
""
""
0.59929997
""
0.52657282
""
0.55409735
0.58358443
0.64935642
0.64392781
0.55577105
0.6642049
0.70933598
0.52616376
0.472817
0.57147413
0.52783418
