frac_below_median_hisp_male
0.58030003
0.62885678
0.85015118
0.56502372
0.66201794
0.81784111
0.71571428
0.63160485
0.88033223
0.65848809
0.69208431
0.62587249
0.58986944
0.85665971
0.74221081
0.70213783
0.80588198
0.61394554
0.85747039
0.84110409
0.7323736
0.63946378
0.60322779
0.79231346
0.61707878
0.65096974
0.79863411
0.63056737
0.54159778
0.72031623
0.56139433
0.54769176
0.54130542
0.59552348
0.81688529
0.65679622
0.79605865
0.76207852
0.75853342
""
0.70133787
0.83050656
0.85216361
""
0.65123773
0.74091905
0.6426056
0.5879972
0.50848049
0.58034295
0.57438499
0.5801751
0.72553736
0.86965173
0.67813677
0.57814711
0.67931384
0.71668363
0.82894611
0.8198275
0.69620538
0.63466376
0.91442585
0.78819579
0.62702709
0.61827844
""
""
0.78620952
0.77279031
0.82937568
0.68374938
0.75587463
0.66236687
0.78115571
0.80093801
0.76350623
0.68864185
0.75119603
0.63303703
0.80467439
0.65296918
0.6791898
0.37160376
0.61914647
0.69462931
0.69076192
0.62838286
0.50275445
0.80340809
0.76779741
0.82296866
0.77905291
0.61363804
0.77742052
0.92850024
0.7001285
0.8504644
0.66646653
0.76653737
0.68638897
0.69807184
0.6882906
0.76844811
0.55271381
0.72172701
0.70013684
0.5608207
0.67623442
0.70363951
0.54267335
0.70665228
0.59582382
0.82689232
0.55676991
0.64696002
0.55138963
0.71297932
0.92761606
0.78073168
0.79054654
0.79442984
0.61345345
0.7300846
0.65775818
0.50530553
0.51148653
0.89746714
0.86757964
0.75256604
0.63631052
0.70653903
0.6798231
0.58810645
0.842363
0.82639915
0.58042121
0.66069478
0.77755874
0.46761781
0.55971342
0.64492697
0.99029922
0.87765443
0.65358782
0.85385334
0.58794504
0.75803632
0.61805594
0.69362134
0.78717035
0.58932424
0.69298244
0.84909958
0.55348313
0.57791913
0.74361283
0.55785555
0.90163052
0.49675012
""
""
0.4005233
0.44064966
0.67260754
0.6085276
0.45296374
0.53247565
0.5432986
0.48392752
0.43380779
0.44647628
0.5402987
0.50550586
0.57382363
0.61006999
