kfr_stycz_white_male_p75
0.4982768
0.49967679
0.48444164
0.51144946
0.50467056
0.49401939
0.5117811
0.49403787
0.52294081
0.51025718
0.51431221
0.53610343
0.47683796
0.49559608
0.5019775
0.51033616
0.5172503
0.48219922
0.50793946
0.47189283
0.51106215
0.47521928
0.48701701
0.52129912
0.54997909
0.50513631
0.51800889
0.50991714
0.53347784
0.52712321
0.55853134
0.544918
0.56218898
0.52722591
0.54670817
0.52967858
0.58219808
0.53996742
0.61604518
0.56685787
0.57271659
0.58441406
0.60764682
0.66881025
0.59078848
0.52161545
0.57160109
0.64362925
0.60259765
0.56567872
0.58799708
0.61249554
0.56417072
0.59173
0.56224072
0.57381475
0.58351165
0.62148374
0.5640825
0.52513075
0.55086237
0.54074568
0.51592249
0.52826726
0.47631812
0.49172407
0.52970058
0.45501921
0.52008754
0.50979972
0.55178428
0.54467678
0.56822956
0.53436667
0.52486676
0.54280454
0.53213048
0.52215797
0.5545578
0.54240906
0.52661526
0.53389168
0.53454381
0.50207555
0.54906154
0.5350489
0.53730178
0.5151
0.5245012
0.54028028
0.5322029
0.48424765
0.50180823
0.51709771
0.52940416
0.47191304
0.50629669
0.50990182
0.5064826
0.52193695
0.49963918
0.5205493
0.50886911
0.51233482
0.46952322
0.51357907
0.46102399
0.51176643
0.51886457
0.48921719
0.48911911
0.525388
0.5294137
0.53358418
0.53317809
0.52249724
0.51629847
0.50602049
0.52540308
0.49378431
0.5222621
0.54702699
0.49095434
0.51961809
0.53506351
0.52346575
0.50862378
0.54200202
0.45330811
0.50850415
0.55671167
0.49713579
0.48459864
0.53178287
0.52987599
0.5266006
0.5246585
0.48892891
0.52844495
0.51965117
0.50993019
0.48170489
0.47648406
0.5335083
0.49260786
0.53146887
0.53607911
0.57613957
0.5624361
0.55677336
0.51437664
0.55141217
0.54601175
0.57443768
0.48672342
0.55141151
0.55374837
0.53348982
0.58561039
0.52302974
0.45357364
0.51158047
0.54267806
0.58661014
0.53230894
0.60546249
0.52444381
0.54686743
0.48426867
0.50367457
0.54037851
0.51609409
0.53668112
0.5226177
0.51190054
0.49676299
0.52130896
0.56110454
0.49675596
0.49448088
0.51321626
0.47447091
0.5287872
0.50134474
0.48502597
0.56617481
0.5255459
0.55648464
0.51226413
0.4900263
0.52036494
0.53270423
0.54569119
0.54023355
0.58092695
0.57924402
0.54706734
0.59045464
0.53892833
0.53238827
0.53149194
0.54814756
0.54031485
0.49593264
0.48878062
0.55414224
0.54763293
0.52127302
0.53117043
0.53126496
0.51860875
0.58469838
0.5782342
0.57565689
0.57528913
0.55308938
0.52140385
0.55287796
0.53059673
0.57890368
0.5177002
0.56839734
0.52470183
0.5100072
0.55010277
0.52696186
0.54749531
0.57133138
0.59194016
0.53201103
0.52941203
0.51118696
0.49621451
0.57742894
0.57201481
0.52321386
0.53667814
0.51635057
0.53633422
0.4982844
0.5079214
0.54318029
0.52017063
0.55117744
0.54275334
0.51572138
0.5064128
0.54578191
0.51606673
0.50781864
0.56516892
0.51647258
0.54234594
0.54593939
0.53728461
0.53562438
0.53418052
0.5707016
0.55207163
0.54338956
0.56161356
0.57316685
0.58389282
0.56981575
0.55536628
0.64380628
0.57900596
0.61886686
0.59345031
0.54447865
0.53382516
0.55742282
0.50622988
0.50015837
0.44074079
0.522901
0.52314025
0.53769964
0.51270825
0.51360887
0.56625921
0.61516374
0.52001739
0.60670435
0.56060404
0.50728244
0.54013449
0.57998216
0.49520364
0.50842631
0.54262143
0.51092094
0.52677625
0.56838149
0.56014717
0.59121656
0.61595243
0.58699143
0.57185555
0.59630269
0.61101609
0.59220392
0.57042354
0.59103155
0.54623103
0.53830594
0.58588755
0.55556184
0.59692836
0.55690342
