grad_black_male_n
36.0
""
""
94.0
198.0
48.0
522.0
""
""
170.0
120.0
742.0
""
""
79.0
""
""
38.0
""
89.0
461.0
521.0
149.0
185.0
621.0
65.0
166.0
308.0
907.0
69.0
123.0
90.0
738.0
429.0
178.0
217.0
95.0
100.0
57.0
59.0
558.0
109.0
44.0
""
75.0
119.0
1224.0
132.0
573.0
133.0
231.0
317.0
256.0
24.0
21.0
474.0
58.0
""
""
161.0
67.0
317.0
32.0
""
""
""
""
""
""
""
109.0
146.0
255.0
135.0
90.0
""
116.0
23.0
27.0
1193.0
161.0
26.0
""
38.0
436.0
23.0
31.0
125.0
213.0
52.0
35.0
""
""
152.0
""
""
""
77.0
557.0
188.0
100.0
1623.0
505.0
110.0
92.0
541.0
118.0
532.0
67.0
64.0
107.0
232.0
596.0
78.0
429.0
356.0
470.0
47.0
23.0
32.0
166.0
53.0
47.0
108.0
67.0
310.0
323.0
66.0
73.0
71.0
2169.0
101.0
79.0
35.0
37.0
92.0
250.0
295.0
55.0
107.0
263.0
52.0
26.0
38.0
212.0
70.0
204.0
137.0
126.0
107.0
21.0
653.0
212.0
83.0
220.0
462.0
47.0
379.0
50.0
""
""
""
126.0
1394.0
25.0
2736.0
""
""
""
37.0
2347.0
101.0
""
116.0
""
""
98.0
204.0
""
""
""
""
315.0
""
""
461.0
""
""
106.0
""
""
59.0
369.0
""
""
25.0
""
40.0
226.0
""
207.0
33.0
""
""
53.0
124.0
520.0
""
""
35.0
""
52.0
""
""
327.0
88.0
80.0
1053.0
""
""
""
""
""
""
463.0
36.0
""
""
417.0
154.0
56.0
88.0
""
""
""
22.0
""
43.0
""
""
""
""
27.0
46.0
""
""
104.0
135.0
""
21.0
480.0
20.0
""
""
21.0
""
""
126.0
""
54.0
""
48.0
101.0
189.0
127.0
4434.0
151.0
1660.0
2123.0
310.0
237.0
58.0
21.0
""
""
""
""
""
""
""
124.0
""
""
594.0
25.0
""
77.0
600.0
""
""
""
""
""
""
""
""
""
""
""
""
412.0
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
32.0
119.0
""
""
58.0
""
94.0
107.0
675.0
52.0
3316.0
115.0
""
""
1130.0
""
""
44.0
57.0
""
""
""
""
""
""
29.0
26.0
23.0
""
""
44.0
""
45.0
""
75.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
178.0
""
""
""
""
""
""
113.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
272.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
52.0
117.0
""
""
""
""
""
25.0
562.0
""
""
""
""
36.0
""
""
""
""
""
""
31.0
43.0
""
""
248.0
""
""
""
81.0
""
""
""
""
""
""
""
54.0
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
232.0
""
288.0
""
""
""
58.0
""
""
""
""
""
""
""
47.0
64.0
76.0
1572.0
253.0
57.0
47.0
""
""
""
""
""
""
""
""
""
32.0
""
""
28.0
""
""
""
""
""
114.0
29.0
189.0
469.0
1221.0
49.0
147.0
166.0
134.0
72.0
""
""
""
""
""
380.0
""
21.0
78.0
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
81.0
""
""
""
""
""
""
""
48.0
""
281.0
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
79.0
137.0
23.0
390.0
196.0
""
""
""
""
24.0
824.0
312.0
""
""
365.0
""
42.0
2402.0
""
""
""
""
28.0
""
""
117.0
""
""
""
""
""
""
""
""
""
""
""
""
""
364.0
