stayhome_other_pooled_n
69.0
129.0
""
""
35.0
""
""
193.0
""
""
""
""
22.0
""
""
101.0
53.0
""
""
""
""
46.0
134.0
35.0
60.0
84.0
34.0
70.0
""
""
""
""
""
""
106.0
63.0
505.0
""
53.0
94.0
78.0
68.0
""
""
541.0
""
""
63.0
312.0
""
239.0
94.0
""
""
""
""
61.0
37.0
115.0
""
53.0
34.0
100.0
37.0
""
""
""
""
""
1738.0
33.0
""
""
""
459.0
""
""
210.0
131.0
65.0
48.0
""
""
168.0
30.0
""
""
""
21.0
70.0
""
""
""
""
""
25.0
37.0
377.0
204.0
49.0
""
""
28.0
5052.0
244.0
105.0
1458.0
194.0
21.0
182.0
196.0
""
""
41.0
267.0
36.0
""
""
27.0
""
""
""
""
""
""
""
58.0
101.0
40.0
""
""
""
""
79.0
""
""
93.0
""
22.0
28.0
25.0
""
32.0
""
""
79.0
20.0
""
""
""
""
""
""
82.0
""
""
56.0
43.0
""
""
""
""
26.0
""
""
""
""
26.0
53.0
""
499.0
""
""
79.0
""
""
280.0
""
""
""
39.0
""
283.0
60.0
""
21.0
6297.0
""
64.0
484.0
56.0
24.0
3986.0
60.0
417.0
1506.0
42.0
294.0
120.0
33.0
1468.0
342.0
83.0
52.0
19583.0
220.0
752.0
42.0
178.0
552.0
""
""
1336.0
311.0
204.0
6797.0
839.0
21.0
3964.0
5615.0
126.0
4639.0
8697.0
2564.0
2080.0
554.0
3546.0
917.0
5890.0
568.0
427.0
""
114.0
2636.0
1265.0
1386.0
331.0
135.0
""
572.0
101.0
2133.0
522.0
283.0
822.0
20.0
1588.0
""
""
""
433.0
125.0
""
""
""
""
""
""
""
34.0
1069.0
""
339.0
""
33.0
2122.0
76.0
57.0
""
""
""
""
""
""
1043.0
""
""
""
50.0
347.0
27.0
""
25.0
175.0
""
""
39.0
53.0
36.0
28.0
""
23.0
""
""
""
199.0
""
""
""
""
""
""
""
""
47.0
""
265.0
""
1089.0
1145.0
178.0
195.0
1021.0
639.0
155.0
155.0
317.0
713.0
206.0
793.0
256.0
""
430.0
""
907.0
2680.0
""
181.0
124.0
381.0
190.0
54.0
""
""
1522.0
710.0
92.0
""
35.0
""
""
""
""
20.0
""
158.0
74.0
1569.0
""
106.0
38.0
""
""
244.0
446.0
285.0
32.0
""
""
298.0
271.0
113.0
2325.0
115.0
57.0
734.0
35.0
1775.0
429.0
1349.0
417.0
1136.0
563.0
63.0
145.0
298.0
328.0
353.0
757.0
32.0
38.0
""
""
573.0
33.0
60.0
28.0
""
""
""
""
""
""
58.0
72.0
""
""
124.0
""
""
""
45.0
33.0
23.0
""
""
116.0
""
77.0
43.0
""
338.0
114.0
""
187.0
103.0
""
534.0
""
837.0
30.0
""
258.0
""
105.0
""
""
""
""
""
1147.0
""
""
89.0
134.0
""
""
48.0
""
""
""
""
208.0
62.0
84.0
""
878.0
""
""
89.0
40.0
21.0
""
968.0
""
137.0
""
""
21.0
""
""
198.0
282.0
""
31.0
""
""
""
""
""
24.0
""
""
20.0
33.0
284.0
""
""
147.0
26.0
""
""
""
""
""
""
""
""
""
""
""
""
428.0
72.0
27.0
""
88.0
24.0
""
""
""
23.0
""
""
""
""
""
523.0
77.0
""
""
""
46.0
""
""
21.0
""
""
""
""
""
""
38.0
29.0
23.0
""
""
56.0
""
""
""
""
67.0
44.0
38.0
""
""
""
""
""
""
64.0
""
""
""
""
1794.0
12583.0
735.0
2241.0
580.0
""
145.0
""
""
61.0
""
""
50.0
141.0
""
""
""
255.0
""
35.0
""
""
""
122.0
""
""
29.0
""
20.0
23.0
22.0
186.0
51.0
""
""
""
21.0
32.0
81.0
""
""
41.0
""
""
""
84.0
""
24.0
85.0
""
""
49.0
""
35.0
""
""
""
271.0
""
""
""
35.0
43.0
5766.0
26.0
""
102.0
""
21.0
1491.0
""
""
""
""
""
22.0
28.0
""
""
36.0
""
""
""
""
56.0
""
66.0
""
40.0
33.0
""
""
592.0
144.0
86.0
71.0
1108.0
100.0
""
42.0
29.0
22.0
33.0
294.0
203.0
133.0
36.0
325.0
32.0
""
""
21.0
""
23.0
20.0
""
44.0
""
67.0
296.0
20.0
""
""
""
""
""
27.0
""
213.0
499.0
""
226.0
""
""
""
""
77.0
120.0
""
86.0
""
23.0
""
""
""
56.0
715.0
48.0
428.0
28.0
""
577.0
89.0
""
""
48.0
""
""
27.0
139.0
22.0
30.0
""
""
42.0
""
25.0
121.0
25.0
227.0
21.0
82.0
""
""
""
26.0
85.0
24.0
240.0
63.0
29.0
120.0
44.0
118.0
28.0
33.0
""
""
27.0
26.0
128.0
33.0
58.0
28.0
558.0
141.0
34.0
135.0
1345.0
48.0
""
64.0
140.0
33.0
57.0
""
44.0
""
""
""
""
""
""
174.0
22.0
""
36.0
28.0
""
""
394.0
""
34.0
""
29.0
26.0
""
""
150.0
""
""
203.0
""
115.0
41.0
""
66.0
""
99.0
25.0
28.0
28.0
""
""
""
""
""
23.0
147.0
21.0
""
24.0
24.0
""
""
""
""
""
38.0
""
""
""
""
""
43.0
""
48.0
""
""
""
63.0
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
27.0
20.0
125.0
""
""
""
53.0
266.0
""
""
""
""
23.0
21.0
45.0
20.0
""
""
""
""
33.0
""
""
""
""
""
""
459.0
109.0
""
""
""
300.0
""
21.0
90.0
24.0
""
""
""
36.0
41.0
""
""
40.0
""
""
175.0
""
""
23.0
""
33.0
""
38.0
26.0
30.0
124.0
""
""
50.0
""
""
""
""
""
""
95.0
58.0
""
38.0
""
223.0
""
""
26.0
""
59.0
58.0
30.0
246.0
""
""
""
""
""
""
""
""
69.0
""
""
24.0
22.0
""
789.0
""
""
""
61.0
""
234.0
""
""
""
55.0
32.0
22.0
""
""
65.0
""
135.0
""
""
""
21.0
""
""
23.0
""
""
""
""
38.0
""
""
113.0
""
