has_mom_other_pooled_mean_se
0.018880067
0.015529103
0.06506566
""
0.056365602
""
""
0.016983716
0.086453237
0.074843436
0.088506319
""
0.057263646
""
""
0.020615721
0.031312309
""
""
0.058883253
""
0.038100235
0.022655664
0.065165557
0.022125736
0.024263611
0.057927776
0.029688036
""
""
0.05270876
""
""
0.062856622
0.020906361
0.016196012
0.012057343
""
0.044696093
0.024161978
0.028504135
0.029305533
""
0.091256559
0.010316844
""
""
0.031583447
0.015794575
""
0.019308617
0.021789944
""
""
0.061239019
""
0.028483473
0.053666733
0.017531905
""
0.033999655
0.057607207
0.027281512
0.053863131
""
""
""
""
""
0.0055383751
0.039030507
""
""
0.027003609
0.011686254
""
""
0.014662924
0.019776246
0.022799291
0.027376657
0.080034718
""
0.012720056
0.051389895
0.05136295
0.0840284
""
0.039519567
0.019974772
""
""
0.058360651
""
""
-0.0018931123
0.046731107
0.010173802
0.019207042
0.035007622
0.058911856
""
0.057180341
0.0034987852
0.01604425
0.023054354
0.0066064727
0.018641967
0.035628475
0.015416021
0.018064482
""
0.064395048
0.03528275
0.012890794
0.019953365
""
""
0.046817876
""
""
0.023581738
0.067450151
""
""
0.014034935
0.027004898
0.022129156
0.048016664
""
""
""
""
0.022290131
-0.0088727772
""
0.028597359
""
0.04108813
0.041662101
0.048916418
0.05880627
0.019804163
""
""
0.027502118
0.014111621
""
""
""
""
0.062600464
0.064756282
0.028325425
0.059314933
""
0.028792089
0.044681273
""
""
""
0.059139557
0.021952627
""
0.091875359
""
0.037888534
0.047074948
0.035827801
""
0.011216266
0.0087728817
0.064038977
0.02604715
""
""
0.012828219
0.078639828
-0.01123731
""
0.041975349
""
0.015622722
0.023995114
""
0.050868299
0.003086223
""
0.029849326
0.01115616
0.025225498
0.048570607
0.0036216283
0.017135309
0.010481809
0.0063964785
0.04248995
0.012715113
0.024848439
0.055798274
0.0061082421
0.010760187
0.016680151
0.031149175
0.0018580353
0.01578459
0.008734975
0.0355253
0.016306305
0.010481263
0.049922016
""
0.0071555325
0.011485606
0.016524211
0.0029473703
0.0067229578
0.024338277
0.0037238286
0.0031665203
0.024193671
0.0034592703
0.0025480797
0.0049890876
0.0052282056
0.0093564913
0.0040381914
0.0078394543
0.0033631241
0.010925385
0.012258042
""
0.023659915
0.0048314333
0.0066350568
0.0063320729
0.012682367
0.014969413
0.055766698
0.010424339
0.018451091
0.0049578124
0.010351649
0.012900863
0.0087727448
0.021220258
0.0059017837
""
""
""
0.011131632
0.028897004
0.046920512
""
""
""
""
""
""
0.02938899
0.009279565
""
0.01143666
""
0.04008095
0.0044295299
0.011855506
0.032674801
""
""
""
""
""
""
0.0076885507
""
""
""
0.023708738
0.013184938
0.023911247
""
0.015190473
0.016856315
""
0.053006221
0.022646872
0.025385676
0.038193624
0.030966852
""
0.016904587
""
""
""
0.012036816
""
0.067617379
""
""
""
""
""
""
0.036238965
""
0.016769722
""
0.007834998
0.0076827197
0.017179323
0.019078005
0.0078615611
0.0096442439
0.020414377
0.018467803
0.013640541
0.0092010088
0.019667322
0.011315151
0.013585059
0.019419182
0.011268335
0.04530118
0.0077546495
0.0055179121
0.060421579
0.016734956
0.019269111
0.012571483
0.025279982
0.037856799
0.086431608
""
0.006244401
0.009428109
0.022967793
""
0.056964729
""
""
""
""
0.052796293
0.078986295
0.022479326
0.032073673
0.0062242192
0.01888388
0.019617701
0.039554387
0.070378318
""
0.014908461
0.012669475
0.01333835
0.042057116
