has_dad_hisp_female_mean
0.83252704
0.78927338
""
0.80557489
0.73592049
0.72249883
0.76236928
0.79165977
0.83468372
0.75132596
0.69366241
0.74911124
0.84060645
0.76957393
0.76376897
0.90480679
0.68899345
0.76749593
0.60460836
0.51107484
0.75585163
0.79560059
0.73030633
0.7219637
0.75786996
0.76168138
0.72194469
0.75882167
0.76361519
0.57078791
0.67855912
0.82297343
0.73916775
0.77551568
0.60905474
0.8193233
0.76420385
0.79793602
""
0.41836667
0.69430101
0.76027626
""
""
0.85788041
0.72922701
0.74307454
0.83717847
0.80953765
0.72162664
0.809883
0.77550715
0.8135131
""
""
0.76856577
0.66638952
0.80288166
0.96010059
0.80443752
0.77961498
0.78256792
0.65524411
0.74488813
0.77545267
0.71969783
""
""
0.7282418
0.65628523
0.78710926
0.75036824
0.67750043
0.76668513
0.7705158
0.94847059
0.74744099
0.73131996
0.69244623
0.74848431
0.73456979
0.79125375
0.70738339
0.84158325
0.76538551
0.79194182
0.75736785
0.79628301
0.83405477
0.79071516
0.72278172
0.86259711
0.80042195
0.78926712
0.78283858
0.65332311
0.80658406
0.81812906
0.72475708
0.75067818
0.74331588
0.73261333
0.74778199
0.70848632
0.79731447
0.71118438
0.75045985
0.77909487
0.78183949
0.74083239
0.77095997
0.76342559
0.73782504
0.77070177
0.76371604
0.77458239
0.80829591
0.75685132
0.70046848
0.89571291
0.78031278
0.72544086
0.81063187
0.78925246
0.76820046
0.80165076
0.83177644
0.75806928
0.74620819
0.78511161
0.76618528
0.74878061
0.75578207
0.79696041
0.82125217
0.71754867
0.77390695
0.7570352
0.63748705
0.74376911
0.73417443
0.7997725
0.59670055
0.69364208
0.7378093
0.69095743
0.77886325
0.67368406
0.83810931
0.71567297
0.79888743
0.82235426
0.70426553
0.59235579
0.79323
0.74988496
0.73157984
0.78552753
0.73418361
0.94572276
""
""
0.85426986
0.75987232
0.89439034
0.7320081
0.7440052
0.68624973
0.92490041
0.76160723
0.77007592
0.74222839
0.75852424
0.75221843
0.82280946
0.76307452
0.77240145
0.73809344
0.77239615
0.79865587
0.82746243
0.7770279
0.80431235
0.77628314
0.66325831
0.78344131
""
0.76549035
0.75461751
0.47798327
0.87581027
0.83060294
0.76122427
0.72679985
0.85322231
0.81135827
0.78818077
0.80409306
0.7494809
0.80486077
0.74459505
0.80083013
0.80884558
0.78157908
0.76672137
0.77548277
0.73662299
0.81514204
0.84428841
0.79013002
0.83642983
0.76802301
0.66348892
0.73442465
0.80991608
0.81856197
0.75962102
0.72568214
0.87209123
0.86202312
0.85370553
0.73421282
0.76431477
0.9017033
0.74376982
0.7922855
0.86398572
0.78474396
0.77472258
0.78049225
0.75284648
0.74252838
0.66590744
0.90228742
0.8014797
0.79748303
""
0.77457923
""
0.8274883
0.74589616
0.72780949
0.8034485
0.75951779
0.84555912
0.85852253
0.81934446
0.69591576
0.8619197
0.753218
0.6912061
0.77859533
0.75139129
""
0.78931147
0.73145342
0.68340623
0.733199
0.8359248
0.76941341
0.80926692
0.66608995
0.64345521
0.68771291
0.76695597
0.6015718
0.77155799
0.68723911
0.64810377
0.69802302
0.72954547
0.74754924
0.74604958
0.77128106
""
0.89806151
0.80287182
0.81999052
0.90703684
0.79069686
0.62048548
""
""
0.61384177
0.74604917
0.9035579
0.56856996
0.62232482
0.73399383
0.85332566
0.69666862
0.91692537
0.86778349
0.80115336
0.74135536
0.74450982
0.64840174
0.7477923
0.75404143
0.88131523
0.74799508
0.71727437
0.743922
0.75809145
0.70297366
0.70611453
0.70648789
0.80947942
0.74663144
0.67461085
0.8422389
0.78233236
0.74753994
0.79349339
0.81280237
0.79258728
0.65322852
0.79094285
0.80018175
