working_black_female_mean
""
0.83038193
0.80904496
""
0.88351685
0.74018258
0.75448608
0.87011802
0.84327018
0.78540701
0.71835554
0.82259887
0.8195489
""
0.8173281
""
0.8621701
0.83751982
0.69471622
0.89978611
0.75509512
0.82350266
0.80894589
0.69163859
""
""
""
""
0.83962798
""
""
0.84942126
""
0.65740585
""
""
""
""
""
""
0.80001557
""
""
0.77069217
0.74955779
0.74743402
0.6711781
0.63956869
0.77121586
0.66919649
0.87488621
0.77042311
""
""
0.83705562
0.74951863
""
""
""
""
""
""
""
""
""
0.86626232
0.87229252
0.83778179
0.78212965
""
0.75787634
0.7731337
0.80309188
0.87043905
""
0.86529845
""
0.825921
0.76796216
0.84657824
0.78350478
0.81865269
0.79816663
0.82046777
0.87305158
0.86792898
0.79144657
0.87541401
0.86857635
""
0.78775215
0.89171934
0.98532528
0.78995585
0.85446304
""
""
0.78568733
0.78868055
""
0.75454289
""
0.77279645
""
""
""
0.82659036
0.81858855
0.82000089
0.75905401
0.88095903
0.80923045
0.76379114
0.82734466
0.78436321
""
""
""
0.97313201
""
""
0.72039026
0.75311118
""
""
""
0.74682337
0.74719983
""
""
0.8036961
0.70524037
0.62132519
0.68779248
0.91394669
""
0.78492218
0.62153983
0.7993167
0.80297244
0.73156142
0.80901104
0.74170607
0.76898384
""
""
0.64336437
""
0.8217274
""
""
""
""
""
""
0.88299489
""
""
""
0.73181534
0.64629591
0.87868989
0.89101923
0.82061082
0.84214991
0.82715672
0.80659676
0.8508352
""
""
0.8120656
0.83424246
0.79758531
0.78915989
0.56391442
""
""
""
0.87236434
0.76092285
0.74784869
0.65444827
0.65070373
0.72724855
0.81451279
""
0.87182593
""
0.56813455
0.73685229
0.72349977
0.83267415
0.67623138
""
""
""
""
0.82865661
""
""
0.832789
0.78645229
0.58402961
0.89589316
0.90627849
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.90757912
""
""
0.76583982
0.75590795
""
0.83102292
""
0.84002304
0.75870556
0.86054188
0.81857353
0.7430709
0.83465749
0.84537631
0.84319657
0.93209743
0.80118537
0.78040898
0.72982311
0.86392403
0.73769712
