married_other_male_mean
0.3363429
0.39614713
0.37376997
0.43091699
0.32572266
0.29824135
0.33368197
0.42016441
""
0.35820851
0.34865472
0.34478348
0.40401986
0.30198276
0.3671523
""
0.42539501
0.37565622
0.59743893
0.21829419
0.33301765
0.33026385
0.3080481
0.33386487
0.3651292
0.28088436
0.38004157
0.38847804
0.39476323
0.44559088
0.27022055
0.3448652
0.36498535
0.38976723
0.33547866
0.38259199
0.36103496
0.36746678
""
0.22319864
0.35257265
0.20796588
""
""
0.44430855
0.29189658
0.31437325
0.41514602
0.36214888
0.30333313
0.42417824
0.40536836
0.35467368
""
""
0.34846514
0.32456321
0.40630534
""
0.4138222
0.24473847
0.38815868
0.21709944
0.41691813
0.41721016
0.3605487
""
0.31387463
0.25539845
0.33427712
0.36805648
0.42444441
0.3090494
0.3915692
0.20543674
""
0.42514631
0.23351137
""
0.35371709
0.38610387
0.3376416
0.53664136
0.4017466
0.40246809
0.50336432
0.33560809
0.41769966
0.45467716
0.41831014
0.43935576
0.54174697
0.45885393
0.4124698
0.52803612
""
0.3929792
0.38430843
0.32678065
0.33873612
0.31543624
0.28524956
0.3474406
0.30402002
0.38244429
0.33288991
0.35209453
0.40830782
0.36571351
0.32742929
0.30966198
0.37503743
0.39083675
0.43850395
0.38287985
0.40397111
0.37102446
""
0.41628233
""
0.46978933
0.32477289
0.35612264
0.38470528
0.35647681
0.33408576
0.40776768
0.36656737
0.27512571
""
0.36765265
0.34865025
0.43048945
0.43338472
0.41074911
0.43141079
0.40610012
0.3945218
0.2626937
0.2557247
0.36924276
0.37537447
""
0.33697662
0.33195186
0.35572174
0.33239904
0.35354823
0.3125335
0.21373394
0.34959131
0.4236058
0.28479397
""
0.4290114
0.40749165
0.28061926
0.38097888
0.26824623
0.38491461
""
0.34850034
0.45917058
0.39207044
0.20286359
0.407067
0.53887928
0.53683883
0.4557144
0.40964776
0.36139265
0.39176294
0.36189014
0.37617525
0.32370406
0.53402597
0.37390286
0.39210534
0.30032733
0.4481177
0.50743395
0.43771273
0.4009687
0.38060245
0.35302803
0.3662692
""
0.36467093
0.29869303
""
0.31752542
0.40450391
0.38668641
0.40496239
0.45219389
0.46147442
0.44076198
0.39026132
0.37150633
0.32409877
0.38459051
0.37320569
0.45754403
0.44011837
0.46262568
0.43059927
0.4086107
0.42851707
0.47976759
0.44999039
0.43134916
0.46954483
0.4492144
0.57622743
0.37805292
0.38423201
0.33897567
0.36243081
0.51607502
0.36966011
0.35906461
0.38796905
0.35922959
0.40773851
0.37407026
0.37400657
0.47042775
0.39532703
0.37885118
0.33541781
0.42507279
0.40276012
0.40376344
0.36804646
""
0.36404076
0.384783
0.35221481
""
0.49654469
0.41263765
0.34099656
0.370141
0.42619237
0.44855058
0.40428466
0.33808306
0.34288016
0.36575246
0.38636446
0.37732527
0.40662891
