coll_hisp_male_p75_se
0.13651887
""
""
0.11259845
0.11069978
""
0.096630752
""
""
0.30551943
0.19998474
0.065084815
""
""
0.12559189
""
""
0.24353971
""
""
0.18450037
0.059834413
0.1350047
""
0.051397532
""
0.18452175
0.083307706
0.051904932
""
""
""
0.051032696
0.079035394
""
0.089498863
""
""
""
""
0.18013544
""
""
""
""
""
0.039611205
0.11197238
0.092685409
""
0.11954083
0.093262568
0.049545433
""
""
0.10648993
""
""
""
""
""
0.083568536
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.062749229
""
""
""
0.067588665
0.073915251
""
""
0.11000734
0.098047867
0.25897494
""
""
""
0.14905004
""
""
""
0.19137366
0.023051752
0.078212418
0.06869214
0.014699756
0.038258895
0.063255101
0.054930709
0.032813445
0.080373362
0.045615014
""
0.099575438
0.10154623
0.039456412
0.082946837
""
0.081742086
0.080553733
0.082723603
""
""
""
0.15019472
""
""
0.17778534
""
0.093256325
0.091979511
""
""
""
0.028505325
""
0.097060785
""
0.05366835
""
0.093565762
0.088554308
""
""
0.093027033
0.096787758
""
""
""
""
0.11552829
""
""
""
""
0.092842154
""
""
0.066168278
0.11673953
""
0.13313313
""
""
""
""
0.085556135
0.039038233
""
0.020861812
""
""
""
0.087916285
0.018289799
0.059553806
0.06365598
0.051154073
""
""
0.071548015
0.036636285
""
""
""
""
0.06228289
""
""
0.060822818
""
""
0.12198759
""
""
0.11329871
0.071256153
""
""
""
0.074076466
0.12910697
0.043503758
0.096211992
0.062463172
0.088241301
0.13768734
0.10300517
0.10209294
0.063700229
0.056647412
""
""
0.097174279
0.15123722
0.14231271
""
""
0.024965333
0.13682356
0.061825518
0.042599544
""
""
""
""
""
""
0.068570502
0.13986403
""
0.17442435
0.071082413
0.090417773
0.10264537
0.14809808
""
""
""
""
""
""
""
""
""
0.28074998
""
0.1132488
""
""
0.15429802
0.072227821
""
0.1482214
0.034508422
0.13659005
""
""
0.13767286
""
0.16321869
0.069711983
""
0.064439498
""
0.061879724
0.063000493
0.058145717
0.030206632
0.012938797
0.029322755
0.012314267
0.023211796
0.063720271
0.097628616
""
""
0.083137102
""
""
0.13975687
0.13510981
""
""
0.063180767
""
""
0.028925207
0.0631359
""
0.081452884
0.023007749
""
""
""
""
""
""
""
0.22498466
""
0.16151211
""
0.10208722
0.032456469
""
""
0.13671605
0.19193421
""
""
0.13846594
0.13769872
""
0.083700821
0.078728855
""
0.14880136
0.085921273
0.093952611
""
0.11072443
0.091053687
""
""
0.071334779
""
""
""
0.11234262
0.10797556
""
""
0.054107722
""
0.065177225
0.048441336
0.029154049
0.11794671
0.0093876878
0.045140035
0.32156393
""
0.035621442
""
0.11848726
0.16847169
0.10477684
""
""
""
""
""
""
""
""
""
""
""
0.21187839
""
""
""
0.39753914
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16206473
""
""
""
""
""
""
""
""
""
0.15052806
