kfr_stycz_black_pooled_mean_se
0.007152277
0.013341331
0.033972677
0.0038365901
0.0025485025
0.0055883015
0.001636337
0.015287319
0.030939976
0.00251737
0.0030254219
0.0012926499
""
0.011003533
0.0036557084
""
0.037651669
0.0055356114
""
0.0040760315
0.0016064589
0.0017526435
0.0029876335
0.0025002561
0.0015198459
0.0046515898
0.0031618185
0.0020657727
0.001414019
0.0044441149
0.0038162502
0.0042934678
0.0015117862
0.0020065256
0.0028872434
0.0023576377
0.0033386524
0.0032827128
0.0051051765
0.004213464
0.0014495128
0.0037600689
0.0062157651
0.014478914
0.0041743326
0.0032508688
0.0011656021
0.0033035986
0.0014431661
0.0031425001
0.0030630515
0.0020498554
0.0021754326
0.0085817343
0.0088279629
0.0015952651
0.0053729373
0.015683908
0.012893754
0.0029429654
0.0046675387
0.0019806621
0.0074926536
0.0084595783
0.038611878
0.015358283
""
0.035425831
0.020014374
0.031967882
0.0033327537
0.0028382193
0.002377924
0.002959905
0.0039339624
0.019030791
0.0029347455
0.0061662802
0.0061195781
0.00096086366
0.0029535608
0.0070364638
0.015677977
0.0060128318
0.0017753948
0.0097384201
0.0081376815
0.0035509891
0.002658034
0.0053583453
0.0059721437
0.017880812
0.024030821
0.0026974787
0.024106584
""
0.009629339
0.0037622428
0.001499312
0.0024911002
0.0033126215
0.00089625939
0.0015960441
0.0035704267
0.0032598586
0.001522062
0.0031267935
0.0014723204
0.0046243099
0.0041200034
0.0032524618
0.0023494253
0.001441994
0.0038645691
0.0017293137
0.0017956241
0.0016894549
0.0057476964
0.0069921636
0.0052784146
0.0025134804
0.0044746343
0.0045921654
0.0038769196
0.0040489333
0.0019622939
0.0019889208
0.004415873
0.0037147552
0.0039033398
0.00076308183
0.0030793871
0.0032266325
0.0057028527
0.0059494567
0.0035316008
0.0020786899
0.001979657
0.0042901854
0.0033688128
0.0022203147
0.0047533712
0.0059352862
0.0046928655
0.0023712392
0.0046009975
0.0031322604
0.0030721708
0.0034399282
0.0032734098
0.0095169879
0.0013948767
0.0022625655
0.004780361
0.0024374395
0.0016587033
0.0047555915
0.0017844144
0.0051596034
0.012503908
0.037523814
0.031709403
0.0048882375
0.0010674656
0.0079333773
0.00095526135
0.038971525
0.05437696
""
0.0082098003
0.00084077148
0.004488383
0.029435867
0.0040915618
0.030097818
0.053685665
0.0038758297
0.0026586356
0.027064182
""
0.043415405
0.039797921
0.0020453196
0.015557713
0.012477866
0.0016054737
0.022211082
0.029761979
0.0034348075
0.038020071
0.015805854
0.0058260886
0.0019682602
0.05026979
0.011853451
0.0098684086
0.012406351
0.0065331287
0.0026742679
0.028757472
0.0027576047
0.0067580473
0.037193242
0.009979032
0.0051825303
0.0035858059
0.0016156136
0.022136111
0.010417518
0.008322781
0.019331872
0.0055705756
""
0.029247455
0.0027383771
0.0044338922
0.0042473529
0.0011695882
0.017300695
0.010891968
0.012845339
0.014979752
0.01381576
0.022433391
0.0017263757
0.0059881802
0.022700056
0.013788576
0.0020016583
0.0030304329
0.0053883526
0.0041546188
""
0.015175072
""
0.010098379
""
0.0072201965
""
0.027038561
0.011943605
0.015372878
0.0078545203
0.0063715628
0.01621969
0.011523092
0.0043280111
0.003535446
0.028888322
0.010987723
0.001754421
0.0096320529
0.025437344
""
0.011005145
0.033773482
0.032349266
0.0042213704
0.029781133
0.0070923911
0.01099389
0.0065181381
0.0052155335
0.0032181358
0.0041991137
0.0007332532
0.0039274292
0.0011596369
0.00089230324
0.0026485198
0.0026277008
0.0052100914
0.0083373133
0.033725038
""
""
0.015817434
0.02466346
""
