lpov_nbh_pooled_pooled_n
5811.0
13532.0
2543.0
1712.0
4562.0
982.0
2383.0
12515.0
3801.0
1863.0
3432.0
1317.0
2726.0
1050.0
1199.0
4880.0
5138.0
1308.0
806.0
3337.0
1144.0
6992.0
5947.0
5000.0
4998.0
7160.0
3451.0
9541.0
1563.0
2421.0
2325.0
1063.0
1467.0
1816.0
9678.0
4474.0
64996.0
1117.0
7659.0
3476.0
8969.0
6248.0
1406.0
2095.0
25998.0
2172.0
2169.0
7557.0
39273.0
1832.0
25388.0
11345.0
1078.0
1819.0
2626.0
1798.0
5566.0
5977.0
15026.0
1072.0
8052.0
3980.0
15014.0
5504.0
1295.0
1124.0
2012.0
133.0
143.0
29270.0
736.0
49.0
106.0
183.0
9664.0
70.0
126.0
3132.0
3373.0
1200.0
1245.0
191.0
89.0
4384.0
509.0
342.0
357.0
107.0
369.0
899.0
26.0
348.0
436.0
115.0
25.0
372.0
2884.0
11872.0
10697.0
3753.0
2791.0
735.0
1006.0
264186.0
14859.0
6966.0
73995.0
14168.0
4056.0
13890.0
13924.0
2090.0
2105.0
3288.0
15663.0
3190.0
1112.0
393.0
2285.0
1475.0
2073.0
1606.0
2287.0
763.0
2226.0
2026.0
7137.0
5897.0
6050.0
1840.0
742.0
1789.0
1832.0
8028.0
1595.0
1036.0
8274.0
1419.0
3705.0
2249.0
3118.0
1285.0
3753.0
790.0
1463.0
9255.0
2139.0
535.0
1489.0
1017.0
1009.0
1107.0
2049.0
6488.0
1208.0
1059.0
4499.0
5691.0
1063.0
610.0
967.0
832.0
2956.0
832.0
2532.0
817.0
2276.0
1801.0
5336.0
600.0
38857.0
1723.0
2614.0
9009.0
884.0
622.0
12645.0
1360.0
1412.0
931.0
4882.0
1572.0
14235.0
6339.0
681.0
1676.0
121431.0
98.0
2843.0
18106.0
2690.0
1483.0
89947.0
2634.0
15647.0
75848.0
2612.0
10242.0
17372.0
1602.0
70021.0
13234.0
3764.0
2507.0
736737.0
13192.0
17210.0
1561.0
7348.0
23337.0
732.0
391.0
37416.0
11635.0
8996.0
225496.0
27074.0
1165.0
156915.0
115822.0
6463.0
183597.0
234639.0
48739.0
59371.0
21517.0
60020.0
33410.0
139291.0
22644.0
16821.0
170.0
4087.0
