kir_stycz_asian_male_n
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
125.0
""
""
""
23.0
""
""
""
106.0
""
""
""
147.0
""
63.0
""
""
""
""
""
""
""
38.0
""
""
""
20.0
""
""
""
""
""
""
445.0
""
""
""
""
40.0
""
""
41.0
""
23.0
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
22.0
""
""
""
""
1800.0
34.0
""
324.0
30.0
""
22.0
28.0
""
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
99.0
""
""
25.0
""
""
145.0
""
""
""
""
""
62.0
""
""
""
8255.0
""
""
157.0
""
""
3952.0
""
75.0
1918.0
28.0
56.0
40.0
""
782.0
134.0
""
""
35817.0
78.0
293.0
""
""
424.0
""
""
666.0
201.0
24.0
12710.0
280.0
""
2566.0
4126.0
45.0
3636.0
7538.0
7413.0
2100.0
131.0
4900.0
350.0
10090.0
181.0
96.0
""
""
2168.0
366.0
602.0
289.0
""
""
366.0
""
1455.0
283.0
113.0
512.0
""
728.0
""
""
""
169.0
80.0
""
""
""
""
""
""
""
""
488.0
""
138.0
""
""
316.0
""
""
""
""
""
""
""
""
518.0
""
""
""
""
73.0
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
46.0
""
684.0
550.0
80.0
70.0
433.0
179.0
51.0
36.0
59.0
277.0
48.0
364.0
65.0
""
79.0
""
169.0
1047.0
""
24.0
26.0
150.0
40.0
""
""
""
775.0
217.0
24.0
""
""
""
""
""
""
""
""
31.0
""
625.0
""
""
""
""
""
86.0
117.0
81.0
""
""
""
69.0
51.0
25.0
919.0
25.0
""
112.0
""
986.0
126.0
459.0
145.0
642.0
143.0
""
40.0
64.0
63.0
69.0
306.0
""
""
""
""
125.0
""
""
""
""
""
""
""
""
""
54.0
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
20.0
""
""
100.0
""
""
70.0
27.0
""
486.0
""
604.0
""
""
73.0
""
""
""
""
""
""
""
934.0
""
""
""
49.0
""
""
""
""
""
""
""
81.0
""
43.0
""
588.0
""
""
""
""
""
""
1471.0
31.0
57.0
""
""
""
""
""
112.0
49.0
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
74.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
74.0
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
418.0
8301.0
221.0
845.0
149.0
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
7855.0
""
""
""
""
""
2686.0
""
""
""
""
""
""
""
""
""
