work_26_other_pooled_p25_se
0.082191966
0.045194667
0.11271642
""
0.09799964
""
""
0.040912669
0.15042758
0.13993154
0.13838032
""
0.13504039
""
""
0.076011911
0.069994129
""
""
0.12446047
""
0.079281963
0.047459286
0.098849654
0.075650245
0.06643904
0.099413335
0.064089581
""
""
0.10174113
""
""
0.12168649
0.055831984
0.082165167
0.0262159
""
0.069475733
0.084735259
0.072939336
0.080918878
""
0.13169524
0.026228588
""
""
0.078491293
0.029101582
""
0.033088583
0.049163483
""
""
0.074048415
""
0.076302327
0.11959559
0.086149812
""
0.048712771
0.045457017
0.050386183
0.08693175
""
""
""
""
""
0.014212817
0.062464695
""
""
0.16006683
0.026872192
""
""
0.043040559
0.050019249
0.067122236
0.040428873
0.11933628
""
0.047369648
0.097473092
0.060805928
""
""
0.092745014
0.070360444
""
""
0.073547371
""
""
0.049717337
0.083933339
0.023529943
0.037117034
0.083177723
""
""
0.1155592
0.0083270324
0.028978426
0.042387754
0.014460535
0.040207073
0.082173549
0.039284453
0.040155832
""
0.13505337
0.077998549
0.031855527
0.093183391
""
""
0.12941512
""
""
""
0.052600477
""
""
0.12506251
0.045572877
0.054160178
0.08400514
""
""
""
""
0.056188729
0.13250647
""
0.042192224
""
0.10986068
0.10125294
0.11969031
0.14452752
0.094846465
""
""
0.065699287
0.094512716
""
""
""
""
""
0.090642795
0.053730752
""
""
0.06076416
0.061714791
""
""
""
""
0.090149038
""
0.097668625
""
0.13116018
0.10192178
0.078880116
""
0.019299561
0.13523985
0.15777391
0.067173809
""
""
0.031245368
0.094618291
0.11432425
""
0.063176066
""
0.031111611
0.078667454
""
0.14113094
0.0085675353
""
0.083279021
0.025596958
0.087559044
0.083894014
0.012289481
0.078476444
0.034691267
0.014510923
0.073446341
0.031219058
0.050742306
0.058428604
0.016185807
0.03436099
0.051595405
0.095907867
0.0042865206
0.044069216
0.02613781
0.072766528
0.046224266
0.024472956
0.057785295
""
0.017451199
0.03992065
0.051324062
0.0083241519
0.028898004
0.12833253
0.010119652
0.0078218598
0.071827181
0.0091871386
0.0064953058
0.011496594
0.01388136
0.030513426
0.013182968
0.020747667
0.010391945
0.032309119
0.025747934
""
0.039663125
0.01452695
0.018205123
0.015922159
0.032179222
0.047174376
0.17099065
0.024457369
0.060250081
0.016473062
0.028941248
0.03382355
0.018632419
0.10789873
0.015458159
""
""
""
0.033892583
0.053247645
0.10888018
""
""
""
""
""
""
0.068287827
