staytract_black_male_p50
0.30642799
0.37261337
0.41359907
0.42137057
0.28917679
0.44127503
0.44163069
0.31437981
0.39638239
0.50111192
0.37190738
0.42049101
0.41791305
0.53281504
0.37244454
0.21479571
0.35116446
0.37221977
0.40899953
0.20726921
0.41314885
0.30630064
0.26882029
0.28927028
0.49389079
0.35046485
0.33844244
0.34499878
0.27994978
0.38304135
0.2515693
0.26090005
0.40332538
0.34840104
0.32083803
0.36114031
0.30355155
0.32754585
0.29677406
0.38185984
0.35159585
0.42309618
0.36360839
0.37724924
0.29913118
0.25974393
0.095968843
0.55210644
0.30871579
0.26239759
0.27627155
0.34592226
0.29382849
0.38347089
0.34225309
0.48128262
0.40110067
0.57054383
0.27104515
0.30636361
0.39598849
0.40447772
0.32191896
0.37359604
0.2892943
0.38074508
""
""
""
0.21588674
""
""
""
""
0.18851714
""
""
""
""
""
""
""
""
0.080054231
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16543677
0.17324007
""
""
""
""
0.20211963
0.12995027
0.061951835
0.1955259
0.20972934
""
0.0803122
0.080542855
0.39757201
0.22881155
""
0.11476149
""
0.27433798
0.32163465
""
0.26508927
0.30620658
""
""
0.24617592
0.33868659
0.1446916
0.22837032
0.21414039
0.26882544
0.18859352
0.32364446
0.29799083
0.32434157
0.2772457
""
""
0.33468312
0.082376257
""
0.29225212
0.38385731
0.38877529
0.38859159
""
0.32094669
0.25661889
""
0.39884672
""
0.32728088
0.296437
0.37064135
""
0.31576717
""
""
0.28858897
0.32763195
0.29258576
""
0.50456733
""
0.26303989
""
0.22526518
""
0.45936832
""
0.37651798
0.29901466
0.29524085
""
0.31167069
0.3431074
""
""
0.26407659
0.40874279
""
""
0.29851946
""
0.25073197
0.3952809
0.37823185
""
0.24023242
""
""
0.13508379
""
""
0.25530303
""
0.15332133
0.22934262
""
0.29718426
0.26622608
""
0.20708108
0.21086895
0.28596836
""
0.26536185
0.19266963
0.22266275
""
0.20220232
0.22771911
""
""
0.23319511
0.21033952
""
0.21187568
0.21117309
""
0.19573541
0.20445569
0.22706747
0.21403658
0.20559366
0.32767159
0.17860515
0.26044253
0.2639837
0.21446304
0.22790876
0.31506571
0.18974604
""
0.26303443
0.23833609
0.25653353
0.17216763
0.19743945
0.086527556
""
0.17704365
0.19316186
0.19461723
0.24098215
0.21934061
0.19619641
""
0.1991837
""
""
""
0.14946102
0.1756323
""
""
""
""
""
""
""
""
0.24299613
""
0.16947927
""
""
0.21242106
""
""
""
""
""
""
""
""
0.14004345
""
""
""
""
0.090794593
""
""
""
0.090968944
""
""
""
""
""
""
""
""
""
""
""
0.19537936
""
""
""
""
""
""
""
""
""
""
0.063777663
""
0.31864089
0.30190971
0.24998641
0.25962457
0.29045662
0.24785599
0.27192876
0.15970021
0.26376504
0.29589471
0.33250263
0.32451865
0.29986113
0.28974926
0.28028238
0.48314694
0.27717066
0.30733207
0.33662823
0.23590733
0.28262228
0.20975804
0.24586391
0.30087775
0.37641892
0.5147121
0.29696617
0.29199171
0.28826246
0.4112401
0.36106208
""
0.18740226
0.27293542
0.22478884
0.29412648
0.20221099
0.22097619
0.20506963
0.26407686
0.6089806
0.34695321
0.41963369
0.28798422
""
0.35295105
0.28981918
0.26741332
0.24306709
0.38538647
0.3258779
0.31135872
0.29770979
0.28369412
0.32448328
0.32087916
0.32265893
0.23539574
0.24082404
0.29799077
0.26852873
0.30303434
0.26151612
0.30883399
0.29002613
0.26622665
0.3210271
0.28543252
0.22126806
0.30036166
0.29336062
0.33858141
0.2699784
0.32004434
0.30469766
0.27331349
0.24951985
0.45389867
0.43181911
0.33017159
0.26714519
0.43784738
0.40026027
0.36913615
0.55716109
0.37268221
0.38542378
0.31337529
0.21188286
0.27015454
0.34745389
""
0.35151774
0.27969798
0.28344545
0.33068606
0.36907473
0.41366833
0.23232552
0.43314961
0.34784421
0.12205915
0.25559792
0.30781418
0.20373486
0.49505988
0.19160245
0.31155238
0.51111841
0.2507312
0.33288187
0.21550071
0.30462724
0.38153628
0.23574705
0.29408449
0.36703923
0.38573271
0.30150372
""
""
0.30240461
0.27785775
0.25401065
0.42526057
0.28556266
0.23003389
0.34068
""
0.37722579
0.37901008
0.41926888
0.19691627
""
0.25153407
0.29650655
0.12190159
0.34432781
0.29139376
""
""
0.30136964
0.2986154
0.32478195
0.42065156
0.21539123
0.47961086
0.30217627
0.36987272
0.33850929
0.36529014
0.45812669
0.2970483
0.23005848
0.23891293
0.50224668
0.31851935
0.42593101
0.36816898
0.36362204
0.46336016
0.52482605
0.30197027
0.45104033
0.32972673
0.35439542
0.24751489
0.24544777
0.26988134
0.2512984
0.28833345
0.42177191
0.36978385
0.49250039
