grad_natam_male_mean_se
""
""
""
""
""
""
""
""
""
""
""
0.0099820746
""
""
""
""
""
""
""
""
""
0.020134646
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.00053959736
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.074857362
""
""
""
""
""
""
""
""
""
""
""
""
0.056464802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0043732831
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048058853
""
0.070350088
0.025434656
""
0.01415366
""
0.03518248
""
""
""
""
""
""
0.04607657
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.056337103
""
""
0.032370608
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033674184
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045142055
""
""
""
0.077033892
""
0.040033251
""
""
""
""
""
""
""
""
""
""
0.0040799207
""
-0.0052222847
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0027777869
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.039613709
""
0.048245363
""
""
""
0.080499157
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030238781
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.011765924
""
0.052349549
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076355048
""
""
""
""
""
""
0.020803958
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037531167
""
""
""
""
""
""
""
-0.002409576
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019715477
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.056219697
0.049689293
""
""
""
""
0.033126187
""
0.065971218
""
""
""
""
""
""
""
""
0.030068018
""
""
0.015297911
0.014641934
0.015932772
0.070933789
0.009751956
0.042076133
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.032031175
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0025910772
0.039849304
""
""
""
""
0.046291612
""
""
-0.0022574542
""
0.055602293
0.0092983227
0.045578975
0.010768143
""
0.028967643
""
0.0096392157
""
""
-0.002038809
-0.0014531014
0.0043615545
""
""
""
""
7.3067742e-05
0.00097144721
""
0.02579209
0.0019235917
0.053219955
""
""
""
""
0.030272286
0.045607489
""
""
""
-0.0067586666
""
""
""
""
""
""
""
-0.0065537691
""
""
""
""
""
""
""
""
""
0.0024747218
""
""
""
0.010727785
""
0.010470087
""
-0.00019884636
""
""
0.0069186613
0.012547362
""
0.0066292323
""
""
""
""
""
""
""
""
""
""
""
""
0.049530704
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0023615663
0.049566671
""
0.035785113
0.0012382887
""
""
""
0.039773803
-0.0063666031
0.04104536
0.0030134758
""
""
0.030185612
""
""
0.015944952
""
""
""
""
0.043688782
0.046930641
0.065350711
0.026346957
""
0.0032229268
""
0.043154284
""
""
""
""
""
""
""
0.016487714
""
0.010573019
