kfr_native_natam_pooled_mean
0.33846331
""
""
0.31904003
""
""
0.33466199
""
""
""
0.42661935
0.39548892
""
""
""
""
0.44887203
""
""
0.36180267
0.31608775
0.37911391
0.41302237
""
0.46381751
0.37242559
0.37513271
0.3959583
0.36787191
""
""
""
0.45518568
0.43089399
0.3527236
0.42084455
""
""
""
""
0.30695719
""
""
""
""
""
0.43066436
0.50879627
0.45212424
0.47279814
0.48311496
0.42336446
""
""
""
0.44693223
""
0.59706968
""
""
""
0.32133791
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40941373
""
""
""
""
0.44346815
""
""
0.44269145
0.5325824
0.51545656
""
""
""
""
""
""
""
""
0.31067911
0.39278117
0.40532994
0.43868831
0.60206991
0.53836966
0.33989418
0.40004504
0.37120703
0.46472794
""
""
""
0.3721793
0.35025904
""
0.43374661
0.42125863
0.3613354
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43036747
""
""
""
""
""
0.44628656
""
""
""
0.40538174
""
""
""
""
""
0.50483561
0.3175877
""
""
""
0.51496124
""
""
0.38786665
0.42817786
0.4461031
""
""
""
""
""
0.38339522
0.41645545
""
0.46190953
0.44986653
0.32974112
0.43674314
0.42085782
0.39528897
0.42381212
0.54729337
0.38741386
0.43694121
""
0.40457195
0.40767196
0.38530371
0.33593997
0.5109213
""
0.3855558
""
""
0.39659047
""
""
""
""
""
""
0.32952011
""
""
""
""
""
0.35681868
""
0.38907453
0.47281051
""
""
""
0.51579314
0.43730831
""
""
0.36606336
""
0.30124426
""
""
0.37033188
0.35892799
""
0.43186671
""
""
""
""
""
""
0.39787817
""
""
""
0.5380975
0.50342458
0.3322964
""
""
""
""
""
""
""
""
""
""
""
""
0.45638308
""
""
""
0.35572687
""
""
0.40722805
""
0.3951686
""
0.42453536
0.33879521
""
0.37363982
""
0.38968146
""
0.50588804
0.43184617
0.46560216
0.29326001
0.40977377
""
0.34359396
0.3916465
0.4394162
0.44315341
""
""
0.36116949
0.31963804
0.43224135
0.45837176
0.37625256
""
""
0.36691543
""
""
0.46651354
0.45838454
""
""
0.44797826
""
0.36007741
0.35240987
""
0.47507411
0.33981785
0.28970736
""
0.36315626
0.38898543
""
0.29532462
0.36611828
0.39944807
0.31852183
0.63577503
""
""
""
0.32420576
""
""
""
""
""
""
0.43086633
0.38856804
0.38117921
0.34348908
0.41728827
0.37173206
""
0.40708286
""
""
""
""
""
""
""
0.30640176
""
0.42102775
0.38739628
0.37147731
""
0.46478942
0.42761672
""
""
0.45888487
""
""
""
0.46279976
""
""
""
0.42331976
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37144598
""
""
""
""
""
""
""
""
""
0.29404643
""
""
""
0.23978086
""
0.39858803
0.28270331
""
""
""
""
""
""
0.39451516
""
0.31458256
""
""
0.42378116
0.55513924
0.34696722
""
0.30063939
""
""
0.27515131
0.24013811
0.24361318
0.38500136
0.30515644
""
""
0.34822717
0.29817653
""
""
""
0.39307868
""
""
""
""
0.37028331
0.31895065
""
""
0.22941504
0.32132131
""
0.32279709
""
0.3989234
""
""
""
""
""
""
""
0.38455665
""
""
""
0.2909449
0.25800613
""
""
0.2898249
0.35265124
0.3816908
""
0.37369746
""
""
""
""
""
0.38812819
0.25663865
0.29500553
""
""
0.36042804
""
""
""
""
""
""
0.44544885
""
""
0.41558141
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52519017
0.3968581
""
""
""
""
""
""
""
""
""
""
""
""
0.31930843
""
0.39791816
0.40370938
0.42646095
""
0.41872483
""
""
0.47033674
""
0.43109697
0.41203269
""
""
""
0.33634338
""
0.33940309
0.43337417
0.46422532
""
0.4861694
0.4628686
0.44891083
0.41907352
0.40722561
0.47632614
0.43030265
""
0.45273769
0.48965862
0.33361372
""
""
""
""
""
""
0.44913623
""
""
0.43666783
0.55075002
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50303859
""
0.49017331
""
""
""
0.64496535
""
""
""
""
""
""
""
0.61264998
""
0.60671443
0.50459456
0.40306726
""
""
""
""
""
""
""
""
""
""
""
0.38996616
""
""
0.51796246
""
""
""
""
""
0.46131754
""
0.47522134
0.49350089
0.45470065
0.46941814
0.45946321
0.53113931
0.47863171
0.4496319
0.45940423
""
0.50626326
0.44097483
0.40797728
0.4484368
0.47644439
0.45831478
""
0.43503422
0.33338025
0.36818624
""
""
0.26987731
0.2615658
0.27870587
0.30568045
0.36744019
0.41239399
0.31941828
0.23768987
0.3526713
0.40422913
0.33033764
0.31548148
0.32509199
0.41402081
""
""
""
0.34642857
0.34899327
""
""
0.21115014
0.33126798
""
""
0.40081593
0.2760337
""
""
""
0.3525354
0.39278108
0.4196701
""
""
""
0.38858846
""
""
""
0.31139362
""
""
""
0.33317694
0.24112646
0.33249336
0.30147177
0.31599218
0.42264363
""
0.34636042
0.38670748
0.37138405
0.33355385
""
""
0.41715571
0.41316554
""
""
0.3920708
""
""
""
""
0.4206582
0.42553031
0.46927631
0.36045802
""
""
""
0.40554062
""
0.50828266
0.37989169
""
""
0.37863448
0.37268028
0.34917277
0.31813189
0.4072105
0.37102544
0.41556716
0.40690571
0.41270399
0.41875762
0.42873406
0.37995446
""
""
0.35410187
0.39736834
0.45203987
0.40716797
""
0.38529405
0.49998948
0.25604585
0.42241952
0.44511989
0.33873874
""
""
0.56684959
0.39968106
0.40952614
0.40968391
0.42998254
0.37958908
0.4009693
0.29164797
0.2845141
0.3731918
""
""
0.35636854
""
""
""
0.30035123
0.30415562
0.39394137
