somecoll_asian_pooled_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.88352031
""
""
""
""
""
""
""
0.83932525
""
""
""
0.66287494
""
0.8356837
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79616976
""
""
""
""
""
""
""
""
""
""
0.45699197
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84671205
""
""
0.81467479
""
""
""
0.75609273
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86638433
""
""
""
""
""
0.72339576
""
""
""
""
""
""
""
""
""
0.86284339
""
""
0.89846468
""
""
0.8809852
""
0.9861238
0.75788182
""
0.81438041
0.93106961
""
0.78791249
0.76262122
""
""
0.89035225
0.81344986
0.84437084
""
""
0.80448878
""
""
0.80088443
0.87631893
""
0.89599735
0.82538903
""
0.83662999
0.81057411
""
0.87533432
0.85307318
0.86987317
0.72662574
0.88330883
0.89156651
0.89566606
0.8910442
0.8963173
0.91148561
""
""
0.87048995
0.75375611
0.82681233
0.8037982
""
""
0.76339322
""
0.89023191
0.87456995
0.79418474
0.77963042
""
0.7967546
""
""
""
0.81623626
0.85334992
""
""
""
""
""
""
""
""
0.7333225
""
0.9051981
""
""
0.84499991
""
""
""
""
""
""
""
""
0.81617767
""
""
""
""
0.8225773
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86085916
0.8561058
0.8059507
0.64783514
0.86264092
0.74109352
0.86442268
""
0.79983395
0.89871413
0.90191722
0.76668352
0.90232259
""
0.85278827
""
0.84345138
0.83571458
""
""
""
0.97121322
""
""
""
""
0.75967062
0.76517606
""
""
""
""
""
""
""
""
""
""
""
0.84652114
""
""
""
""
""
0.7833159
0.75092196
0.96839142
""
""
""
0.75838178
0.91245168
""
0.82748187
""
""
0.87736714
""
0.85554707
0.82222068
0.84843689
0.73300952
0.73477441
0.86229408
""
""
0.77856964
""
0.64721125
0.88513052
""
""
""
""
0.74982625
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85818362
""
""
""
""
""
0.62932539
""
0.8729527
""
""
0.98387635
""
""
""
""
""
""
""
0.79860896
""
""
""
""
""
""
""
""
""
""
""
0.84319019
""
""
""
0.81086665
""
""
""
""
""
""
0.86336994
""
""
""
""
""
""
""
0.80199969
0.73617119
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89270461
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.94140869
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86634582
0.79901361
0.69554335
0.68405461
0.69807017
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
