married_hisp_pooled_p25_se
""
""
""
0.17823014
0.2058993
""
""
""
0.12449428
""
""
""
""
""
""
""
""
""
""
""
0.16385479
0.13019939
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.096756831
0.092581019
0.086572625
0.13435242
""
0.14296974
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.096297286
""
""
0.17384498
0.14549404
""
""
""
""
""
""
0.13181555
0.095723554
""
""
""
0.19282751
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18500155
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11778824
0.10938016
0.092038646
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.065391779
""
""
""
""
""
""
0.13289252
0.15780951
0.10967936
0.092457086
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15393533
""
""
""
0.11343969
""
""
""
""
""
0.088783532
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10683318
""
0.11593528
0.13768095
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.17453413
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12900007
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13764076
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14286458
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13687453
""
""
0.12483048
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15204705
""
""
""
""
""
""
""
""
""
""
""
""
0.1380917
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15592617
""
""
""
""
""
""
""
""
""
0.14198752
0.14997023
""
""
""
""
""
0.23797102
""
0.1662672
""
""
""
0.26595855
""
""
""
""
""
""
""
""
""
""
""
""
0.13002248
""
""
""
""
