stayhome_natam_male_p10
""
0.50681686
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.02049678
""
0.21746671
""
""
""
""
""
""
""
""
0.35276237
0.12162587
""
""
0.098233074
""
0.18716738
""
""
0.023402508
""
""
0.19621734
0.2620551
""
0.33168766
0.011982258
""
""
""
""
""
""
""
""
""
""
""
""
0.47926611
""
""
""
""
0.33629188
0.52034694
""
""
0.49493706
0.30179939
""
""
0.29334328
0.54549921
0.19328286
0.15815321
0.44930539
""
0.2268872
0.62945664
0.40147853
0.59513754
""
0.75385356
0.20436732
""
""
""
""
""
0.33811024
0.37135839
0.30390507
0.4329479
0.63929868
0.54031909
""
0.50599909
0.3356851
0.1626803
0.41064185
0.32611382
0.39001742
""
0.17712209
0.34042951
""
""
""
0.10470885
""
""
""
""
""
""
""
""
""
""
""
""
0.1452501
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21086358
""
""
""
""
""
0.0304926
""
""
""
""
""
0.25299984
""
""
""
0.24021724
""
""
0.20763239
""
""
0.32287595
0.05007764
-0.051401421
0.18844216
""
0.17536455
0.60218549
0.22083169
0.19478969
0.04179186
""
""
0.2768994
0.301956
""
""
0.14157888
0.42406249
""
""
0.054038059
0.35629943
""
0.27055892
-0.12503882
""
0.16849081
0.23605546
""
0.18269275
0.3633728
0.26804832
0.23621961
0.27362013
0.14278649
0.27617422
0.35410365
-0.026084507
0.26163852
""
0.27761072
0.012330372
0.33997282
0.40234274
0.056967873
-0.053412162
""
0.24228859
""
0.35730451
0.33214739
0.15022686
0.1805294
""
0.23489553
""
""
""
0.40072507
""
""
""
""
""
""
""
""
""
0.3520866
""
""
""
""
0.15059853
""
""
""
""
""
""
""
""
0.20929733
""
""
""
""
0.019092496
""
""
""
0.27516991
""
""
0.31033179
""
""
""
""
""
""
""
""
0.3659192
""
""
""
""
""
""
""
""
""
""
0.37450072
""
0.02087705
0.23840213
""
""
0.24458316
0.084879726
""
""
0.11511439
0.24786764
""
0.21556064
0.20190459
""
-0.00052398833
""
0.12796687
0.24603258
""
""
""
0.24794757
0.1182479
""
""
""
0.12554905
0.24772686
""
""
""
""
""
""
""
""
""
""
""
0.17503844
""
""
""
""
""
0.30644402
0.049432859
0.51308417
""
""
""
0.031303905
0.2626434
""
0.24122502
""
""
0.16510537
""
0.24916656
0.38514933
0.1244041
-0.0099026505
0.10729561
0.25969911
""
""
""
0.012554128
-0.064731538
0.038808685
""
""
""
""
0.24649109
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.28654149
""
""
0.036868587
""
""
""
""
0.41002741
""
""
""
""
""
""
""
""
""
""
0.40338463
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.090503097
""
""
""
""
""
""
0.23005593
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.23847552
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.19916438
""
""
0.22340225
""
0.27741715
""
""
0.33255872
""
""
""
0.27604201
""
""
""
0.053572677
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1985902
""
""
""
""
""
""
0.30891475
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20856209
""
""
""
""
""
0.032187998
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38045159
""
""
""
0.55999637
""
""
""
""
""
""
""
""
""
""
-0.10956212
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.018225012
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14125925
""
0.22675964
""
""
0.45575956
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.091092028
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.038062915
""
""
""
0.20809776
""
""
0.12509
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059215445
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34025326
""
""
""
""
""
""
""
""
0.36510369
""
""
""
""
""
""
""
""
""
""
0.036971495
""
""
""
""
""
""
""
""
0.10178304
0.13163923
""
""
0.021091992
""
""
""
""
""
""
0.096275821
""
""
""
""
0.4227823
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55211872
""
""
0.077084161
""
""
""
0.28768033
""
""
""
""
""
""
""
""
""
""
""
""
0.16909982
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1984909
""
0.12791237
""
""
""
""
""
""
0.13464811
""
""
""
""
""
""
""
""
0.39066902
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
