kfr_native_other_pooled_n
""
30.0
""
""
""
""
""
39.0
""
""
""
""
""
""
""
23.0
20.0
""
""
""
""
""
24.0
""
23.0
""
""
21.0
""
""
""
""
""
""
49.0
22.0
137.0
""
""
27.0
21.0
""
""
""
109.0
""
""
25.0
77.0
""
48.0
31.0
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
406.0
26.0
""
""
""
104.0
""
""
58.0
59.0
24.0
""
""
""
66.0
""
""
""
""
""
24.0
""
""
""
""
""
23.0
20.0
82.0
70.0
""
""
""
""
1060.0
62.0
44.0
319.0
51.0
""
48.0
38.0
""
""
""
78.0
""
""
""
""
""
""
""
""
""
""
""
26.0
32.0
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
""
""
""
""
""
78.0
""
""
""
""
""
82.0
33.0
""
""
989.0
""
20.0
147.0
""
""
717.0
""
95.0
330.0
""
122.0
30.0
""
308.0
59.0
23.0
28.0
2710.0
51.0
132.0
""
53.0
117.0
""
""
238.0
71.0
62.0
1079.0
167.0
""
796.0
1012.0
32.0
841.0
1368.0
328.0
354.0
138.0
429.0
228.0
891.0
113.0
130.0
""
63.0
424.0
301.0
260.0
79.0
48.0
""
161.0
40.0
371.0
105.0
69.0
197.0
""
351.0
""
""
""
107.0
28.0
""
""
""
""
""
""
""
""
221.0
""
79.0
""
""
390.0
""
""
""
""
""
""
""
""
258.0
""
""
""
28.0
87.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
""
""
""
""
""
20.0
""
78.0
""
184.0
229.0
55.0
73.0
217.0
157.0
44.0
48.0
68.0
150.0
62.0
130.0
58.0
""
78.0
""
148.0
282.0
""
30.0
31.0
66.0
22.0
""
""
""
252.0
128.0
""
""
""
""
""
""
""
""
""
34.0
""
286.0
""
31.0
""
""
""
56.0
82.0
71.0
""
""
""
61.0
57.0
25.0
193.0
20.0
""
112.0
""
229.0
48.0
171.0
101.0
212.0
119.0
""
27.0
55.0
55.0
64.0
134.0
""
""
""
""
114.0
""
25.0
""
""
""
""
""
""
""
""
22.0
""
""
29.0
""
""
""
""
""
""
""
""
""
""
27.0
""
""
57.0
21.0
""
36.0
20.0
""
84.0
""
150.0
""
""
39.0
""
23.0
""
""
""
""
""
176.0
""
""
22.0
31.0
""
""
""
""
""
""
""
28.0
21.0
22.0
""
128.0
""
""
""
""
""
""
116.0
""
28.0
""
""
""
""
""
31.0
48.0
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
62.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
102.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1110.0
5439.0
335.0
814.0
126.0
""
45.0
""
""
""
""
""
20.0
42.0
""
""
""
76.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
1036.0
""
""
35.0
""
""
215.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
20.0
""
""
""
""
""
126.0
47.0
22.0
27.0
203.0
30.0
""
""
""
""
""
58.0
52.0
50.0
""
78.0
""
""
""
""
""
""
""
""
""
""
25.0
70.0
""
""
""
""
""
""
""
""
62.0
107.0
""
62.0
""
""
""
""
""
40.0
""
30.0
""
""
""
""
""
""
165.0
24.0
112.0
""
""
137.0
35.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
25.0
""
61.0
""
21.0
""
""
""
""
25.0
""
56.0
""
""
28.0
""
28.0
""
""
""
""
""
""
30.0
""
25.0
""
129.0
36.0
""
37.0
294.0
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
107.0
""
""
""
""
""
""
""
39.0
""
""
44.0
""
31.0
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
110.0
31.0
""
""
""
73.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
59.0
""
""
""
""
20.0
""
""
40.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
176.0
""
""
""
""
""
54.0
""
""
""
21.0
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
25.0
""
""
""
31.0
""
243.0
""
117.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
27.0
""
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
220.0
""
""
61.0
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
81.0
50.0
""
""
""
""
""
""
90.0
""
""
""
""
""
""
""
""
109.0
""
47.0
29.0
""
""
""
""
""
21.0
129.0
30.0
""
""
44.0
""
""
""
""
""
""
""
""
21.0
""
""
69.0
""
""
33.0
""
""
56.0
""
""
""
""
""
""
47.0
33.0
83.0
""
21.0
45.0
""
""
26.0
57.0
""
""
24.0
""
""
42.0
""
236.0
256.0
37.0
""
51.0
32.0
78.0
""
80.0
""
96.0
109.0
""
363.0
383.0
""
37.0
""
""
42.0
26.0
""
209.0
110.0
36.0
233.0
""
154.0
43.0
120.0
51.0
325.0
""
161.0
163.0
173.0
198.0
""
""
54.0
""
""
""
""
36.0
36.0
""
82.0
21.0
77.0
59.0
28.0
40.0
66.0
""
42.0
""
34.0
""
81.0
36.0
233.0
""
""
33.0
24.0
32.0
""
23.0
194.0
25.0
""
""
51.0
76.0
123.0
""
258.0
""
""
35.0
""
47.0
41.0
""
37.0
244.0
""
44.0
22.0
27.0
""
32.0
""
54.0
35.0
""
87.0
35.0
419.0
20.0
""
""
""
""
21.0
62.0
""
""
81.0
57.0
42.0
23.0
""
28.0
37.0
57.0
154.0
714.0
20.0
""
173.0
43.0
39.0
""
""
22.0
""
25.0
24.0
25.0
""
25.0
34.0
""
""
""
40.0
204.0
""
""
""
""
""
30.0
""
628.0
""
""
26.0
44.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
46.0
32.0
""
""
""
""
""
306.0
""
""
""
28.0
""
""
100.0
48.0
28.0
""
60.0
""
""
""
21.0
""
""
""
""
121.0
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
57.0
48.0
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
44.0
""
""
""
""
22.0
""
""
51.0
""
""
24.0
""
94.0
""
23.0
""
""
""
""
""
""
""
""
""
23.0
""
""
100.0
""
""
""
""
""
""
""
""
335.0
57.0
57.0
24.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
21.0
""
""
43.0
""
30.0
""
""
""
""
""
""
104.0
""
""
""
349.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
148.0
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
44.0
35.0
""
""
""
""
22.0
""
""
49.0
42.0
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
84.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
203.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
