married_white_pooled_p75
0.60097212
0.57126522
0.63822007
0.62487531
0.67462009
0.56836736
0.55520099
0.65360236
0.6489163
0.66041327
0.72625053
0.67983317
0.6836825
0.50058109
0.68044609
0.61114579
0.66415787
0.6772936
0.59620613
0.60392481
0.56787741
0.58875084
0.60967153
0.55156142
0.56306219
0.61015564
0.6456582
0.64450485
0.58019358
0.58349651
0.67631716
0.54165924
0.61956203
0.53708643
0.52292842
0.55426484
0.51489794
0.5851143
0.5372988
0.55418468
0.54924107
0.61466616
0.53282237
0.65873009
0.68829525
0.66343117
0.7756449
0.59274507
0.50269538
0.6306982
0.79005188
0.62208724
0.65966088
0.60045522
0.60131449
0.68962884
0.63414204
0.67126042
0.58215344
0.72830468
0.64963228
0.62974834
0.70465147
0.67068636
0.68396652
""
0.63721406
0.67070252
0.6562236
0.68160307
0.68026984
0.62996018
0.48837948
0.59683639
0.67244184
0.52719367
0.80285066
0.65820676
0.19080536
0.63501078
0.48096895
0.34627956
0.60956609
0.50412434
0.61158264
0.60141337
0.67159235
0.63759178
0.63068199
0.42035124
0.71513391
0.67549491
0.67830318
0.62878484
0.64426082
0.60755503
0.42780384
0.6330834
0.62658131
0.6873821
0.67232198
0.66107875
0.60713851
0.68275142
0.58754838
""
0.49189922
0.55814666
0.6666888
0.66929984
0.51583183
0.41446111
0.62962782
0.64397299
0.61059254
0.51627952
0.52780271
0.74425727
0.66785157
0.65155584
0.54484737
0.67082644
0.58515811
0.6209811
0.69687879
0.65968871
0.59622544
0.66672689
0.6714952
0.64443886
0.70167673
0.56237459
0.82249409
0.62433982
0.54766655
0.53767222
0.63824701
0.53818297
0.78338766
0.61197841
0.65036768
0.6547907
0.80220085
0.700023
0.67979348
0.68347824
0.61831832
0.69018418
0.72846597
0.65566689
0.65329593
0.68851191
0.55860424
0.59844923
0.59976321
0.66460896
0.71978015
0.6360181
0.6869719
0.61582798
0.58583713
0.58661801
0.63310683
0.62351269
0.5233041
0.52684128
0.44428608
0.43970785
0.63620645
0.72231984
0.72184497
0.64543796
