hours_wk_black_male_mean_se
2.9075551
""
""
2.0905042
1.5523125
2.7330391
0.8943311
""
""
1.6785396
1.8911855
0.75650102
""
""
2.266475
""
""
2.9861939
""
2.2156596
0.97687143
0.92049026
1.7598157
1.6722717
0.81407017
2.5575254
1.5124011
1.1809742
0.69122845
2.4813743
1.8670158
2.0899889
0.73394483
0.9518432
1.4872555
1.4422059
2.3547392
2.5457418
2.8936882
2.5850523
0.8301748
2.4621346
2.9266274
""
2.8423343
1.8762263
0.62325704
2.1723149
0.86960053
1.7206781
1.3784142
1.361535
1.3229526
4.7884603
6.148334
0.98488063
2.9473805
""
""
1.6650367
2.3638318
1.1466998
4.9635715
""
""
""
""
""
""
""
2.0208182
1.7235475
1.27149
1.8714195
2.164077
""
2.0688126
3.8909192
3.8289752
0.61513644
1.6121904
3.7873151
""
3.2924173
0.98972994
4.4751172
3.7747486
1.8351774
1.3450783
3.2992566
3.7451262
""
""
1.6096914
""
""
""
2.1983933
0.86190027
1.566666
1.9318051
0.50366336
0.99442077
1.9710431
2.125942
0.88980252
1.7606369
0.89910144
2.9064965
2.5914104
2.0054278
1.4407912
0.85751015
2.2537744
1.021273
1.0663759
0.92776996
2.9481544
4.4289141
4.0620155
1.6664675
3.3747494
2.8257725
2.0509348
2.6777713
1.1797956
1.1522589
2.6149619
2.4626415
2.4570358
0.45232913
1.9708037
2.2702987
3.4824567
3.6401944
2.4237428
1.392561
1.1789962
3.1372206
1.918771
1.275581
3.0412588
3.9801421
3.3499496
1.3836353
2.2398889
1.4173731
1.9006894
1.9553349
2.1358097
4.6543226
0.81594712
1.4759954
2.3002992
1.4615782
0.99808055
3.0045469
1.0742694
3.0842297
""
""
""
1.7745408
0.56045878
3.4498596
0.38193318
""
""
""
3.1425269
0.42293236
1.9557198
""
1.9272983
""
""
2.0479975
1.4840938
""
""
""
""
1.093981
""
""
0.92994529
""
""
1.9271646
""
""
2.576674
1.0544499
""
""
3.4459808
""
3.6853154
1.4396172
""
1.5408785
3.6364148
""
""
3.0430894
1.8477832
0.93101126
""
""
3.3295219
""
2.8460214
""
""
1.0911862
2.1238954
2.6105945
0.62935257
""
""
""
""
""
""
0.95722836
3.4902279
""
""
1.0293616
1.6396887
2.7845519
2.0812356
""
""
""
4.5659618
""
3.0529673
""
""
""
""
3.7407708
3.614763
""
""
1.9246439
1.8218336
""
3.2830789
0.94557297
4.6686826
""
""
5.0669422
""
""
1.8851254
""
2.539376
""
2.5680084
2.1231537
1.5051557
1.924839
0.29505965
1.4232597
0.48617619
0.45457655
1.1509796
1.4131439
2.4169118
2.8981743
""
""
""
""
""
""
""
1.7001995
""
""
0.78639799
4.2133036
""
2.4668009
0.81384724
""
""
""
""
""
""
""
""
""
""
""
""
0.94454569
""
""
""
""
""
""
""
3.4724429
""
""
""
""
""
""
""
""
""
""
""
""
2.952492
""
""
""
3.5435088
1.9462787
""
""
2.7590623
""
1.9848669
1.8835038
0.79258251
2.6966748
0.3561151
1.9448764
""
""
0.61256099
""
""
3.0756133
2.7632215
""
""
""
""
""
""
3.4088118
4.1782675
4.7513647
""
""
2.8627691
""
3.1489496
""
2.657995
4.7906914
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.4210677
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.4453702
""
""
1.323252
""
""
""
""
""
""
2.0560353
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.2397853
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.2016172
2.8167253
1.7812301
""
""
""
""
""
3.9916108
0.85884774
""
""
""
""
2.9986014
""
""
""
""
""
""
3.584599
3.3617122
""
""
1.4351863
""
""
""
2.5855403
""
""
""
""
""
""
""
2.5924213
""
""
4.0448756
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.4488976
""
1.3457576
""
""
""
2.6845462
""
""
""
""
""
""
""
3.3267493
2.665453
2.511945
0.55474538
1.3181611
2.8767054
3.1776617
""
""
""
""
""
""
""
""
""
3.9483333
""
""
3.7719479
""
""
""
""
""
1.9864341
4.0103297
1.5236833
0.99209511
0.61161435
2.8285537
1.9147387
1.7700468
1.8464403
2.6695647
""
""
""
""
""
1.0498714
""
4.5210729
2.3230565
""
""
2.2197878
""
""
""
""
""
""
""
""
""
""
""
""
3.3621309
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.8640165
""
""
""
""
""
""
""
2.5281787
""
1.2737571
""
2.2777901
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.9382746
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.057713
2.4437988
1.8775351
4.0753384
1.0745981
1.3376912
""
""
""
""
4.6970592
0.7220639
1.1613325
""
""
1.018351
""
3.0508845
0.43196982
""
""
""
""
3.0413115
""
""
2.1878583
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0758594
