spouse_rk_other_female_n
88.0
39.0
""
177.0
76.0
""
205.0
""
""
57.0
72.0
310.0
""
31.0
71.0
""
""
81.0
""
""
89.0
366.0
71.0
28.0
344.0
""
61.0
242.0
626.0
""
""
53.0
356.0
386.0
24.0
152.0
""
24.0
""
""
66.0
""
""
""
""
""
339.0
85.0
108.0
48.0
149.0
112.0
23.0
""
""
137.0
""
""
""
25.0
""
192.0
""
23.0
27.0
""
""
""
""
""
""
""
""
37.0
""
""
21.0
""
""
237.0
""
42.0
""
27.0
281.0
20.0
30.0
161.0
207.0
75.0
30.0
""
""
123.0
""
""
31.0
76.0
688.0
126.0
166.0
921.0
374.0
134.0
251.0
671.0
158.0
503.0
31.0
100.0
82.0
81.0
188.0
""
225.0
175.0
215.0
""
""
""
57.0
22.0
23.0
78.0
""
132.0
105.0
""
""
""
1046.0
""
53.0
""
57.0
24.0
119.0
132.0
""
24.0
109.0
108.0
""
""
32.0
""
84.0
21.0
""
""
21.0
157.0
39.0
""
480.0
101.0
""
101.0
""
""
""
""
158.0
881.0
""
2562.0
40.0
26.0
56.0
76.0
1484.0
198.0
42.0
144.0
41.0
""
161.0
389.0
46.0
47.0
29.0
23.0
422.0
27.0
26.0
452.0
""
31.0
102.0
""
20.0
133.0
258.0
""
""
42.0
68.0
64.0
181.0
""
190.0
93.0
28.0
48.0
79.0
154.0
401.0
52.0
48.0
74.0
62.0
101.0
""
""
156.0
167.0
143.0
631.0
50.0
46.0
26.0
30.0
65.0
26.0
487.0
78.0
60.0
59.0
472.0
142.0
119.0
80.0
""
56.0
""
23.0
""
67.0
""
""
55.0
28.0
42.0
120.0
24.0
24.0
67.0
268.0
30.0
65.0
550.0
75.0
46.0
""
89.0
29.0
24.0
232.0
31.0
153.0
44.0
146.0
235.0
254.0
263.0
3386.0
311.0
1682.0
1421.0
165.0
146.0
34.0
""
66.0
""
""
175.0
81.0
""
59.0
532.0
""
""
1432.0
335.0
35.0
147.0
890.0
38.0
""
""
""
""
27.0
""
""
""
36.0
23.0
70.0
1059.0
""
50.0
67.0
""
""
""
""
53.0
""
45.0
76.0
29.0
44.0
127.0
94.0
25.0
88.0
73.0
52.0
""
174.0
34.0
25.0
23.0
62.0
97.0
27.0
33.0
114.0
""
120.0
167.0
452.0
28.0
2233.0
184.0
79.0
27.0
660.0
""
""
57.0
91.0
41.0
""
33.0
29.0
""
""
23.0
""
31.0
""
25.0
42.0
""
34.0
""
23.0
36.0
""
87.0
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
47.0
""
""
49.0
47.0
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
144.0
""
""
""
122.0
""
""
""
""
21.0
55.0
""
""
""
""
""
""
""
40.0
""
112.0
""
""
339.0
""
""
""
""
""
""
601.0
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
183.0
1110.0
""
""
""
""
43.0
""
""
""
""
""
""
26.0
""
""
129.0
155.0
253.0
25.0
32.0
22.0
""
150.0
72.0
646.0
55.0
27.0
""
""
95.0
""
139.0
40.0
173.0
20.0
43.0
293.0
238.0
259.0
87.0
1110.0
73.0
""
82.0
334.0
71.0
""
""
""
32.0
""
21.0
66.0
48.0
""
71.0
""
""
""
""
""
21.0
""
""
""
""
""
""
20.0
""
""
425.0
""
664.0
""
""
""
73.0
""
""
""
""
""
""
77.0
145.0
48.0
93.0
1396.0
102.0
34.0
""
44.0
""
""
""
""
""
""
""
""
86.0
""
""
80.0
""
""
""
""
""
68.0
""
410.0
653.0
1105.0
56.0
99.0
83.0
60.0
262.0
37.0
""
115.0
35.0
71.0
1124.0
101.0
76.0
48.0
62.0
""
380.0
""
""
""
""
""
""
41.0
""
25.0
""
""
""
95.0
""
""
74.0
""
""
""
20.0
26.0
""
""
""
60.0
""
""
25.0
28.0
23.0
""
""
77.0
62.0
""
""
33.0
""
5715.0
233.0
690.0
""
36.0
""
""
""
338.0
""
1294.0
""
476.0
79.0
""
71.0
113.0
23.0
65.0
732.0
38.0
23.0
287.0
32.0
""
80.0
21.0
""
""
""
300.0
986.0
74.0
101.0
""
""
""
""
""
31.0
101.0
""
""
161.0
77.0
159.0
34.0
105.0
580.0
424.0
656.0
301.0
2467.0
1970.0
22.0
""
""
307.0
410.0
4295.0
1125.0
""
""
2455.0
92.0
377.0
8401.0
33.0
28.0
33.0
33.0
373.0
54.0
140.0
1382.0
40.0
581.0
44.0
126.0
194.0
20.0
""
98.0
""
""
""
94.0
66.0
3868.0
