work_26_black_female_p75
""
0.55849791
0.62149316
""
1.0308394
0.79598659
0.80359048
0.48625058
0.97757673
0.91322106
0.91844755
0.93731797
1.1373225
""
1.0162798
""
0.96237403
1.0035212
0.97678757
0.67154443
0.88867658
0.87958169
0.82174438
1.2796005
""
""
""
""
0.99476713
""
""
0.99720383
""
0.75123191
""
""
""
""
""
""
1.0839343
""
""
0.74106598
0.97236121
0.98381853
0.95104212
0.8802743
0.95999777
0.86758476
0.92417479
0.95541579
""
""
1.0599921
0.83214384
""
""
""
""
""
""
""
""
""
0.76284838
0.84177256
1.0707203
0.92366874
""
0.77993989
1.025228
0.82925695
0.78458625
""
0.96728122
""
1.0100601
0.91385907
0.97453052
0.95636541
0.85729527
0.80457366
0.67617142
1.019576
0.93662471
0.65476352
0.81071824
0.67766422
""
0.93528312
""
0.80640954
0.99339819
0.89237821
""
""
0.64884019
0.78994459
""
0.90222132
""
0.80517775
""
""
""
1.0210587
0.8691746
0.71894056
0.99768543
0.99669468
1.0028751
0.74463421
0.93018484
0.95798528
""
""
""
""
""
""
0.79447275
0.75187844
""
""
""
1.0626841
1.0171163
""
""
0.70030826
0.76900363
0.71000427
0.99805051
0.79467797
""
0.87601352
0.44880313
0.92151731
0.88699418
0.8144359
0.86421865
1.0031033
1.0240686
""
""
""
""
0.8830843
""
""
""
""
""
""
0.95823634
""
""
""
1.0510978
0.6938377
0.7912364
0.84573048
0.85274696
0.91730869
0.16962229
1.1117042
0.95052987
""
""
0.90771037
0.93214494
0.90896022
0.9037596
0.55658501
""
""
""
0.83222979
0.7498644
""
1.0912651
0.86955124
0.80265814
1.0683391
""
1.0700241
""
1.4120122
0.91955072
0.7535522
0.97160184
0.97605938
""
""
""
""
1.0143101
""
""
1.0141464
0.94592935
""
1.6751171
0.64828378
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65878773
""
""
0.91229779
0.90620381
""
1.1807363
""
0.73347574
0.8439045
0.77954805
0.90200287
0.96627992
0.88326287
0.82660955
0.63656998
0.97903287
0.79699332
0.9893859
1.000921
0.94182748
0.69717497
0.8061595
0.71979564
0.89864463
0.57967633
0.81474185
0.74136972
0.41089165
0.70302999
0.8083846
0.79830003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.91811985
1.0777959
""
0.76712787
1.0298926
0.9407329
0.8463276
""
0.92869848
0.79236716
""
0.88068086
0.86870825
0.79262811
0.93261015
1.1021221
0.76281041
0.7508139
0.89109737
""
0.60918868
1.0189519
0.96795976
0.84174776
0.7773872
0.98661906
""
""
""
0.44536203
0.93050849
1.0607991
1.0848466
""
0.99395972
1.0486209
0.94940573
0.98859948
0.97717148
1.0070575
""
""
""
""
""
""
""
0.84923851
""
""
""
""
""
0.83681488
