proginc_asian_pooled_mean_se
""
""
""
0.00133157
""
""
0.011628602
""
""
0.034586698
-0.00012295353
0.0046196887
""
0.0094160782
0.023759382
""
""
""
""
""
""
0.00030221877
""
""
0.0093240505
""
""
0.02808632
0.00087481062
""
""
""
0.0077941506
-0.0006038071
""
-0.0029926545
""
""
""
""
0.005522321
""
""
""
""
""
0.0068297242
0.050112411
0.00058867963
""
0.0016986999
-0.010264577
""
""
""
0.0033325332
""
""
""
""
""
-0.00021904938
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.017056739
""
""
""
""
0.0008327837
""
""
""
0.0018549737
""
""
""
""
0.001145267
""
""
""
""
0.0072082258
0.001410357
0.033015236
0.0032417278
0.0089313509
-0.0037268333
0.031959683
0.0072109522
-0.0026449277
0.0068614399
""
""
0.042125482
""
-0.00037755538
""
0.025378171
-0.001401627
0.0013282665
""
""
""
""
""
""
""
""
-0.0018995422
-0.011021415
""
""
""
0.0020247572
""
0.028884295
""
0.044992741
""
""
0.00071585749
""
""
-0.00043940742
0.060986251
""
""
""
""
-0.0066731004
""
""
""
""
-0.0048461878
""
""
0.0048129163
-0.0041004028
""
0.0034211143
""
""
""
""
-0.0021409327
0.0056227078
""
0.0023499632
""
""
""
""
0.0040563471
0.0012812366
""
0.009882397
""
""
0.020971078
-0.00019060145
""
""
""
""
0.0065455595
""
""
0.0105474
""
""
-0.0025163337
""
""
""
0.0033711011
""
""
""
""
""
0.0073228362
""
0.023431912
""
""
""
""
0.015420183
0.0081262905
""
""
0.00011866044
""
""
""
""
0.026513854
0.025355741
0.0052357214
0.0097650522
""
""
""
""
""
""
0.0080143064
""
""
""
0.0061231977
0.0079608643
0.036880013
0.0025133418
""
-0.0039875209
""
""
""
""
""
""
""
""
""
""
""
""
-0.001116382
0.01322181
""
0.054681148
0.0048279604
0.0029959998
""
""
""
""
""
-0.0006645745
""
0.018428992
""
0.0012182783
0.011035061
-0.0015228305
8.7185879e-05
0.0014562187
0.0065658293
0.001374102
0.0030231641
0.010608051
0.029993521
""
""
""
""
""
0.0021263978
""
""
""
0.0091246925
""
""
0.0051534711
0.015357574
""
0.020852707
0.005338707
""
""
""
""
""
""
""
""
""
""
""
0.0084978929
0.0046954574
""
""
0.0085706152
""
""
""
""
""
""
""
""
""
0.034801494
0.01788938
-0.0029322286
""
0.027186122
0.052726876
0.038665295
""
0.00088233541
""
""
""
""
-0.0041149389
""
""
0.025405988
""
0.011760809
0.020728283
0.013515295
""
0.0022735791
-0.00078256481
""
""
0.0017382649
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.039084442
""
""
""
""
0.0013485943
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0024514201
""
""
-0.0044988557
""
""
""
""
""
""
0.017456731
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047689807
0.0054997252
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.023042677
""
""
""
""
""
""
0.0069157914
""
""
""
""
-0.0067552314
""
""
""
""
""
""
-0.0030275849
""
""
""
0.0018501546
""
""
""
0.030775784
""
""
""
""
""
""
""
""
""
""
0.031651203
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.011065616
""
-0.0015263029
""
""
""
""
""
""
""
""
""
""
-0.0051438506
-0.0021045911
""
0.0011178954
0.0018297732
0.025630893
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.00095207477
0.0048572966
0.0035279342
""
""
""
""
""
""
""
""
""
""
0.0068932669
""
""
""
""
""
0.018040486
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0024683727
0.0030568314
0.010586688
""
""
""
""
""
0.016321106
""
0.0051355688
""
0.007421141
""
""
""
""
""
""
0.0040216497
""
""
0.033413798
""
""
""
""
""
""
""
-0.009647524
0.010403535
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.011985588
0.0082932673
0.0085912319
0.016875073
0.003794129
0.0019179464
""
""
""
0.0010505738
0.0010540247
0.001720635
0.0042489287
""
""
0.0025344533
0.012747976
0.018487146
0.0010845365
""
""
""
""
0.032188356
""
-0.0010392478
0.0075834384
""
0.017033791
""
""
0.022042083
""
""
""
""
""
""
""
""
0.0029160429
