kfr_26_black_pooled_p10
0.26158264
0.29665536
0.32779238
0.25420892
0.28204906
0.28621951
0.27917948
0.30570632
0.24726693
0.28220201
0.26979619
0.28761339
0.20718302
0.24911107
0.26688319
0.27788064
0.39480296
0.27822131
0.25509757
0.29204732
0.30130112
0.29541889
0.28995463
0.29015237
0.30164561
0.3006148
0.30920511
0.29963103
0.31237623
0.29253024
0.29889092
0.28494161
0.30592799
0.31673515
0.31019643
0.29754138
0.30341297
0.28833786
0.30730376
0.27003494
0.29630831
0.30924731
0.31383994
0.29947418
0.31021738
0.30220783
0.30576843
0.29610887
0.31130579
0.28893593
0.31405652
0.31051502
0.28852054
0.288086
0.28663036
0.29693076
0.29499727
0.28307641
0.27521929
0.29450816
0.304528
0.29102927
0.3131282
0.26750213
0.32425013
0.2924321
""
0.30454049
0.32910264
0.33353326
0.27923334
0.27570498
0.27878204
0.28386879
0.27258465
0.27888983
0.28488103
0.26607409
0.31607366
0.28774691
0.28199407
0.27353007
0.31318483
0.28160948
0.28864127
0.2893804
0.30116498
0.30735248
0.29823181
0.29386273
0.30126774
0.29109398
0.27100578
0.27714133
0.39161828
""
0.30105942
0.29045525
0.31259477
0.31210768
0.30509698
0.35951468
0.34624904
0.32426393
0.30332822
0.32064924
0.29836762
0.30915758
0.30367857
0.3162331
0.30082586
0.30611044
0.30241925
0.30063605
0.32349572
0.28777629
0.2997427
0.28341338
0.28340188
0.29101902
0.28481266
0.29310074
0.30884007
0.3262057
0.29882476
0.31023741
0.29738361
0.3087039
0.29854745
0.30073383
0.31781667
0.28406316
0.27781272
0.3017793
0.30529159
0.30212039
0.3003473
0.29997116
0.28518492
0.31148064
0.29591355
0.30789325
0.30728215
0.30474538
0.28698441
0.28743973
0.28820914
0.29029232
0.28499702
0.28002799
0.29635242
0.30925775
0.3002038
0.32031476
0.29721066
0.30673617
0.32273245
0.30918247
0.30034819
0.2932179
0.24587549
0.32442904
0.35615802
0.31521657
0.3412964
0.36647525
0.32133368
0.22298154
0.32522342
0.3002404
0.29481965
0.28536212
0.37199438
0.26520845
0.19436306
0.33017582
0.25973463
0.25062913
0.29613468
0.16030711
0.51423144
0.33590296
0.27970767
0.30202082
0.27880961
0.27058753
0.29495832
0.30509329
0.26897511
0.26857993
0.31306446
0.3168498
0.27611277
0.24562308
0.29926777
0.28657135
0.25499523
0.25445151
0.26856986
0.26498473
0.27509686
0.24901073
0.29785424
0.29875261
0.26378074
0.27785254
0.28992051
0.23975088
0.30154502
0.28707755
0.28747112
0.26712665
0.55070031
0.24453166
0.30978188
0.25820908
0.26656032
0.28188828
0.32187885
0.28130549
0.30798653
0.27216247
0.28504676
0.30920833
0.28371274
0.25817779
0.33712056
0.29073873
0.27539527
0.27185321
0.2730296
0.28632349
0.39886943
0.25477833
""
0.29901978
0.47137421
0.25359282
""
0.34900862
0.2658262
0.33909017
0.30517596
0.30739662
0.32471976
0.32479936
0.30430028
0.27976313
0.39402691
0.29317403
0.29056361
0.30599767
0.32603121
""
0.34856421
0.34063977
0.2898834
0.29672194
0.386859
0.34325063
0.25169253
0.30866286
0.29703522
0.27685416
0.33329457
0.35435957
0.33730334
0.34737027
0.31406906
0.30451778
0.31257355
0.30963969
0.32719687
0.35040581
""
0.35807371
0.34257683
