kfr_hisp_male_mean
0.4486331
0.47723597
""
""
0.4720895
""
""
0.49900126
""
""
0.45025897
""
""
""
""
0.47185415
0.38204345
""
""
""
""
0.37380159
0.47955194
0.27635199
0.40690511
0.42055592
0.39828676
0.41504136
""
0.39158779
0.5424422
""
""
""
0.46240234
0.39214918
0.42593423
""
0.3938227
0.44861197
0.40787369
0.38962919
""
""
0.46114105
""
""
0.34792799
0.46606258
""
0.46868426
0.37647882
""
""
""
""
0.42267627
0.35490474
0.54119623
""
0.42123687
0.38980335
0.41096938
0.59539866
""
""
""
""
""
0.43798432
""
""
""
""
0.45523059
""
""
0.45029071
0.49202976
0.56597704
0.43788573
""
""
0.42219675
""
""
""
""
""
""
""
""
""
""
""
""
0.42129344
0.45240226
0.47591734
0.44481593
0.49418435
0.52121007
0.44968623
0.41889778
0.39813957
0.42830518
0.41269842
0.42407119
0.43228391
0.43394196
0.43019834
""
0.56294847
0.46904182
0.43134126
0.40606141
0.41597459
""
0.4116945
""
0.44349182
""
""
""
""
0.44592983
0.40627834
0.37726474
0.43232298
""
""
0.42467344
""
0.42641455
0.3295055
""
0.37645122
""
0.42626172
0.38740656
0.47108749
0.39708826
0.38039675
""
""
0.42691585
0.4315421
""
""
""
""
""
0.63970298
0.34694135
""
""
0.41694963
0.4572084
""
""
""
""
""
""
0.27290019
""
0.40934813
0.44844595
0.40028182
""
0.44084838
""
0.37153301
0.44911039
""
""
0.38671982
0.41212517
""
""
0.42151597
0.47122937
0.40618885
0.47945657
""
0.43769705
0.50077826
""
0.50691271
0.44030285
0.47007781
0.46066448
0.50432122
0.40235189
0.50679857
0.40870824
0.45833984
0.44997707
0.44866636
0.38342771
0.46812406
0.4279519
0.42571357
0.47964808
0.44831505
0.43401399
0.51707298
0.41360277
0.42800075
0.44063887
0.47565404
0.38238215
0.4649297
0.49993655
0.48518553
0.46834785
0.50793928
0.46590003
0.44181988
0.45108342
0.47059661
0.45161924
0.45637986
0.48090062
0.44791734
0.46618876
0.52298635
0.46621808
0.48839527
0.46380317
0.44998342
""
0.5262531
0.51325613
0.47809955
0.43902636
0.45866615
0.42250842
""
0.42397454
0.44973752
0.4678883
0.47595203
0.44563803
0.45725191
0.43271571
0.47926822
0.4526889
""
0.38186124
0.45981461
0.52323568
0.44378409
