staytract_hisp_male_mean_se
0.038989116
0.036726288
""
""
0.05520951
""
""
0.033979196
""
""
0.077964626
""
""
""
""
0.040369224
0.062865123
""
""
""
""
0.073240317
0.027829951
0.095687814
0.05306172
0.069554262
""
0.05746134
""
0.054126579
0.11163779
""
""
""
0.040134404
0.067362264
0.021641603
""
0.054980349
0.10902137
0.041129407
0.052562255
""
""
0.023501003
""
""
0.042199992
0.023353772
""
0.024665708
0.041994438
""
""
""
""
0.036866095
0.065725714
0.033924229
""
0.014534162
0.062774234
0.041175753
0.086046644
""
""
""
""
""
0.013244341
""
""
""
""
0.024186175
""
""
0.048833691
0.059257977
0.055963147
0.065033436
""
""
0.03437192
""
""
""
""
""
""
""
""
""
""
""
""
0.052287083
0.010378231
0.018362949
0.023045711
0.024700034
0.035569154
0.03805143
0.0025063786
0.012954156
0.024606243
0.0041141654
0.0097561991
0.011156633
0.015025724
0.0074140457
""
0.087040246
0.051486164
0.017466281
0.0965681
0.09208025
""
0.05548187
""
0.064044386
""
""
""
""
0.11173304
0.053357318
0.037982658
0.062206067
""
""
0.093815461
""
0.044680502
0.087679073
""
0.039580531
""
0.068076156
0.057180688
0.083282299
0.089384802
0.083039381
""
""
0.045283072
0.050709594
""
""
""
""
""
0.062965192
0.058265682
""
""
0.070257746
0.050952099
""
""
""
""
""
""
0.08614327
""
0.070591882
0.067532718
0.050251875
""
0.016948894
""
0.082096428
0.047151878
""
""
0.024204623
0.047936279
""
""
0.060182314
0.053649258
0.019710582
0.040140018
""
0.051871747
0.0041728392
""
0.036311325
0.012963494
0.033814576
0.029258007
0.0050953184
0.036953095
0.014645963
0.0035619924
0.029838588
0.022125464
0.005913951
0.052585427
0.0039900276
0.0089635281
0.029402096
0.032771733
0.0011555488
0.0083953571
0.013357378
0.052373853
0.020365417
0.0066135167
0.064322077
0.083374903
0.004909277
0.012208297
0.023378123
0.0025986913
0.010740863
0.05931877
0.0026469065
0.0043739346
0.011704232
0.0023776595
0.0024892243
0.0068359603
0.0045529185
0.010456988
0.0055110827
0.0060848873
0.0033930552
0.0075790193
0.016875209
""
0.030613264
0.0067645945
0.0081228446
0.0051358747
0.013534667
0.021466726
""
0.0047855838
0.029311927
0.0042221448
0.0098240552
0.017288387
0.0058523482
0.026028953
0.0065729264
0.072049424
""
0.050186511
0.011244873
0.022007508
0.055377614
""
0.047554482
0.048403084
0.061745208
0.061244223
""
0.030690921
0.0048228526
""
0.014154802
0.048669554
0.041203704
0.0066939248
