somecoll_other_female_p100
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83308423
""
""
""
""
""
""
""
0.86277241
""
""
""
0.96617764
""
1.207934
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.99345446
""
""
""
""
1.2694422
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.92233926
0.79295963
""
""
""
""
0.94548291
""
""
0.91548181
""
""
1.0314299
""
""
""
""
0.80794537
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.87101918
""
""
""
""
""
1.398671
""
""
""
""
""
0.5903973
""
""
""
0.98413676
""
""
0.8515771
""
""
1.0077682
""
0.82246166
0.98447716
""
""
""
""
0.88205165
""
""
""
0.95041645
""
1.0083972
""
1.2724501
0.92076766
""
""
0.79158062
1.0160789
""
0.92123592
1.0027771
""
0.82017821
1.0097678
""
0.91378999
0.97453803
0.89503419
0.9315514
1.1216909
0.9524014
1.077525
0.98012888
0.97927588
1.1966426
""
""
0.90191317
0.89477158
0.82324576
0.88414186
""
""
0.9299705
""
0.99780965
1.0249608
0.73531574
0.93320304
""
0.95699686
""
""
""
0.7745887
""
""
""
""
""
""
""
""
""
0.98158264
""
0.98914105
""
""
0.82834333
""
""
""
""
""
""
""
""
0.9502933
""
""
""
""
1.067219
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0366323
""
1.0257937
0.94334447
""
""
0.89776945
0.91606438
""
""
0.83721429
1.0151588
""
0.9442156
1.1147496
""
1.1231016
""
0.72484142
1.0217273
""
""
""
""
""
""
""
""
1.0907223
0.91209036
""
""
""
""
""
""
""
""
""
""
""
0.88619304
""
""
""
""
""
""
1.1563349
""
""
""
""
1.3335253
""
""
1.0186989
""
""
0.99419802
""
0.8427403
1.1447908
1.0265508
1.2930621
0.97407317
1.1157806
""
""
0.97454059
1.0269283
1.1318499
0.98431289
""
""
""
""
1.0621195
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77041656
""
""
""
""
""
0.82951552
""
0.84296286
""
""
0.97791076
""
""
""
""
""
""
""
1.1289896
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86296773
""
""
""
""
""
""
1.0083479
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0928184
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0606351
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.1299981
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84278303
0.89716619
1.0303274
0.79807419
0.67894197
""
""
""
""
""
""
""
""
""
""
""
""
1.0361792
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
