kir_stycz_white_male_p75_se
0.042170662
0.076812565
0.037115797
0.029981915
0.025231747
0.042273998
0.042388298
0.038160563
0.025770111
0.036725897
0.054173697
0.067607298
0.047664754
0.063984372
0.029428842
0.037261013
0.033448577
0.071136281
0.024078647
0.024785856
0.023724053
0.026996052
0.029356228
0.043857597
0.037756637
0.040080231
0.055571705
0.049329937
0.031581618
0.041561652
0.02830659
0.037912287
0.038421668
0.036592599
0.045274608
0.043634795
0.058473084
0.044278115
0.091149732
0.040022504
0.04255037
0.037535276
0.047064178
0.063327774
""
""
0.10044821
0.064910583
0.085512578
0.07209418
0.073763438
0.051275853
0.071962148
0.046643551
0.0349635
0.042944815
0.038863365
0.030254891
0.05229944
0.044635106
0.04864905
0.038356021
0.037531238
0.026618214
0.030089928
""
""
0.090107843
0.069776192
0.063001789
0.064994439
0.073355086
0.076895878
0.054483157
0.070545979
0.082083583
0.09768232
0.064451762
0.10198988
0.10106918
""
""
0.049309861
0.10772701
0.052109692
0.035860647
0.028515507
0.050676081
0.039422464
0.062893488
0.04613496
0.038854875
0.044515785
0.030529175
0.031612128
0.035025835
0.15645075
0.053050682
0.044517845
0.044653416
0.050483074
0.042583644
0.029790856
0.037563246
0.041271199
""
0.056314725
0.056401063
0.061133433
0.048364475
0.047949649
""
0.043255474
0.046542089
0.049004383
0.088472262
0.057892039
0.048486546
0.054975249
0.06119065
0.052913468
0.041093696
0.036127787
0.049080949
0.045986827
0.039267737
0.034494981
0.052926768
0.053610899
0.040231727
""
0.04065004
0.055665776
""
0.058491752
0.10141719
0.050389178
""
0.057636771
0.038695291
0.039508853
""
""
0.048417129
0.066415809
0.056123532
0.069236323
0.064409785
0.053965859
0.053852234
0.046934634
0.1061701
0.081578784
0.048763681
0.062642813
0.065491296
0.1169437
0.078676753
0.056357559
0.093317777
0.054869104
0.056034021
0.027330574
0.032166384
0.070046626
0.050046895
0.058155105
0.13408858
0.053354651
0.034385074
0.048885811
0.032599304
0.03295726
0.03127313
0.040709917
0.056603022
0.042431969
0.046286974
0.04524019
""
0.073510341
0.073582411
0.086633585
0.075695582
0.098981775
0.059774697
0.11887253
0.053824034
0.05094016
0.05452681
0.05659112
0.053787582
0.084754899
0.056875847
0.051274013
0.06555973
0.07216537
0.089662157
0.090101808
0.071308777
0.067386433
0.079211809
0.096462503
0.071382001
0.053579934
0.14193103
0.10172623
0.03899353
0.036594957
0.037722085
0.040308021
0.044823568
0.04178587
0.040310785
0.036586467
0.027397037
0.033282492
0.04682301
0.066519126
0.04567704
0.051686447
0.060642414
0.038647529
0.052870546
0.047285628
0.033852294
0.055140067
0.064703099
0.068420961
0.042103104
0.058906183
0.060325846
0.047402553
0.037893929
0.053002205
0.053826578
0.060829338
0.048491456
0.046688352
0.037308071
0.056356028
0.074739933
0.064771771
""
""
0.08149907
0.053034525
0.075754784
0.083514802
""
""
""
""
0.11691765
0.054039519
0.067851163
0.04414608
0.043504298
0.05180693
0.042551119
0.046923462
0.065514207
0.063230909
0.047248404
0.059932046
0.058498498
0.052249648
0.060584877
0.029987467
0.042886492
0.057700515
0.031847555
0.044081006
0.034788344
0.036949269
0.035875667
0.040264815
0.033659223
0.048970968
0.03477082
0.034761995
0.0644283
0.047500722
0.052622017
0.045817234
0.048067238
0.092060558
0.061351944
0.078578852
0.050424311
0.14282706
0.055337131
0.076285556
""
0.042653881
0.089615278
0.085986473
0.15018602
0.16740912
0.08724726
0.1648362
0.037470274
0.063114457
0.087721787
0.078823544
0.10010625
