kfr_imm_white_male_p10
0.32778856
0.27214047
""
0.41952422
0.3593975
""
0.46185988
""
""
0.4246062
0.34521031
0.47445205
""
0.45272362
0.34415308
""
""
0.38741797
""
""
0.34694365
0.43478188
0.29424632
0.31382653
0.44586045
""
0.47560957
0.43208781
0.41398016
""
0.37966803
0.42021871
0.45179236
0.39059144
""
0.36162227
""
0.53479481
""
""
0.35446328
""
""
""
""
""
0.4213157
0.5364868
0.47589383
0.58118093
0.36361158
0.5784018
0.28404614
""
""
0.43347695
""
""
""
0.45908096
""
0.43623397
""
""
""
""
""
""
""
""
""
""
""
0.31807151
""
""
""
0.33416101
""
0.45900828
""
0.45829371
""
0.3157872
0.40478063
0.30446228
0.55354995
0.27457407
0.3768498
0.38682142
0.55714846
""
""
0.37366039
""
""
""
0.28137878
0.38631445
0.32585475
0.39461377
0.42191488
0.41961157
0.38956851
0.31039652
0.42345649
0.3794176
0.43371388
""
0.2689538
0.38265246
0.45604527
0.47346658
""
0.3745043
0.4361307
0.41737914
""
""
""
0.52016848
""
""
0.46694049
""
0.37701631
0.40143624
""
""
""
0.47774073
0.39317897
0.34256366
""
0.42021549
""
0.46888989
0.41631928
""
0.45443609
0.48114836
0.4886145
""
""
0.30049545
""
0.32164007
0.13034201
""
""
""
0.37173453
0.56776887
""
0.3536922
0.36582246
""
0.26281559
""
""
""
""
0.34675816
0.4875755
""
0.4969593
0.22609559
0.35374394
0.29050654
0.40222761
0.4389118
0.3313199
0.53315485
0.42539552
0.48481497
0.50938511
0.33372903
0.38900641
0.31696817
0.40750855
0.45841888
0.39645937
0.36111128
""
""
0.39916736
""
""
0.4512434
""
""
0.41053426
0.3590585
""
""
""
0.26619285
0.27777594
0.36177894
0.25706562
0.39754075
0.59109759
0.6081087
0.31980669
0.37595838
0.44413608
0.40834561
0.31342995
0.49008811
0.44519377
0.37859628
0.49183747
""
""
0.48065948
0.37066254
0.43128243
0.46842489
0.48655182
0.31656161
0.55493814
0.48968089
0.40453205
0.32373974
0.44186246
0.43380392
0.42472273
0.37388846
0.50543278
0.502325
0.47216737
0.44858769
""
0.44670343
""
""
""
0.30601385
""
""
0.35206369
0.33202794
0.32625794
0.42339376
0.69566888
""
0.48829755
0.41731101
0.56638414
0.5079754
0.47266561
0.55044627
0.49418229
""
0.48939955
0.44952914
0.41641417
0.47391039
0.3926104
0.44925877
0.40196428
0.43193847
0.44662407
0.44923443
0.42709705
0.53397274
0.47519016
0.51960373
0.50875169
0.4018684
0.53875405
0.32155195
""
0.45884976
0.55129242
0.49436474
0.41892615
0.51799625
0.51186025
0.51596516
0.46895504
""
""
0.5141809
0.41566762
0.61652929
0.47641486
0.49490997
0.37240681
""
""
""
0.68169492
0.53716952
0.476969
""
""
0.31699264
0.20537141
0.38713589
0.45984885
""
0.38134393
0.69589591
""
0.37094375
""
""
0.41877207
""
0.46284375
0.43071082
0.52171302
0.44125244
0.47993529
0.40350926
""
0.45561206
0.58619744
0.3850835
0.55577725
0.41699135
0.52635711
""
""
0.59743077
0.41009155
0.3888084
0.23503035
0.40915006
""
0.37001589
0.37816215
0.45302173
0.4445976
0.51202738
0.50623381
0.14007773
""
0.48513705
""
""
0.48239797
0.42838156
0.12683216
""
0.37284243
""
""
0.60621321
0.39953396
""
0.62567776
""
0.42590487
0.50735003
""
0.36617541
""
""
""
""
0.38060555
""
""
""
""
""
""
""
""
""
0.54514742
""
""
""
""
""
""
0.45276737
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38479733
""
""
""
""
""
""
0.38879752
0.35706922
""
0.4022035
0.39155558
""
""
""
0.48775041
0.3372232
""
""
""
""
""
""
""
""
""
""
""
""
0.44944978
""
""
""
""
""
0.38721287
0.2338232
0.43688592
""
""
""
