kfr_26_other_female_p75_se
0.06240562
0.05186725
""
""
""
""
""
0.041786555
""
""
""
""
""
""
""
0.053566888
0.086036809
""
""
""
""
0.10772787
0.054856643
0.080421992
0.068181179
0.06164287
0.1052
0.071784705
""
""
""
""
""
""
0.059122629
0.062046777
0.025267283
""
0.072361879
0.057411741
0.058643784
0.075571008
""
""
0.021733547
""
""
0.088111587
0.034608077
""
0.038811889
0.054609098
""
""
""
""
0.073262185
0.081706852
0.04350948
""
0.081393115
0.099856652
0.05728925
0.11192726
""
""
""
""
""
0.013192054
0.10229714
""
""
""
0.023671204
""
""
0.034216881
0.044906441
0.059076879
0.063172713
""
""
0.039755411
0.094943166
""
""
""
0.10858644
0.065363757
""
""
""
""
""
0.11233
0.086482644
0.028241849
0.037811413
0.087117322
""
""
0.11115721
0.0074402415
0.037326206
0.054775033
0.014969754
0.037593152
""
0.041962106
0.038243212
""
""
0.095511034
0.03600141
""
""
""
0.096460879
""
""
""
""
""
""
""
0.075959817
0.058698293
0.09433458
""
""
""
""
0.06114471
""
""
0.060180489
""
""
""
0.090748876
""
""
""
""
0.065365188
""
""
""
""
""
""
""
0.052712802
""
""
0.091045059
0.089967199
""
""
""
""
0.11680637
""
""
""
""
""
0.073144317
""
0.025158037
""
""
0.060124442
""
""
0.032606933
""
""
""
0.10822733
""
0.032052055
0.088975362
""
""
0.0067141401
""
0.05622704
0.028741203
0.075444795
""
0.0078560961
0.063859209
0.023249894
0.014421191
0.089718863
0.032334153
0.050078984
0.091416456
0.013637707
0.029720442
0.057564363
0.074942537
0.0038144183
0.036477175
0.018847946
0.086087175
0.04081152
0.022933675
""
""
0.014820903
0.028016374
0.032029085
0.0064221858
0.016263502
""
0.0080300551
0.0071956981
0.043169152
0.0076857815
0.0055050757
0.01092251
0.011878475
0.02085113
0.0085898023
0.017870415
0.0065742703
0.021867201
0.0265099
""
0.048692159
0.01027897
0.014994225
0.015574153
0.031298228
0.055416413
""
0.023694055
0.047862593
0.010614927
0.024465509
0.032080583
0.020113669
""
0.0132363
""
""
""
0.024187464
0.042053357
""
""
""
""
""
""
""
0.11255939
0.017751794
""
0.026258741
""
0.080521934
0.01116649
0.070074178
0.076835029
""
""
""
""
""
""
0.015798124
""
""
""
0.093490608
0.02622911
""
""
""
0.04048923
""
""
0.080480911
0.089004606
0.096999981
""
""
""
""
""
""
0.044679716
""
""
""
""
""
""
""
""
0.075547472
""
0.032142434
""
0.016164599
0.016150611
0.03588609
0.033538379
0.016474092
0.020591682
0.037879352
0.041312255
0.027886447
0.019609565
0.041079037
0.01962758
0.035693757
""
0.033000793
""
0.017545693
0.011804036
""
0.05721765
0.047679361
0.028590724
0.045115739
0.077388413
""
""
0.014819167
0.024667567
0.069450907
""
0.17312743
""
""
""
""
""
""
0.045944344
0.066623263
0.015027411
""
0.058565419
