two_par_asian_pooled_p25
0.62537628
0.76247835
0.52113348
0.74459928
0.60715759
0.75271982
0.55852085
0.62307191
""
0.69693464
0.64899242
0.65912116
""
0.64809072
0.71182585
0.69089133
""
0.74474633
""
0.63413012
0.66283256
0.745547
0.75626153
0.83955389
0.7383185
0.69871545
0.67203188
0.7363379
0.72068304
0.56497419
0.73434222
0.69684237
0.74545479
0.77283269
0.7672618
0.74483711
0.95423728
0.76584655
""
""
0.63791931
0.66467345
""
""
""
0.62053537
0.78555191
0.78556532
0.7639991
0.66568232
0.70062274
0.73337334
0.67766148
""
""
0.62786168
0.77954948
""
""
0.66476363
0.77147424
0.63427782
""
0.66842139
0.86135864
0.81059831
""
0.88168472
0.74698615
0.96699047
0.53832203
0.62806433
0.76543945
0.59615827
0.53540331
""
0.59771603
0.83915716
""
0.61728734
0.56901431
0.68220514
0.79520708
0.56699342
0.68059963
0.71266246
0.67072767
0.75925374
0.69727367
0.78672433
0.62879801
0.7334438
0.47393718
0.76923263
0.90077126
""
0.82727051
0.70160908
0.68036598
0.74336874
0.68156809
0.70326382
0.71670032
0.62496686
0.72413641
0.73333228
0.72538382
0.61986214
0.66389281
0.75256681
0.79532373
0.80209386
0.71273917
""
0.73061544
0.62299711
0.78824484
""
""
0.5582369
0.71709025
0.63029712
0.74021053
0.85788304
0.64712429
0.71001995
0.66394645
0.83738881
0.78083688
0.64509141
0.70100313
0.67960501
0.60360014
0.80120021
0.50256968
0.70877421
0.72677904
0.66465306
0.7986269
0.767263
0.69018328
0.65848678
""
0.54793638
0.73252726
""
0.76017022
0.51037967
0.66575366
0.65677124
0.30256298
0.70697081
0.64668792
""
0.7211197
0.64933813
0.58685875
0.66565156
0.62749517
0.72178638
""
0.73124224
0.79971379
0.75463867
""
0.71577126
0.62925839
0.56625211
0.51773584
0.68126059
0.73327017
0.78729105
0.6674301
0.68368912
0.69076371
0.6297766
0.76433754
0.64577991
0.5244357
0.85412019
0.83459538
0.66784143
0.61162478
0.5704295
0.54458499
0.70419776
""
0.75490302
0.70525992
""
0.66555285
0.80907094
0.65860647
""
1.000276
0.67120999
0.61784017
0.52533662
0.69417477
0.67126799
0.61822867
0.65000606
0.62971914
0.64280498
0.64575678
0.66972661
0.69599921
0.73990268
0.59198976
0.64661419
0.73255235
0.74914896
0.67840463
0.71348578
0.7421084
0.67178994
0.63498968
0.72911131
0.74136734
0.75784433
0.64481336
0.7055589
0.73818946
0.56774563
0.64806622
0.66768026
0.68483669
0.84002692
0.71717274
0.75655288
0.72255117
0.64110678
""
0.73783326
""
0.87234378
""
0.62544388
""
0.79586935
0.78348076
0.77402884
0.91858983
0.74261647
0.63768035
0.79159701
0.685063
0.64031267
0.6993109
0.6403957
0.68088019
0.60161382
0.55641061
0.70513445
0.73169059
0.83264136
0.60819823
0.74444985
0.90163046
0.73837328
0.59138966
0.7194972
0.70494461
0.69367307
0.68993795
0.77932936
0.74908948
0.74667162
0.7332505
0.70668983
0.70225894
0.70543838
0.33060628
0.65678483
""
0.66359758
0.67736816
0.60092711
0.7936371
0.75691211
0.68963474
""
""
0.67853969
0.65829432
0.61459178
0.64061606
0.67233461
0.68030226
0.68797058
0.65580076
""
0.25165614
0.75234371
0.67006558
0.93562704
0.47945449
0.72997731
0.47647595
0.58875227
0.64865762
0.64150929
0.76503301
0.74769408
0.52972203
0.61800182
0.80146122
0.57580298
0.63230145
""
0.64720982
0.61226714
0.73342621
0.77491802
0.76403749
0.69453001
0.89235455
0.85936612
0.8351087
0.81133103
0.64931524
0.69882196
0.67926413
0.6615358
0.81871206
0.63800275
0.68107373
0.69426727
0.58587837
0.65989262
0.8441506
0.75082976
0.68537432
0.74139315
0.6490187
0.73066366
0.58283585
0.82521176
0.82198226
0.7144475
""
0.63717407
0.70662963
0.79085708
0.36352915
""
0.88944727
0.75807881
""
0.87572324
0.64757252
0.51444316
0.6378544
""
0.72646248
0.77167958
""
0.77033693
0.94799078
0.45913288
0.77648729
0.82902277
0.68089253
""
""
0.83918816
0.92988348
""
""
""
""
0.83356774
0.66563594
""
""
""
""
""
""
0.62895954
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65421402
""
0.60230398
""
""
""
""
""
0.75835931
0.65346193
""
""
0.68044925
0.67657506
""
""
""
0.72959167
0.78345609
""
""
""
""
""
""
""
""
""
""
""
""
0.65835786
0.71653646
0.91213238
0.58879155
0.62501806
0.64927161
0.62145418
0.7450369
0.64709055
0.72123939
""
0.40839502
0.63954324
""
""
""
""
0.77628666
0.74966496
""
""
0.98311108
""
0.5734421
""
0.66127264
0.50712806
""
0.65835959
0.46160999
0.99374408
0.72064006
0.8179369
""
""
""
""
0.49075225
0.63282752
""
""
0.66715342
""
""
""
""
""
""
""
""
""
0.97585458
0.81644511
""
0.86457098
""
0.60757005
0.69180185
0.65102917
""
""
0.53667486
0.55799657
0.90130043
0.66164029
""
""
""
""
""
0.29878864
""
""
0.69376534
0.67830235
0.64522207
0.77041304
0.64529431
0.687994
0.47639316
0.73397446
0.53724974
0.67669839
0.65354013
0.57860267
""
""
0.65724868
0.95876408
0.72333306
0.59451646
0.77695614
0.60607916
0.70369655
0.65949911
0.82960212
0.54419547
0.57949424
0.71615362
""
""
0.77422577
0.71081394
0.65031618
""
0.80822152
""
0.75057489
""
0.44679588
0.69070226
0.71951663
""
0.64941961
0.66289902
""
""
""
""
0.69141984
""
""
0.56033325
""
""
0.67770374
0.73721588
""
""
0.71578383
""
0.72084069
0.91820759
0.80500805
""
0.74406558
1.0032134
""
""
""
""
0.684062
0.74471384
0.71144497
0.76002014
0.73190486
0.73369563
0.82846045
0.73286605
0.57735014
0.74115789
""
""
""
0.88150573
0.87233621
0.50317746
""
""
0.6675424
""
""
0.74080759
""
""
""
0.82720113
0.75705022
0.72351199
0.6101386
0.79448777
0.69942129
0.71049428
0.79138744
0.76393014
0.71604633
0.69402039
0.8274523
0.50310183
""
0.8076334
0.89544284
0.73635429
0.72375298
0.65100169
0.65276134
0.816953
0.71495634
0.48133746
0.70192617
""
""
""
""
""
0.68556345
0.67743409
0.52282715
0.66572291
""
""
0.44843981
0.70689124
""
""
0.76276535
""
0.68158853
""
""
""
""
""
""
0.80601251
""
""
0.78778595
0.91607469
0.86704904
""
""
0.75699431
0.87952435
""
""
0.63292116
""
0.66203392
0.62904567
0.57534236
""
0.72619486
""
""
0.70771986
