kir_native_white_female_n
512.0
1217.0
189.0
155.0
510.0
""
144.0
967.0
261.0
188.0
323.0
90.0
174.0
97.0
136.0
491.0
475.0
85.0
61.0
380.0
131.0
818.0
539.0
178.0
665.0
665.0
286.0
912.0
171.0
289.0
265.0
""
76.0
151.0
1315.0
596.0
4115.0
133.0
783.0
300.0
683.0
527.0
38.0
42.0
1971.0
111.0
296.0
879.0
2617.0
123.0
1301.0
1110.0
31.0
120.0
184.0
158.0
281.0
580.0
1653.0
""
583.0
297.0
1087.0
626.0
102.0
46.0
216.0
""
""
2269.0
""
""
""
""
839.0
""
""
282.0
426.0
110.0
97.0
""
""
531.0
20.0
""
""
""
31.0
69.0
""
45.0
58.0
""
""
""
93.0
783.0
818.0
295.0
244.0
88.0
74.0
19036.0
1122.0
453.0
4520.0
871.0
41.0
1215.0
572.0
213.0
213.0
450.0
1723.0
421.0
93.0
45.0
298.0
76.0
198.0
233.0
305.0
136.0
229.0
256.0
772.0
628.0
318.0
167.0
57.0
124.0
158.0
990.0
219.0
145.0
752.0
163.0
459.0
210.0
365.0
123.0
495.0
154.0
189.0
529.0
290.0
53.0
254.0
59.0
94.0
107.0
296.0
664.0
186.0
173.0
372.0
483.0
98.0
83.0
98.0
164.0
222.0
133.0
143.0
149.0
297.0
222.0
654.0
81.0
2578.0
230.0
171.0
1026.0
117.0
119.0
1189.0
150.0
237.0
131.0
456.0
219.0
1727.0
819.0
71.0
194.0
4879.0
""
253.0
1593.0
198.0
115.0
5003.0
218.0
1398.0
3147.0
245.0
1033.0
266.0
163.0
3768.0
672.0
276.0
284.0
18478.0
677.0
1279.0
128.0
541.0
1035.0
92.0
41.0
1304.0
829.0
865.0
11718.0
2336.0
92.0
7242.0
6850.0
305.0
7516.0
11610.0
982.0
2877.0
1678.0
2391.0
1902.0
5904.0
1374.0
1678.0
""
537.0
2319.0
3150.0
2785.0
645.0
592.0
68.0
1714.0
398.0
4306.0
903.0
474.0
2888.0
132.0
5267.0
71.0
91.0
81.0
2282.0
589.0
165.0
25.0
71.0
51.0
""
52.0
57.0
309.0
2323.0
""
2034.0
90.0
311.0
5151.0
514.0
474.0
36.0
33.0
129.0
""
46.0
""
5757.0
50.0
127.0
74.0
533.0
2598.0
129.0
88.0
317.0
1310.0
""
207.0
238.0
376.0
348.0
232.0
38.0
182.0
101.0
78.0
134.0
962.0
150.0
111.0
88.0
44.0
""
20.0
70.0
38.0
227.0
140.0
1859.0
192.0
5167.0
5440.0
1834.0
1232.0
4897.0
2385.0
1300.0
1082.0
1088.0
3646.0
1307.0
652.0
1273.0
169.0
1420.0
189.0
3926.0
6242.0
87.0
1030.0
841.0
1633.0
1188.0
349.0
131.0
71.0
5083.0
2205.0
402.0
56.0
159.0
133.0
37.0
118.0
65.0
112.0
145.0
1073.0
539.0
5872.0
174.0
811.0
361.0
96.0
45.0
1525.0
3115.0
1397.0
256.0
55.0
87.0
1894.0
1691.0
935.0
2528.0
435.0
524.0
1643.0
259.0
4791.0
1096.0
5504.0
2739.0
5589.0
3329.0
463.0
1145.0
1272.0
1244.0
2237.0
3161.0
251.0
283.0
133.0
113.0
3204.0
160.0
328.0
198.0
121.0
42.0
89.0
""
203.0
165.0
438.0
672.0
137.0
125.0
777.0
74.0
84.0
93.0
272.0
267.0
109.0
142.0
""
396.0
47.0
809.0
502.0
68.0
1263.0
135.0
202.0
1306.0
498.0
20.0
1138.0
51.0
3932.0
270.0
287.0
991.0
127.0
821.0
80.0
141.0
152.0
110.0
124.0
1832.0
133.0
61.0
451.0
903.0
48.0
25.0
379.0
124.0
128.0
73.0
147.0
1114.0
607.0
789.0
200.0
2948.0
168.0
43.0
417.0
390.0
120.0
120.0
3897.0
279.0
1054.0
""
225.0
178.0
166.0
120.0
996.0
960.0
74.0
448.0
89.0
77.0
75.0
34.0
45.0
175.0
146.0
50.0
343.0
268.0
353.0
68.0
40.0
602.0
149.0
136.0
43.0
49.0
248.0
39.0
124.0
49.0
128.0
152.0
68.0
125.0
315.0
1021.0
371.0
373.0
73.0
667.0
152.0
258.0
146.0
141.0
272.0
35.0
120.0
""
79.0
22.0
929.0
549.0
""
81.0
62.0
455.0
187.0
29.0
143.0
20.0
""
133.0
44.0
76.0
38.0
272.0
245.0
208.0
79.0
49.0
434.0
51.0
44.0
113.0
195.0
643.0
547.0
247.0
39.0
126.0
242.0
""
26.0
170.0
683.0
62.0
78.0
78.0
176.0
299.0
2190.0
107.0
319.0
3077.0
55.0
1200.0
140.0
148.0
708.0
59.0
115.0
383.0
1531.0
80.0
61.0
""
1475.0
168.0
351.0
""
120.0
49.0
330.0
276.0
230.0
232.0
190.0
201.0
519.0
322.0
1191.0
394.0
120.0
49.0
94.0
442.0
302.0
530.0
128.0
107.0
266.0
123.0
134.0
44.0
914.0
75.0
179.0
1041.0
86.0
248.0
559.0
82.0
685.0
76.0
363.0
260.0
1554.0
585.0
275.0
245.0
709.0
590.0
19315.0
347.0
186.0
1147.0
287.0
403.0
7993.0
344.0
131.0
685.0
357.0
279.0
614.0
616.0
92.0
287.0
722.0
114.0
457.0
63.0
122.0
870.0
599.0
442.0
227.0
723.0
369.0
506.0
183.0
3810.0
1285.0
809.0
721.0
5751.0
1808.0
201.0
582.0
702.0
568.0
423.0
3139.0
1732.0
1444.0
850.0
2940.0
740.0
291.0
286.0
184.0
288.0
313.0
397.0
538.0
582.0
255.0
789.0
1965.0
310.0
313.0
299.0
50.0
95.0
140.0
531.0
245.0
1707.0
2387.0
342.0
2179.0
114.0
143.0
371.0
142.0
732.0
1998.0
272.0
1092.0
219.0
320.0
314.0
260.0
242.0
903.0
4815.0
721.0
2827.0
746.0
459.0
3703.0
821.0
166.0
209.0
655.0
174.0
286.0
509.0
1083.0
386.0
403.0
148.0
374.0
659.0
357.0
688.0
1087.0
644.0
1880.0
331.0
1036.0
299.0
378.0
288.0
440.0
840.0
414.0
2019.0
698.0
480.0
1220.0
672.0
1006.0
609.0
522.0
481.0
313.0
357.0
301.0
1416.0
462.0
960.0
534.0
3530.0
1155.0
541.0
1392.0
6150.0
643.0
133.0
512.0
871.0
503.0
848.0
267.0
652.0
119.0
262.0
308.0
247.0
285.0
175.0
1766.0
422.0
183.0
375.0
431.0
416.0
239.0
2588.0
261.0
519.0
317.0
381.0
416.0
272.0
154.0
1354.0
230.0
107.0
1828.0
263.0
1139.0
423.0
189.0
796.0
337.0
992.0
409.0
398.0
470.0
191.0
108.0
269.0
262.0
163.0
477.0
1739.0
428.0
532.0
395.0
418.0
468.0
288.0
509.0
329.0
439.0
707.0
311.0
320.0
166.0
324.0
490.0
833.0
368.0
738.0
143.0
157.0
372.0
715.0
341.0
1497.0
288.0
490.0
331.0
226.0
222.0
207.0
328.0
252.0
316.0
306.0
422.0
367.0
377.0
211.0
289.0
205.0
284.0
459.0
613.0
261.0
1117.0
347.0
258.0
440.0
600.0
2402.0
213.0
194.0
294.0
256.0
425.0
503.0
605.0
259.0
217.0
239.0
148.0
248.0
546.0
390.0
163.0
356.0
246.0
579.0
278.0
3898.0
1454.0
364.0
130.0
270.0
2132.0
293.0
704.0
944.0
352.0
201.0
255.0
167.0
494.0
747.0
356.0
163.0
727.0
240.0
403.0
1578.0
169.0
325.0
294.0
145.0
272.0
156.0
440.0
267.0
215.0
1027.0
48.0
84.0
299.0
44.0
29.0
164.0
199.0
236.0
20.0
560.0
581.0
91.0
376.0
200.0
932.0
87.0
46.0
453.0
111.0
425.0
336.0
440.0
319.0
62.0
91.0
98.0
114.0
""
117.0
""
137.0
550.0
35.0
42.0
235.0
358.0
113.0
5346.0
57.0
173.0
107.0
309.0
43.0
1030.0
104.0
130.0
75.0
519.0
522.0
320.0
279.0
51.0
430.0
140.0
528.0
132.0
39.0
260.0
311.0
98.0
75.0
397.0
122.0
153.0
106.0
131.0
375.0
210.0
80.0
918.0
146.0
204.0
590.0
162.0
69.0
124.0
748.0
73.0
4340.0
225.0
1858.0
59.0
107.0
91.0
108.0
""
78.0
507.0
140.0
78.0
157.0
45.0
168.0
49.0
235.0
92.0
1351.0
169.0
192.0
220.0
101.0
445.0
102.0
238.0
1275.0
222.0
587.0
324.0
164.0
147.0
258.0
853.0
169.0
146.0
321.0
1152.0
76.0
121.0
249.0
170.0
484.0
406.0
192.0
83.0
128.0
68.0
1135.0
146.0
64.0
151.0
2080.0
184.0
242.0
436.0
94.0
80.0
178.0
346.0
401.0
300.0
127.0
519.0
135.0
1092.0
186.0
202.0
223.0
532.0
255.0
51.0
626.0
99.0
6817.0
550.0
133.0
1962.0
109.0
226.0
157.0
542.0
188.0
57.0
51.0
212.0
154.0
228.0
113.0
312.0
74.0
725.0
110.0
126.0
689.0
103.0
228.0
360.0
91.0
198.0
355.0
73.0
258.0
127.0
142.0
301.0
165.0
343.0
498.0
102.0
316.0
849.0
141.0
34.0
210.0
157.0
539.0
172.0
544.0
39.0
139.0
209.0
169.0
446.0
370.0
196.0
175.0
245.0
107.0
131.0
140.0
194.0
856.0
146.0
137.0
214.0
278.0
57.0
294.0
562.0
157.0
768.0
155.0
277.0
463.0
163.0
1091.0
1575.0
1576.0
82.0
116.0
98.0
112.0
185.0
209.0
2490.0
27.0
163.0
258.0
162.0
249.0
541.0
191.0
146.0
3455.0
372.0
1670.0
896.0
119.0
331.0
1002.0
79.0
223.0
377.0
1161.0
1127.0
199.0
161.0
1209.0
68.0
138.0
245.0
574.0
447.0
43.0
163.0
375.0
566.0
355.0
397.0
2165.0
700.0
27.0
947.0
205.0
580.0
687.0
339.0
383.0
228.0
112.0
52.0
142.0
1202.0
1049.0
2567.0
415.0
709.0
1549.0
525.0
447.0
832.0
1971.0
302.0
533.0
810.0
586.0
515.0
1894.0
791.0
4088.0
5558.0
728.0
328.0
1721.0
950.0
1072.0
238.0
2120.0
397.0
2270.0
1888.0
173.0
5098.0
2177.0
447.0
780.0
161.0
296.0
1331.0
623.0
344.0
1790.0
1637.0
1453.0
3605.0
61.0
4938.0
1047.0
3128.0
1332.0
8746.0
67.0
4650.0
4039.0
1577.0
5899.0
273.0
156.0
1817.0
694.0
457.0
451.0
121.0
985.0
1653.0
363.0
2111.0
1011.0
1900.0
970.0
572.0
558.0
516.0
681.0
1442.0
271.0
649.0
539.0
1965.0
635.0
4436.0
601.0
346.0
