kir_black_male_p75
0.53269362
0.52408594
0.51730698
0.49796948
0.43657136
0.53155404
0.5228917
0.52515602
0.52040994
0.24036655
0.50791407
0.54272908
0.55664307
0.63876015
0.79295164
0.53199667
0.51284474
0.62784928
0.45865765
0.60091585
0.64473492
0.38225141
0.56513792
0.48704618
0.503613
0.55534995
0.56290108
0.50084782
0.52221632
0.53425205
0.49845219
0.53209889
0.55692279
0.52231443
0.53462291
0.63873857
0.52928853
0.51157427
0.52298945
0.53302485
0.53196412
0.459142
0.45154211
0.53101248
0.50676441
0.5454433
0.70580149
0.54269964
0.52574426
0.49945307
0.54738432
0.46037593
0.56332576
0.5175159
0.55994695
0.55083883
0.48730645
0.42987958
0.53425026
0.55684465
0.55635619
0.58379614
0.53623027
0.51279551
0.57014012
0.64447314
""
""
""
0.50999486
""
""
""
""
0.54254013
""
""
""
""
""
""
""
""
0.45484507
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55494082
0.43133208
""
""
""
""
0.49546808
0.38107768
0.56237662
0.48166183
0.50684804
""
0.47661966
0.54334384
0.48800296
0.4297609
""
0.57532489
""
0.63919556
0.42771897
""
0.56463456
0.60466582
""
""
0.43311009
0.5438264
0.64962435
0.48172954
0.70959711
0.50446177
0.56418163
0.5307129
0.55700189
0.51350737
0.47674841
""
""
0.56015843
0.67471874
""
0.57522541
0.41472727
0.55423111
0.464533
""
0.53822589
0.5427345
""
0.4476248
""
0.46154371
0.5531745
0.57226056
""
0.49786657
""
""
0.49620005
0.49761972
0.59197104
""
0.58681577
""
0.51323837
""
0.48835471
""
0.34214553
""
0.69161773
0.064111918
0.5143469
""
0.54607242
0.48456746
""
""
0.47107327
0.75023478
""
""
0.48909071
""
0.4743596
0.42270899
0.57933033
""
0.49855399
""
""
0.51893628
""
""
0.4999215
""
0.4345291
0.48168102
""
0.52627277
0.49987647
""
0.5186547
0.45331559
0.606372
""
0.48155272
0.48937511
0.52005517
""
0.54471087
0.45552239
""
""
0.49339262
0.5706625
""
0.51894104
0.5039745
""
0.48407581
0.46243304
0.54778576
0.49750966
0.49784693
0.51385683
0.46965167
0.49730593
0.4902719
0.5187099
0.51609337
0.44803739
0.64486682
""
0.55269754
0.502249
0.44128299
0.46225274
0.46357131
0.44531757
""
0.53381795
0.55916053
0.53854871
0.58244473
0.55134171
0.52721339
""
0.51970869
""
""
""
0.54940689
0.53715211
""
""
""
""
""
""
""
""
0.49666145
""
0.54841447
""
""
0.51827288
""
""
""
""
""
""
""
""
0.55589968
""
""
""
""
0.49564046
""
""
""
0.42214727
""
""
""
""
""
""
""
""
""
""
""
0.57239497
""
""
""
""
""
""
""
""
""
""
0.60936391
""
0.5174697
0.51359195
0.58948284
0.57317883
0.50914299
0.53384739
0.58878237
0.52466452
0.53640592
0.512501
0.5154987
0.51913089
0.46584341
0.58656567
0.47381279
0.53381395
0.48391002
0.49671865
0.67205
0.47164807
0.56192642
0.48194814
0.53288233
0.50502014
0.52758551
0.46376535
0.48670191
0.49477783
0.51242578
0.53474879
0.46197188
""
0.30948624
0.45945552
0.42978615
0.62964982
0.4825207
0.5180347
0.49389821
0.48495838
0.29199708
0.48866233
0.40955639
0.47999102
""
0.47302571
0.49645168
0.4978922
0.55168599
0.35196447
0.46317002
0.45040241
0.46910307
0.45623755
0.4874014
0.49102286
0.42823496
0.51417255
0.43220028
0.47587755
0.48166373
0.48173875
0.51533347
0.46555924
0.46062458
0.48849899
0.47005051
0.47083041
0.53599083
0.47319612
0.49676561
0.52356237
0.56100696
0.48607311
0.49244139
0.46456912
0.54314315
0.43023619
0.49455252
0.59293419
0.51495385
0.51709008
0.45967206
0.45131993
0.31752238
0.49855867
0.5344587
0.52992159
0.57241285
0.48962462
0.36982054
""
0.53401494
0.54543465
0.51937658
0.5279814
0.5405457
0.42691776
0.55271125
0.46691447
0.53078485
0.48305511
0.58053607
0.49667415
0.55811411
0.57475674
0.51358634
0.52215433
0.36330909
0.48092026
0.57490504
0.49907944
0.43123758
0.48021856
0.48481107
0.43432966
0.47649506
0.35159969
0.48506877
""
""
0.45005897
0.48805419
0.46898657
0.51918197
0.47925541
0.47270975
0.49263543
""
0.48138773
0.49044198
0.5871321
0.56428891
""
0.5277437
0.52515489
0.59124118
0.17732993
0.48197418
""
""
0.49098301
0.5036698
0.46517444
0.54093701
0.49110597
0.43623817
0.49848983
0.48978913
0.64332891
0.53763032
0.53949618
0.61218804
0.48708656
0.56007427
0.49022749
0.52707952
0.45338628
0.42120624
0.53736514
0.42503947
0.34822631
0.48902294
0.51979351
0.53229445
0.5409348
0.52295989
0.49883682
0.49476945
0.55487752
0.50086319
0.57310534
0.59281951
0.43265948
0.56303948
0.62969565
0.55595464
0.4943893
0.70142138
0.54766077
0.45102996
0.52301002
0.4416095
""
0.51529878
0.50905246
0.48770025
0.55466205
0.498586
0.51839489
""
0.53162771
0.40651846
0.53047574
0.61920232
0.52348387
0.71057242
""
0.57593232
0.49687275
0.44939101
0.37430653
0.48811385
0.41264647
0.52263159
0.5256753
0.31756186
0.48620132
0.53390372
0.55811077
0.51974922
0.53020269
0.56433761
0.42651007
0.43725982
0.49691468
0.5196358
""
0.52101547
0.53096139
0.38235548
0.41619182
""
0.56941873
0.48245201
0.56349415
0.52976334
0.5347662
0.47553161
0.48178723
0.540663
0.7911796
""
0.53134865
0.49696282
0.46258965
0.46432042
0.50499344
0.65696758
0.54214221
""
0.56775916
0.53268045
""
0.4114286
""
""
""
""
""
""
0.43888301
""
""
""
0.6580385
""
""
""
""
""
0.52387661
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57335871
0.46703517
0.68238389
0.53344381
""
""
""
""
""
0.48072591
""
""
""
0.59125412
0.45538962
0.48178414
""
""
0.4937146
""
""
0.52533585
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52979386
""
0.50086248
""
0.45943904
""
""
""
0.49504679
0.50035489
0.53920388
0.59946656
0.47883692
0.59557515
""
0.58816004
0.40435147
0.56303537
0.68417257
0.52148587
0.46434793
0.45800412
0.44928718
0.47949651
0.49149173
""
""
0.50352496
""
""
""
""
0.50699568
""
0.555112
0.50736988
0.48041481
""
""
""
