kfr_native_white_male_mean_se
0.011443586
0.007769804
0.019503241
0.022993416
0.010376991
""
0.021583427
0.0082253264
0.016366024
0.019384267
0.014265622
0.030147586
0.022985317
0.024162244
0.022548078
0.011501378
0.011781843
0.029454025
0.043494944
0.013981475
0.02719209
0.009202512
0.012324787
0.017961683
0.010693962
0.010509321
0.01490997
0.0090917367
0.021336367
0.016456183
0.016434317
0.043688532
0.036506191
0.024735205
0.0075045642
0.011336506
0.0044295527
0.022207633
0.0095173893
0.015761496
0.011041936
0.011276437
0.051186051
0.04257644
0.006354643
0.023671683
0.016566671
0.0091446666
0.0056729764
0.022939632
0.0079220915
0.0084015233
0.039117962
0.025768168
0.019462138
0.019903174
0.015716372
0.010402252
0.0070853275
0.054259278
0.011348385
0.014610294
0.0087370099
0.012448391
0.025582466
0.034336641
0.015082746
""
""
0.0061630043
""
""
0.065619931
""
0.0092524746
""
""
0.016006699
0.013520718
0.026263217
0.028690213
""
""
0.012471467
""
0.05883513
""
""
0.044017192
0.025135353
""
0.045478355
0.030753262
""
""
0.072368093
0.030369397
0.010343873
0.0095504178
0.015096834
0.017063102
0.030773992
0.031564839
0.0020120854
0.0081087854
0.012855168
0.0041502919
0.0087670535
0.038264189
0.0078628631
0.011597442
0.019182365
0.017958367
0.013518815
0.0064925803
0.01235472
0.024983194
0.030018846
0.016491992
0.030836988
0.018094044
0.016303772
0.015534693
0.022855278
0.017689405
0.015962349
0.0094516743
0.0099890903
0.015258034
0.020253984
0.034946017
0.023909923
0.021627354
0.0088614514
0.016342485
0.025462955
0.010640375
0.019123117
0.012444596
0.017445173
0.013603199
0.022547698
0.011439431
0.019650031
0.01974861
0.012994237
0.015501089
0.04053729
0.015284806
0.030879073
0.030837996
0.028058467
0.015301803
0.010603826
0.017982813
0.021971403
0.015039221
0.01191261
0.029480249
0.025767481
0.028913243
0.018543366
0.018419623
0.023139641
0.025778446
0.02389024
0.015537647
0.01589114
0.011136962
0.024353957
0.0056884782
0.015999572
0.021796929
0.0081722178
0.02628845
0.024255481
0.0080154445
0.017217036
0.017320557
0.024771415
0.013470124
0.018156793
0.0064224005
0.010274501
0.029124811
0.019533761
0.0041787042
""
0.017472893
0.0071401554
0.020088959
0.02565439
0.0041141245
0.019107096
0.0075791464
0.0050604939
0.02092636
0.0087716207
0.01602515
0.018130044
0.0046386034
0.011660152
0.01787049
0.015579457
