kir_pooled_pooled_p75
0.53270113
0.53558272
0.53002435
0.53299302
0.52436775
0.58555353
0.55462325
0.52512151
0.52278173
0.52095103
0.52097517
0.54025149
0.55776399
0.53080344
0.55756515
0.54094142
0.53049916
0.57445347
0.50369889
0.58737671
0.5416882
0.53120506
0.52680331
0.55287081
0.53673112
0.52772069
0.56206447
0.52684009
0.56550175
0.54838127
0.54456025
0.53993869
0.55557793
0.52972007
0.52815169
0.54217541
0.53443027
0.57649744
0.53591907
0.53777546
0.53825343
0.51573682
0.54240638
0.53636503
0.52613175
0.56303179
0.54500759
0.52860552
0.54582006
0.5308581
0.53591597
0.51554197
0.55840915
0.55193108
0.56352597
0.54514307
0.50955421
0.52726471
0.53745282
0.51422501
0.53786719
0.55068654
0.53346694
0.51725686
0.55173486
0.55390567
0.55681705
0.51942879
0.56260711
0.56820112
0.43691847
0.45200223
0.57357711
0.62344372
0.56785822
0.62918848
0.55158031
0.56366074
0.56358957
0.55317289
0.52651286
0.40985286
0.48119736
0.55596554
0.51609695
0.47529694
0.51858246
0.53149998
0.52254641
0.52511263
0.51802975
0.57200575
0.55266762
0.51502609
0.38682729
0.49000925
0.4800843
0.52800864
0.529944
0.52966577
0.52711225
0.5779373
0.50224656
0.53978473
0.52192599
0.5141297
0.5331012
0.52161622
0.56107014
0.52620822
0.53632259
0.55910474
0.53042787
0.53925902
0.54309756
0.54785329
0.58229834
0.58021319
0.50034469
0.55273157
0.56156743
0.52950656
0.52344501
0.53487414
0.56863761
0.57576454
0.52518302
0.52093375
0.54159373
0.53628677
0.57035369
0.54427004
0.55262494
0.53801477
0.54206765
0.49903816
0.53443748
0.55025661
0.54085505
0.53649002
0.53774232
0.54523426
0.54127413
0.54189533
0.53851116
0.53594053
0.54831272
0.57686621
0.54626191
0.55595112
0.52767503
0.53577697
0.55649787
0.52644402
0.56897074
0.52869928
0.54047918
0.54355997
0.58943582
0.49920648
0.55722493
0.5252955
0.54036885
0.56364375
0.50704801
0.55140465
0.53691912
0.5248549
0.52752542
0.50659966
0.53548044
0.55082524
0.51563859
0.53200835
0.5019111
0.52987564
0.54044706
0.56725776
0.50536036
0.50536764
0.55073929
0.54664129
0.54371965
0.54080963
0.56544441
0.51526427
0.58650732
0.55815554
0.54484671
0.54167068
0.51871765
0.56360847
0.58011371
0.49270573
0.54997605
0.54603273
0.5341624
0.53087109
0.55333304
0.57377571
0.54868168
0.54176426
0.52335745
0.55274999
0.5626272
0.53938168
0.60212457
0.50667214
0.52510577
0.53710949
0.56020015
0.58932853
0.55242771
0.567743
0.53340125
0.56716025
0.55117911
0.5379976
0.5291723
0.55168486
0.53274667
0.53658897
0.55619705
0.6262117
0.5475986
0.5497061
0.61188495
0.55150914
0.59311962
0.54975116
0.53962088
0.53969681
0.55645442
0.56198823
0.56469649
0.53221774
0.54495937
0.54051602
0.54197961
0.54618877
0.54845172
0.55505592
0.56729215
0.53241616
0.55161279
0.5671013
0.57475704
0.52495515
0.54832476
0.51506895
0.56090432
0.56744933
0.58110434
0.6012851
0.56463498
0.53825301
0.56380266
0.59877044
0.51852465
0.56570518
0.5494706
0.61348629
0.57202733
0.54571277
0.55354136
0.5349831
0.53706527
0.55161637
0.56463605
0.54799616
0.58927339
0.44952807
0.53201926
0.59948552
0.56737077
0.59239799
0.59388441
0.55901086
0.55796081
0.55950379
0.56586587
0.58064479
0.60662001
0.54839289
0.42473361
0.55850202
0.54646021
0.54332334
0.58660477
0.55761272
0.5482533
0.54426116
0.58330053
0.56790096
0.54937589
0.55237496
0.6181199
0.56405836
0.57919985
0.62436283
0.65881544
0.59045672
0.59389669
0.55098057
0.53566283
0.56002605
0.56460351
0.62856972
0.59699976
0.59741473
0.58760852
0.59512413
0.59143448
0.56924003
0.59778333
0.56264746
0.56080115
0.56717932
0.56334209
0.56123132
0.54141206
0.52947229
0.52020341
0.50360262
0.51912427
0.55494279
0.54302692
0.52812558
0.52091497
0.52747607
0.54980379
0.5233407
0.52127934
0.52560025
0.52408385
0.5234651
0.52493376
0.47700405
0.52421397
0.50975841
0.60434312
0.5150485
0.52661276
0.52506959
0.49734956
0.51870036
0.52228832
0.54199684
0.53586459
0.52284968
0.53046286
0.51668286
0.5642491
0.51899076
0.54110026
0.53845239
0.51865351
0.52979553
0.54625392
0.53058857
0.52555442
0.54458994
0.57069451
0.53457451
0.51657629
0.52658224
0.53554249
0.53065038
0.51908213
0.54682583
0.52479643
0.53823251
0.53078663
0.50852364
0.54268998
0.51926982
0.52470964
0.5466283
0.55016869
0.52170032
0.51930499
0.50872767
0.5278644
0.52404416
0.51587063
0.50738209
0.53457695
0.54269654
0.45187595
0.52108604
0.50178111
0.51935631
0.53686404
0.51322287
0.50984973
0.5386017
0.51895702
0.51541108
0.54133689
0.52056354
0.52568614
0.53845388
0.539621
0.55714136
0.52933478
0.55532759
0.5161556
0.53938234
0.53635681
0.51520497
0.52178538
0.53113282
0.55157
0.51652586
0.52849454
0.54093778
0.48951864
0.50948191
0.53769296
0.55282366
0.53097153
0.52232808
0.54176587
0.50897002
0.51668423
0.48236683
0.52820927
0.52039599
0.5105499
0.54743087
0.52962703
0.54499292
0.52737844
0.50924838
0.5151394
0.55300039
0.56766468
0.52310163
0.52023768
0.54756725
0.57654744
0.51711822
0.55282241
0.52656138
0.53773582
0.51623452
0.54531229
0.51179993
0.48271966
0.50901151
0.53089428
0.53090316
0.54116207
0.55087388
0.53353447
0.52209157
0.52024198
0.51650149
0.51937503
0.52213365
0.52593303
0.52225417
0.53607827
0.53433418
0.51403588
0.50632232
0.51801342
0.56532067
0.53366995
0.53433186
0.51534414
0.50782287
0.49006426
0.52480638
0.52626932
0.51713032
0.52171767
0.51699001
0.53339285
0.49293011
0.52856004
0.45259488
0.51608926
0.52411103
0.53871065
0.51157397
0.52768165
0.55609679
0.51895249
0.56929034
0.53041005
0.50905561
0.52820021
0.4992837
0.5452733
0.54748672
0.51226848
0.51041895
0.51891273
0.54174972
0.48890576
0.52285063
0.55124378
0.49569955
0.55516601
0.52230513
0.56831104
0.51540887
0.52736288
0.55477512
0.52173817
0.51319712
0.51511544
0.53088766
0.55106425
0.53336298
0.48795468
0.54037338
0.51416171
0.56387824
0.56362343
0.53735429
0.53415436
0.53607589
0.53741997
0.55117834
0.58764988
0.5254913
0.57114029
0.50149214
0.52540332
0.51574707
0.50215912
0.52329952
0.55973411
0.54005712
0.52797616
0.52127123
0.59800804
0.52168447
0.52602667
0.53000724
0.51524115
0.54161125
0.50406331
0.5192188
0.55605882
0.58208883
0.57700342
0.56249857
0.52389681
0.54562044
0.52101254
0.56081069
0.55556011
0.52477938
0.54196841
0.48260245
0.54368538
0.52102482
0.53329754
0.52350479
0.52224201
0.51741344
0.53939676
0.54706115
0.51494718
0.59823525
0.53946191
0.53966236
0.51208413
0.51313043
0.5326699
0.54296988
0.5704475
0.5115031
0.55424917
0.53923631
0.56006074
0.53999412
0.68496495
0.55073786
0.53064674
0.5496664
