grad_other_pooled_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
43.0
""
""
""
30.0
""
21.0
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
156.0
""
""
""
""
42.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
455.0
""
""
105.0
""
""
25.0
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
30.0
""
""
""
""
""
24.0
""
""
""
507.0
""
""
44.0
""
""
274.0
""
36.0
129.0
""
37.0
""
""
122.0
""
""
""
1626.0
""
51.0
""
""
50.0
""
""
107.0
32.0
21.0
570.0
60.0
""
301.0
437.0
""
365.0
701.0
187.0
184.0
30.0
285.0
89.0
438.0
47.0
43.0
""
""
186.0
106.0
111.0
37.0
""
""
53.0
""
168.0
42.0
32.0
74.0
""
118.0
""
""
""
41.0
""
""
""
""
""
""
""
""
""
90.0
""
27.0
""
""
186.0
""
""
""
""
""
""
""
""
94.0
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
86.0
68.0
""
""
87.0
50.0
""
""
28.0
46.0
23.0
54.0
""
""
34.0
""
57.0
170.0
""
""
""
26.0
""
""
""
""
93.0
48.0
""
""
""
""
""
""
""
""
""
""
""
129.0
""
""
""
""
""
""
23.0
""
""
""
""
29.0
""
""
131.0
""
""
63.0
""
117.0
26.0
90.0
31.0
99.0
30.0
""
""
27.0
21.0
35.0
47.0
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
32.0
""
58.0
""
""
""
""
""
""
""
""
""
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
""
""
""
""
""
""
77.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
323.0
2026.0
94.0
274.0
38.0
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
491.0
""
""
""
""
""
116.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
86.0
""
""
""
""
""
""
""
20.0
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
37.0
""
21.0
""
""
""
""
""
""
