kid_pooled_female_n
6093.0
16641.0
3594.0
2572.0
6245.0
1509.0
2826.0
12950.0
4424.0
2544.0
4838.0
2082.0
3825.0
1622.0
1644.0
5225.0
6390.0
1756.0
1371.0
4335.0
1595.0
9050.0
6272.0
6647.0
7716.0
8213.0
4573.0
12005.0
2138.0
3665.0
2932.0
1348.0
2486.0
1905.0
11279.0
6348.0
80199.0
1856.0
9913.0
4292.0
13252.0
7899.0
2028.0
3027.0
34506.0
3119.0
3377.0
9946.0
53841.0
3391.0
28290.0
13758.0
1787.0
2829.0
3515.0
2751.0
6372.0
7784.0
18170.0
2113.0
9901.0
4881.0
18846.0
8107.0
2475.0
1990.0
2884.0
218.0
454.0
37123.0
2981.0
190.0
208.0
897.0
12151.0
305.0
358.0
4107.0
7245.0
1958.0
2228.0
""
348.0
9166.0
1632.0
1338.0
1450.0
616.0
912.0
1187.0
90.0
991.0
1442.0
332.0
""
1085.0
13076.0
15276.0
16212.0
6292.0
4877.0
1280.0
2007.0
402889.0
17363.0
17122.0
101213.0
21845.0
6340.0
17131.0
22662.0
2482.0
3226.0
3513.0
19933.0
3966.0
1452.0
682.0
2977.0
1878.0
2458.0
1906.0
2568.0
1110.0
3134.0
2543.0
9656.0
7250.0
7689.0
2626.0
1196.0
2210.0
2390.0
10709.0
2243.0
1283.0
8991.0
2082.0
4568.0
3144.0
3745.0
1857.0
4026.0
1314.0
1997.0
10917.0
2726.0
1020.0
2045.0
1690.0
1554.0
1640.0
2754.0
7389.0
1848.0
1703.0
5108.0
7623.0
1408.0
1085.0
1201.0
1001.0
3637.0
1262.0
4227.0
1345.0
3212.0
2512.0
6835.0
1091.0
44663.0
2081.0
3970.0
10288.0
1336.0
893.0
14621.0
2174.0
1866.0
1261.0
5645.0
1649.0
19183.0
8080.0
1122.0
2603.0
173051.0
144.0
3296.0
23464.0
4438.0
2932.0
122836.0
3370.0
19706.0
124930.0
3902.0
14337.0
21862.0
2150.0
102926.0
18178.0
6789.0
3533.0
1300880.0
17616.0
24355.0
1831.0
10773.0
35614.0
1133.0
1428.0
55287.0
14496.0
10082.0
373833.0
32297.0
2288.0
228949.0
164621.0
8214.0
269466.0
352262.0
54986.0
84648.0
25790.0
78745.0
48246.0
202347.0
29522.0
20601.0
383.0
5198.0
54639.0
54263.0
67974.0
11018.0
7494.0
1419.0
60683.0
5400.0
104391.0
20564.0
9041.0
48286.0
1941.0
63425.0
1178.0
525.0
703.0
29696.0
5916.0
1573.0
311.0
1030.0
1353.0
433.0
493.0
371.0
3215.0
59162.0
186.0
27093.0
4729.0
2969.0
68983.0
4680.0
5736.0
499.0
1338.0
1206.0
81.0
803.0
218.0
64471.0
202.0
1008.0
984.0
4849.0
29078.0
1819.0
712.0
2472.0
14186.0
75.0
1773.0
3126.0
4353.0
4017.0
2627.0
407.0
1664.0
596.0
1214.0
2102.0
17736.0
783.0
1709.0
2145.0
811.0
55.0
588.0
297.0
1906.0
2560.0
611.0
24608.0
1382.0
110175.0
102983.0
21783.0
17496.0
98311.0
31220.0
15430.0
13193.0
17029.0
60482.0
17176.0
57070.0
21464.0
2970.0
17323.0
2732.0
50861.0
186514.0
1466.0
10929.0
9844.0
19258.0
24410.0
6945.0
3496.0
1504.0
100483.0
33978.0
4400.0
968.0
5855.0
1722.0
1120.0
1397.0
1517.0
3547.0
5142.0
12106.0
8026.0
123221.0
2032.0
10495.0
5030.0
1433.0
689.0
20846.0
41809.0
25002.0
3963.0
751.0
2254.0
26548.0
26832.0
11457.0
273634.0
6498.0
7034.0
20622.0
4185.0
110193.0
22442.0
116740.0
33759.0
86425.0
57133.0
8284.0
13858.0
21250.0
14995.0
25684.0
45133.0
4103.0
4106.0
2328.0
1416.0
43690.0
2807.0
4274.0
2388.0
2273.0
1156.0
1256.0
599.0
4650.0
1808.0
6332.0
10336.0
2372.0
2134.0
20385.0
1503.0
1993.0
2122.0
3503.0
6109.0
3403.0
2295.0
693.0
6787.0
1204.0
10986.0
6708.0
1383.0
28399.0
2119.0
2827.0
19524.0
8804.0
434.0
34870.0
933.0
76822.0
5222.0
5622.0
12873.0
2234.0
12517.0
1655.0
3167.0
1716.0
1950.0
3934.0
80021.0
2316.0
1448.0
13152.0
12485.0
1723.0
500.0
5481.0
2602.0
3053.0
1368.0
