staytract_black_pooled_p75_se
0.024583763
0.050551262
0.13655561
0.014202023
0.0099188928
0.02302804
0.0061259093
0.058132496
0.093738444
0.012265446
0.012758791
0.0052447342
0.072482966
0.039673202
0.016762305
0.11587885
0.22392207
0.02130051
0.1872866
0.025769707
0.0081585888
0.0061709625
0.012295281
0.010737487
0.0053668306
0.023283653
0.012857428
0.0080553396
0.0047323355
0.016814297
0.014409755
0.015193672
0.0054749143
0.0062093642
0.013256779
0.010455119
0.022248421
0.017112201
0.036453649
0.026726229
0.0066566695
0.019437812
0.0263349
0.095809825
0.019265641
0.015365172
0.0042875609
0.013559064
0.0062974063
0.014249217
0.010599261
0.0091439104
0.011116821
0.076006211
0.034985501
0.0069513451
0.023059122
0.060781877
0.042696282
0.011619374
0.016870651
0.0074399021
0.034860749
0.038971744
0.080079086
0.049813304
""
0.08456102
0.067230836
0.090497456
0.018923037
0.01732282
0.013499248
0.013549386
0.021684619
0.070792019
0.015204018
0.032338344
0.030682953
0.004434329
0.015686434
0.024431687
0.063264757
0.024359215
0.0061196471
0.032535363
0.028610663
0.012579572
0.009859601
0.022297997
0.020212904
0.079516135
0.072340228
0.010940534
0.094734862
""
0.03465746
0.017196229
0.0056846142
0.010917408
0.013858616
0.003473796
0.0059965663
0.014080862
0.011294221
0.0060749031
0.012882344
0.0052669616
0.021522768
0.016749127
0.013900008
0.009414779
0.0057377196
0.020288294
0.0069096065
0.0078135738
0.006644622
0.031488016
0.036706422
0.032706
0.012859493
0.021132899
0.01987306
0.012528813
0.021217175
0.0081408396
0.0074631148
0.026220342
0.017656244
0.020152677
0.0028488748
0.01746605
0.01630771
0.028858615
0.024446122
0.019364361
0.010438358
0.0082281157
0.021667151
0.014191088
0.010075404
0.020761009
0.032626733
0.027199633
0.010243813
0.026253926
0.013096679
0.015367025
0.016635139
0.017140526
0.035550896
0.0053479425
0.0098023592
0.019226963
0.0094407992
0.0070564114
0.023123106
0.0075011863
0.033782925
0.039822441
0.080115572
0.10262454
0.013291654
0.0036477193
0.03402292
0.0027032087
0.092309684
0.058228388
0.13862874
0.023606464
0.0025987064
0.012877765
0.074108839
0.011894693
0.06274689
0.11714204
0.012381223
0.0099544348
0.059640039
0.069436319
0.14353442
0.10706878
0.0067870566
0.061134782
0.041637156
0.0055854833
0.067132249
0.079221956
0.013363175
0.12009149
0.052138619
0.015514606
0.0074332166
0.12339235
0.044903561
0.033438008
0.035886534
0.020174548
0.0087540783
0.046159323
0.0097042918
0.023213176
0.037711833
0.026865127
0.015470212
0.011804419
0.0054988456
0.061320104
0.027915414
0.022176059
0.040344272
0.018060895
0.15777861
0.10795479
0.0068705562
0.013920577
0.014638137
0.0044356603
0.045736052
0.04387825
0.036009483
0.043580759
0.0372677
0.063142583
0.0059872507
0.020573821
0.051510636
0.037983924
0.006991432
0.0099676214
0.019411882
0.01520849
0.10478254
0.041640263
""
0.031281918
0.15104876
0.020668911
""
0.09286084
0.036476854
0.044071674
0.026654433
0.019808087
0.057523638
0.04019513
0.016207643
0.011143051
0.066505641
0.029719589
0.0060279267
0.027675156
0.035596497
""
0.028049715
0.039140888
0.080015823
0.013214062
0.079999834
0.016787965
0.033816617
0.019127514
0.014837694
0.010675694
0.012289585
0.0021721895
0.011777798
0.0033221247
0.0030609341
0.0082527185
0.010789863
0.021940153
0.044967491
0.067114919
""
0.081688546
0.034873009
0.030260827
0.079299212
0.060923882
0.01167596
0.22031352
""
0.0058866646
0.021670077
0.10822603
0.015960997
0.005128969
0.055822939
""
0.14143737
""
0.22136396
0.11230376
""
0.17311791
""
0.077336743
0.080915891
0.049007256
0.0067207441
0.16892643
0.10211828
0.041147247
0.09817706
0.061295949
0.093390688
0.05306749
0.024766581
""
0.038830403
0.033270117
0.050883245
0.079169974
0.026090482
0.035612565
0.16778298
0.03360872
0.03365482
0.058627848
0.13773851
0.018893728
0.0944378
0.066721313
0.087830834
0.023156637
0.014236084
0.048306175
0.046792023
0.016832221
0.079613209
0.014329007
0.012859591
0.0057176002
0.02067407
0.0024551749
0.011972925
0.029963585
0.080977216
0.0040515945
0.061458927
0.065542042
0.019018769
0.018213708
0.038042702
""
0.2399992
0.16621919
0.1748717
0.084962338
0.029205503
0.029136401
0.029550811
0.098874286
0.038754866
0.022663262
0.095010735
0.0299228
0.070345618
0.022653662
0.031729639
""
0.054148022
""
""
0.062818579
0.06740161
0.13801521
""
""
""
0.083875217
0.058180921
""
""
""
""
""
""
0.047163598
""
""
""
""
""
""
""
""
""
""
""
""
""
0.088880092
""
0.04518643
0.090483651
""
""
""
""
""
0.094035998
""
""
0.032722104
0.062120181
""
""
""
0.12644105
0.17347006
""
""
""
""
0.15847276
""
""
""
""
""
""
