kir_native_white_male_p25_se
0.0056777941
0.008007626
0.014292368
0.0058813188
0.0091475081
0.016578335
0.0061091711
0.013624263
0.016467936
0.0096445838
0.0084672198
0.005845753
0.016104136
0.010832409
0.0088817552
0.021292474
0.020649204
0.0082262158
0.017162254
0.019036395
0.0076396484
0.0079520363
0.0095762843
0.014711628
0.0066772746
0.028635902
0.011812547
0.0078966767
0.0061005349
0.016779099
0.015515199
0.01264413
0.007742004
0.0093773566
0.018646719
0.0074542663
0.016340075
0.013409892
0.03594387
0.030356247
0.0099275541
0.017410191
0.024650317
0.029699514
0.021549543
0.024879564
0.0060376064
0.010092706
0.00757825
0.011434242
0.0087376945
0.0072055035
0.010822483
0.033818092
0.030114355
0.0086061042
0.020041743
0.028481405
0.035502285
0.013319661
0.017171271
0.0066896779
0.022654532
0.012402196
0.0099969832
0.011178603
0.015940897
0.012726353
0.011436529
0.010048972
0.024216644
0.017274434
0.021412097
0.011622196
0.016120657
0.018306809
0.01049795
0.0099978838
0.018367579
0.0072084349
0.015636336
0.010413696
0.010898856
0.011570205
0.0053250077
0.011023465
0.0098869372
0.0099578956
0.0079000657
0.0069902488
0.0097220121
0.012400043
0.011658463
0.0072605405
0.011866372
0.019392135
0.0094021661
0.0073057502
0.0038247907
0.0073177777
0.0063982639
0.0056436942
0.0057831095
0.0075743808
0.0069883689
0.0051160236
0.006890933
0.0056118499
0.013096211
0.0075334092
0.01072577
0.013427196
0.0085607972
0.02577794
0.0082296655
0.0061076875
0.0094279228
0.028553819
0.029262083
0.024908837
0.011258237
0.013553917
0.018883174
0.015735777
0.01771887
0.01110707
0.011459511
0.015769213
0.022691939
0.019943636
0.0045894361
0.013946796
0.013791875
0.014927446
0.0098509751
0.013538056
0.0074850083
0.011750381
0.027762963
0.01934812
0.0093686515
0.010093223
0.027142726
0.023104794
0.015844867
0.026376445
0.0089268349
0.014569971
0.021363916
0.020311568
0.010667477
0.0061752987
0.013825227
0.031332608
0.006360705
0.00797801
0.019683549
0.010957856
0.0155554
0.010751851
0.025793076
0.013651683
0.012894308
0.0052953549
0.028688354
0.0051172399
0.011741071
0.010011448
0.015341945
0.0077445521
0.00311738
0.0081521915
0.0084910113
0.0056201066
0.0081133693
0.013224523
0.0069300607
0.0046621077
0.0093820607
0.010663232
0.010126695
0.0091632288
0.0046101771
0.010949629
0.012791565
0.0040841443
0.015504201
0.011978318
0.0071501378
0.017096248
0.013429671
0.0095004905
0.0049446155
0.018560003
0.014757538
0.0097563835
0.0082642566
0.0083774803
