two_par_white_pooled_p25_se
0.014388801
0.0089326678
0.024704589
0.022094117
0.011987427
0.062870964
0.023420678
0.0087629752
0.019005559
0.017403614
0.014213791
0.033816963
0.025830915
0.025018001
0.022055218
0.015432051
0.013103288
0.029974505
0.033230931
0.014041881
0.025919458
0.0092736837
0.013687873
0.0235033
0.010434516
0.01266278
0.01703505
0.0088022351
0.019511122
0.015275096
0.015838262
0.069781095
0.040327981
0.026602972
0.011290941
0.011908961
0.0059182704
0.023628242
0.010839469
0.015694579
0.014077113
0.012654151
0.053412013
0.045598321
0.0080295326
0.035484143
0.01549946
0.0092725782
0.0060975188
0.030731851
0.010395792
0.010188295
0.046399802
0.029243469
0.021910798
0.020143412
0.014056597
0.0114853
0.01107666
0.066516697
0.011777904
0.015621345
0.010750133
0.010804852
0.02941924
0.058209915
0.015202867
0.12497942
0.29335812
0.0086969491
0.13445818
0.19600126
0.17199945
0.1579897
0.012937638
0.09217599
0.083700396
0.029365622
0.018470906
0.040128071
0.035850935
0.15037641
""
0.015163491
0.13983038
0.11265967
0.13782135
0.075801216
0.061236128
0.047592793
0.16018222
0.04230319
0.038278747
0.090111792
""
0.093964584
0.03603372
0.010698345
0.01247708
0.016715052
0.023646068
0.044811003
0.032567926
0.0026485939
0.0071676942
0.01510727
0.0048176907
0.0093828663
0.046992719
0.0078921448
0.013883394
0.022267949
0.023323424
0.012842476
0.0073643769
0.013185981
0.02814229
0.039815772
0.014668987
0.034013484
0.020328155
0.015696326
0.014196398
0.028159311
0.025292154
0.018651864
0.010512768
0.010510617
0.016676657
0.020334691
0.040777247
0.02795196
0.021847235
0.010975719
0.018235624
0.01518999
0.009211882
0.023914674
0.0118942
0.020454306
0.014301941
0.02356117
0.012490926
0.01811604
0.020589128
0.014188957
0.015973646
0.038611535
0.0168465
0.034417685
0.027533393
0.028354159
0.015466087
0.011692241
0.01479006
0.01949604
0.015015116
0.013938794
0.028357683
0.025838442
0.028789027
0.016746651
0.019099426
0.023391966
0.026296284
0.022640925
0.01551805
0.014705094
0.011205708
0.030724632
0.0066507184
0.016210301
0.022174766
0.009768785
0.016774531
0.018710528
0.0086058201
0.022422455
0.016451098
0.016038625
0.016987346
0.015778856
0.0077052568
0.0093228649
0.033465095
0.018416973
0.0064358939
0.16166666
0.021395676
0.0073814332
0.021862451
0.034211345
0.0065790024
0.019133568
0.010249434
0.0057157394
0.020078452
0.0097110048
0.022085978
0.028594928
0.0053673252
0.012413791
0.016054017
0.023340402
0.0023815727
0.011950872
0.012407721
0.022470672
0.011874843
0.0093362629
0.031230194
0.045951735
0.010160333
0.014328347
0.010849296
0.00386214
0.0084363017
0.031406786
0.0038692055
0.0041346387
0.025464868
0.0037431351
0.0033537962
0.011234261
0.0067562507
0.0082201269
0.0096454956
0.0090160388
0.0063346294
0.010711819
0.007221567
0.076114021
0.013647472
0.0082542729
0.0069616325
0.0059126536
0.012273648
0.011540626
0.034808818
0.0073433826
0.01456997
0.0064914557
0.012312434
0.011575488
0.0063135866
0.029079285
0.0062461472
0.03268183
0.026904974
0.033569109
0.0096596135
0.019227855
0.024360288
0.083711579
0.052461084
0.031063449
0.072520681
0.042415731
0.039579593
0.015499589
0.0072028618
0.072854713
0.012987246
0.041078568
0.026442697
0.0050745639
0.013196007
0.015950238
0.060616229
0.074595168
0.029143378
""
0.036441196
0.092099287
