pos_hours_hisp_male_n
""
""
""
22.0
36.0
""
59.0
""
""
""
""
95.0
""
""
32.0
""
""
""
""
""
22.0
88.0
""
""
105.0
""
36.0
59.0
124.0
""
""
""
79.0
56.0
""
39.0
""
""
""
""
20.0
""
""
""
""
""
205.0
""
30.0
""
24.0
22.0
""
""
""
33.0
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
71.0
""
""
41.0
31.0
""
""
""
""
""
""
""
""
70.0
634.0
165.0
100.0
2990.0
455.0
175.0
104.0
719.0
94.0
114.0
""
58.0
32.0
""
56.0
""
42.0
55.0
52.0
""
""
""
""
""
""
21.0
""
38.0
39.0
""
""
""
358.0
""
20.0
""
41.0
""
24.0
43.0
""
""
41.0
""
""
""
""
""
26.0
""
""
""
""
37.0
""
""
68.0
25.0
""
""
""
""
""
""
25.0
159.0
""
895.0
""
""
""
38.0
510.0
67.0
""
105.0
""
""
71.0
221.0
""
""
""
""
64.0
""
""
77.0
""
""
27.0
""
""
30.0
60.0
""
""
""
40.0
21.0
138.0
25.0
100.0
63.0
24.0
21.0
25.0
52.0
83.0
""
""
42.0
""
""
""
""
245.0
""
82.0
190.0
""
""
""
""
""
""
77.0
""
""
""
68.0
49.0
32.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
64.0
""
20.0
228.0
21.0
""
""
""
""
""
67.0
""
68.0
""
171.0
197.0
94.0
181.0
4904.0
182.0
2012.0
757.0
97.0
37.0
""
""
""
""
""
""
""
""
""
206.0
""
""
612.0
60.0
""
132.0
606.0
""
""
""
""
""
""
""
""
""
23.0
""
""
232.0
""
""
""
""
""
""
""
""
""
37.0
""
""
22.0
48.0
43.0
""
25.0
32.0
""
""
47.0
""
""
""
27.0
34.0
""
""
78.0
""
72.0
111.0
295.0
26.0
3148.0
118.0
""
""
131.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
52.0
""
""
""
20.0
""
""
""
""
43.0
41.0
""
""
""
20.0
""
""
23.0
48.0
""
28.0
""
""
133.0
""
""
""
""
""
""
231.0
""
""
235.0
26.0
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
263.0
1021.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
25.0
59.0
129.0
21.0
""
""
""
28.0
""
247.0
24.0
""
""
""
""
""
29.0
""
29.0
""
""
36.0
""
63.0
""
151.0
""
""
""
1780.0
82.0
""
92.0
""
146.0
""
119.0
308.0
75.0
39.0
196.0
31.0
""
""
""
117.0
58.0
""
""
36.0
21.0
21.0
33.0
172.0
21.0
21.0
708.0
""
2332.0
68.0
33.0
""
301.0
91.0
30.0
35.0
58.0
24.0
553.0
1892.0
833.0
101.0
222.0
2709.0
101.0
51.0
""
122.0
32.0
""
57.0
106.0
107.0
77.0
23.0
32.0
123.0
""
""
66.0
""
""
""
35.0
29.0
156.0
30.0
168.0
827.0
1593.0
35.0
103.0
55.0
40.0
49.0
31.0
""
32.0
""
""
241.0
""
34.0
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
221.0
""
37.0
78.0
226.0
""
""
46.0
817.0
""
1621.0
43.0
854.0
64.0
""
87.0
78.0
""
56.0
35.0
41.0
20.0
123.0
41.0
""
""
""
""
""
""
88.0
366.0
28.0
73.0
""
""
""
""
""
25.0
42.0
""
""
66.0
""
42.0
""
""
665.0
751.0
1665.0
178.0
1276.0
1744.0
""
""
""
162.0
213.0
1858.0
713.0
""
""
1877.0
529.0
417.0
15072.0
""
""
52.0
38.0
75.0
""
27.0
283.0
22.0
215.0
""
210.0
167.0
""
""
24.0
""
""
""
26.0
""
542.0
