kfr_other_female_p25_se
0.02122318
0.030125782
0.059000984
0.017160764
0.021637265
0.049015552
0.013316567
0.068002522
0.073042892
0.026577208
0.02292347
0.01180097
0.079121791
0.034181181
0.021129472
""
0.048361909
0.023439195
0.049553223
0.037836932
0.01628468
0.011071322
0.024569981
0.026878648
0.011728928
0.045826286
0.02744947
0.014748661
0.0090745566
0.039184332
0.034060229
0.031240745
0.011910233
0.013040168
0.032687608
0.016953314
0.062375959
0.039499976
""
""
0.023003127
0.04391937
""
""
0.064323887
0.041823015
0.011188823
0.023548862
0.018598543
0.029170031
0.019513631
0.020422632
0.03056336
""
""
0.017019289
0.06003036
0.058639482
""
0.034812778
0.045950815
0.016991399
""
0.03874483
0.046614237
0.04633886
""
""
0.05586208
0.051608387
0.050916925
0.045606233
0.034924537
0.033874277
0.049482569
""
0.035065826
0.045433231
0.072441436
0.012879366
0.035564855
0.035118382
0.047450941
0.038881965
0.012670062
0.037027773
0.032533754
0.01844874
0.017824043
0.027555833
0.031706907
0.043023292
0.055261388
0.022356004
0.041155081
0.075986318
0.033939488
0.020838199
0.0084029324
0.016667636
0.016984386
0.0062795519
0.010476705
0.016940108
0.0151164
0.0085470313
0.014100557
0.010334533
0.038020618
0.018122435
0.024259474
0.025038898
0.014630777
0.055421218
0.014744942
0.016138963
0.014154032
0.065682858
""
""
0.028015878
0.039368887
0.050687201
0.024990954
0.040426254
0.01983691
0.023041802
0.058976602
0.06731014
0.058422811
0.0069898581
0.036888361
0.032803841
0.050562881
0.031182634
0.031920034
0.019147553
0.017334383
0.052194331
0.050966766
0.019604744
0.020241659
""
0.06110996
0.03037866
""
0.021345153
0.039339986
0.051896874
0.049851846
0.048150249
0.016339771
0.036310315
0.066741548
0.010901855
0.018019989
0.057065461
0.022655087
0.042774938
0.046657123
""
""
0.023931261
0.0085907569
0.061914325
0.0059043369
0.030907933
0.053170562
0.032302395
0.022636067
0.005678738
0.016650753
0.04301038
0.020074997
0.03176691
0.044028848
0.015452352
0.011233974
0.035460245
0.038873591
0.045048866
0.040470526
0.010913393
0.030377369
0.032668367
0.010431539
0.05390498
0.073539153
0.019326437
""
0.046692021
0.021045562
0.013314446
0.060504947
0.059790947
0.032652896
0.027549652
0.025482746
0.015059271
0.05606785
0.014783094
0.021194482
0.046423141
0.032547884
0.022763036
0.016637828
0.01097085
0.035758812
0.033697139
0.027212171
0.027660945
0.023514798
""
0.06665796
0.018893607
0.01434946
0.016984174
0.0082554985
0.03366942
0.021675711
0.049862336
0.035872873
0.026609931
0.034796618
0.0092253285
0.024639746
0.035955146
0.027651591
0.0094207888
0.014260002
0.017476987
0.02154297
""
0.033096474
0.078604601
0.03366914
0.075589061
0.023920216
""
0.046984777
0.027929056
0.043804225
0.028822156
0.020236837
0.037228923
0.036183376
0.025707358
0.013055098
0.037195917
0.026049517
0.0096482672
0.019790761
0.03371422
""
0.026751205
0.037286978
0.046336103
0.013733935
0.046963859
0.018989516
0.033335324
0.018218135
0.014334824
0.01318894
0.014015277
0.0042788894
0.016081074
0.0070214369
0.0059258221
0.016715363
0.017534228
0.038247041
0.069157436
0.025897812
0.054837447
0.050372135
0.015987717
0.024744429
0.039442107
0.029461231
0.0078334063
""
""
0.0062304046
0.016188955
0.039629437
0.017029688
0.0078081484
0.029501878
0.050184298
0.086691201
""
0.057382427
0.05099199
0.060568232
0.089443885
""
0.05418548
0.052878808
0.028769653
0.0072212196
0.056387946
0.02948232
0.032021187
0.049030431
0.06291642
0.084283248
0.055132989
0.036183566
""
0.039304346
0.028768219
0.046867613
0.037992988
0.02195501
0.023727056
0.048783559
0.028045414
0.032165814
0.029918017
0.059344158
0.018526638
0.039411485
0.039994583
0.061750486
0.030628739
0.021927189
0.032580905
0.035852164
0.020496398
0.058857951
0.020105468
0.017630855
0.010777954
0.035061076
0.0058910931
0.017999282
0.023711238
0.041781921
0.0087297363
0.068683602
0.048616037
0.028875902
0.022839
0.029581767
0.070593037
0.033931196
0.053342041
0.055295598
0.060682528
0.036316883
0.041531645
0.041398078
0.098371826
0.045983359
0.03280836
""
0.031225545
0.039017443
0.032390632
0.032786056
""
0.024613027
""
""
0.038379211
0.053108394
""
""
""
""
""
0.050169107
""
""
""
""
""
0.053566862
0.034346566
""
""
""
""
""
""
0.090456493
""
""
""
0.089002728
0.075390957
0.068343185
0.074585214
""
0.029686671
0.081829272
""
0.058707703
""
""
0.088214241
0.026824584
""
0.08937943
0.038776014
0.035436779
""
0.07226073
""
0.053778719
0.057381377
""
""
""
""
0.052908026
""
""
""
""
""
0.079377435
""
0.06306836
0.066427305
0.073881924
0.056558091
0.077012099
""
0.057357077
0.051835623
0.020430962
""
""
0.08128953
0.017306009
0.052711792
""
""
""
0.054110009
0.031532597
""
""
0.07459484
0.075799771
""
""
0.059129424
0.026051071
0.071015663
0.022524359
0.089298353
0.089525722
0.012955188
0.084430292
""
""
""
""
0.077954404
0.010183326
""
""
0.028048154
0.065316886
""
""
""
""
""
""
""
""
0.07762564
""
""
0.048242096
""
0.08188688
0.022169195
0.0081134532
""
""
0.057505965
0.054344375
0.04258921
""
""
""
""
""
""
0.044380363
0.06763348
""
0.020443249
0.018095618
0.013942095
0.049400691
0.046252616
0.058103718
0.042450227
0.020052331
0.034510367
0.0084721269
0.030826459
0.041893113
""
""
0.022794219
0.049503174
